,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,class
79,0.08056416799999999,60,0,0.48728899700000006,4916,15,0,2,0,0,NO
80,0.039387786,51,0,15466.0,0,7,0,0,0,0,NO
81,0.023767432999999998,83,0,0.123797734,10500,13,0,0,0,0,NO
82,0.888822236,34,0,0.368403802,3050,4,0,0,0,1,NO
83,0.791173628,44,0,0.51241535,3100,5,0,1,0,0,NO
84,0.24535301,37,0,0.288417167,6500,11,1,1,1,0,NO
85,0.010531378999999999,57,0,0.280664917,5714,6,0,1,0,0,NO
86,0.363199686,32,0,0.48052395700000006,2900,4,0,1,0,0,NO
87,0.032617977,75,0,0.006799093000000001,7500,4,0,0,0,0,NO
88,0.019387778999999997,34,0,0.32591852,4000,9,0,1,0,0,NO
89,0.634485057,52,0,0.138238573,2690,2,0,0,0,0,NO
90,0.888008615,44,0,0.299246282,4908,8,0,0,0,1,NO
91,0.0031088490000000003,57,0,0.258939285,8333,7,0,1,0,0,NO
92,0.11483094099999999,46,0,0.026235802000000003,6250,6,0,0,0,3,NO
93,0.018886792,80,0,0.0034787790000000004,10060,5,0,0,0,0,NO
94,0.6354151570000001,32,0,0.519493502,3000,4,0,1,0,1,NO
95,0.9999998999999999,62,0,0.664221287,8314,8,0,3,0,0,NO
96,0.096737158,47,0,0.009748781,8000,2,0,0,0,2,NO
97,0.31844615,58,0,1.3826291080000002,3833,26,0,4,0,0,NO
98,0.18698753399999998,52,0,0.023993145,3500,4,0,0,0,0,NO
99,0.006541851,68,0,0.108089191,10000,10,0,2,0,1,NO
100,0.180972181,39,1,0.384441575,3097,7,0,1,0,3,NO
101,0.06790706,46,0,0.149103029,10200,6,0,2,0,0,NO
102,0.033461782,44,0,1.243362832,4067,5,0,2,0,1,NO
103,0.015271802,68,0,0.12290366,8168,6,0,0,0,0,NO
104,0.51712072,31,0,0.123752495,500,3,0,0,0,0,NO
105,0.31797579600000003,34,0,0.297933792,4500,11,0,2,0,0,NO
106,0.29759464199999996,67,0,0.239507959,4145,13,0,0,0,0,NO
107,0.444837661,58,0,0.366545247,14000,9,0,2,1,4,NO
108,0.003722015,58,0,0.63332301,3228,5,0,1,0,0,NO
109,0.0,61,0,0.2226598,3300,14,0,1,0,0,NO
110,0.0,59,0,0.218854341,19167,13,0,2,0,0,NO
111,0.151912549,36,0,0.26639446699999997,12000,22,0,2,0,0,NO
112,0.0,59,0,0.35169962200000005,4500,12,0,1,0,0,NO
113,0.011498563,77,0,0.001998002,1000,1,0,0,0,0,NO
114,0.0,48,0,0.517468688,4550,7,0,2,0,0,NO
115,0.163037489,81,0,0.086482558,2751,7,0,0,0,1,NO
116,0.047311582000000005,51,0,0.10092034300000001,3150,5,0,0,0,0,NO
117,0.083880003,53,0,0.19964753300000002,7943,8,0,1,0,0,NO
118,0.08947834800000001,56,0,1.065901518,2700,11,0,1,0,2,NO
119,0.773519223,63,0,1.129227053,4139,12,0,1,0,1,NO
120,0.093962275,55,0,0.112051635,9450,6,0,2,0,0,NO
121,0.21955042,54,0,0.315983758,5417,20,0,2,0,1,NO
122,0.147996253,55,0,0.323088235,6799,5,0,1,0,0,NO
123,0.24387202100000002,53,0,0.534027778,8639,22,0,2,0,3,NO
124,0.116676791,31,0,0.34359379100000004,3800,7,0,1,0,0,NO
125,0.9999998999999999,38,0,0.43369976,5821,7,0,1,0,4,NO
126,0.496911825,40,0,0.452363811,12500,11,0,2,0,2,NO
127,0.130902106,48,1,0.427882174,3937,17,0,1,0,0,NO
128,0.54699881,50,0,0.7480719790000001,3500,9,0,2,0,3,NO
129,0.072277109,34,0,0.025911708,2083,2,0,0,0,0,NO
130,0.0,48,2,0.370876375,3000,14,0,1,0,5,NO
131,0.175932019,57,1,0.655812625,3500,9,0,1,0,1,NO
132,0.050789842,30,0,0.315171207,4000,4,0,1,0,1,NO
133,0.0,28,0,0.144616356,3166,7,0,0,0,0,NO
134,0.21286031,36,0,0.563752087,9583,10,0,2,0,1,NO
135,0.012682366,60,0,0.412979783,6825,20,0,2,0,0,NO
136,0.121557062,58,0,0.342971419,12000,23,0,2,0,4,NO
137,0.040795358,49,0,0.801999355,3100,11,0,1,0,0,NO
138,0.147712223,40,0,0.034847816000000004,6800,6,0,0,0,3,NO
139,0.0,50,1,0.7265669929999999,3477,5,0,1,0,1,NO
140,1.046279103,47,1,1.104301274,5416,6,0,2,0,1,YES
141,0.323719804,63,0,0.6108412670000001,5146,9,0,2,0,2,NO
142,0.36459777,42,0,0.593899089,6916,7,0,3,0,0,NO
143,0.637736406,54,2,3.382196162,1875,9,0,2,0,0,NO
144,0.020966389,29,0,639.5,1,3,0,1,0,2,NO
145,0.170103002,36,0,0.138461538,7734,8,0,0,0,0,NO
146,0.7718456309999999,33,0,0.8524295140000001,5000,7,0,3,0,0,NO
147,0.05538241,72,0,0.089091313,4500,4,0,0,0,0,NO
148,0.16653274,53,0,0.5436259489999999,7506,11,0,3,0,3,NO
149,0.008632035,79,0,0.365151154,4200,9,0,1,0,0,NO
150,0.13527952,58,0,0.342005076,9455,11,0,2,0,2,NO
151,0.16757138900000002,69,0,0.330733853,5000,10,0,1,0,1,NO
152,0.9999998999999999,69,0,0.0053191490000000004,2255,0,1,0,0,3,NO
153,0.068335151,75,0,0.010927876000000001,10065,9,0,0,0,0,NO
154,0.0,41,0,0.907538526,2400,6,0,1,0,0,NO
155,0.405183973,46,0,0.667835346,7700,22,0,2,0,1,NO
156,0.676195456,55,0,0.436665827,3970,10,1,1,0,0,NO
157,0.08533829300000001,51,0,0.47750362799999996,6200,11,0,1,0,0,YES
158,0.0,25,0,0.152896812,2916,3,0,0,1,0,YES
159,0.7864854059999999,44,0,0.291709578,3883,7,2,0,2,1,YES
160,0.03833451,56,0,0.43891221799999997,5000,7,0,2,0,0,NO
161,0.714980139,55,0,0.47090194,15000,12,0,2,0,3,NO
162,0.043032042,64,0,0.33201638899999997,6833,14,0,2,0,0,NO
163,1.095083357,53,5,0.536703799,3500,7,1,1,2,0,NO
164,0.9999998999999999,55,0,0.156259612,3250,5,0,0,0,4,NO
165,0.101430135,80,1,0.016196761,5000,9,0,0,0,0,NO
166,0.025892468999999998,38,0,74.5,1,13,0,0,0,2,YES
167,0.7621585609999999,44,4,0.22446550199999998,21000,5,0,1,0,3,NO
168,0.231692268,40,0,0.119660709,3300,7,0,0,0,0,NO
169,0.035489848,69,0,0.308438695,3400,9,0,1,0,0,NO
170,0.045423864,64,0,0.18131128600000002,5200,4,0,1,0,0,NO
171,0.311954668,61,0,0.269281443,9866,12,0,2,0,2,NO
172,0.07873891599999999,46,0,0.166215372,4800,6,0,1,0,4,NO
173,0.137609462,49,0,0.42953389200000003,7272,11,0,2,0,0,NO
174,0.030173038,64,0,0.17386957,9000,8,0,1,0,0,NO
175,0.021978375,40,0,0.44375562399999996,10000,12,0,5,0,2,NO
176,0.443696851,27,0,0.024340075,5833,4,0,0,0,0,NO
177,0.046640327999999995,92,1,0.034326669,2650,13,0,0,0,0,NO
178,0.29236594899999996,50,0,0.420180551,8750,8,0,2,0,0,NO
179,0.9999998999999999,66,1,0.358101135,1937,4,1,0,0,0,NO
180,0.013500824,53,0,0.183464028,19000,8,0,1,0,2,NO
181,0.9999998999999999,62,0,0.04965839,6000,1,0,0,0,0,NO
182,0.028113957000000002,61,0,0.031349387,2200,12,0,0,0,0,NO
183,0.22269620699999998,42,0,800.0,1,3,0,1,0,2,NO
184,0.593985244,63,0,0.332698534,5250,4,0,2,0,0,NO
185,0.017508178,73,1,0.13558915300000002,4166,12,0,1,0,0,NO
186,0.611865678,72,0,0.04578345,7600,3,0,1,0,0,NO
187,0.333060631,52,3,0.7001533740000001,5215,15,0,2,1,0,NO
188,0.009025178,45,0,0.376836435,8167,4,0,1,0,2,NO
189,0.260271523,44,0,0.29685480399999997,6962,11,0,1,0,0,NO
190,0.455950788,63,1,0.701766078,6001,19,0,2,0,0,NO
191,0.080288098,37,0,0.322446259,6000,7,0,1,0,0,NO
192,1.9534883719999998,38,0,0.153500141,3556,5,0,0,0,2,YES
193,0.181557324,36,0,0.56071964,2000,7,0,1,0,1,NO
194,0.147123525,41,0,0.43602562100000003,6400,5,0,1,0,2,NO
195,0.025601772000000002,63,1,0.262773723,10000,8,0,1,0,0,NO
196,0.0,76,0,0.002465931,7704,3,0,0,0,0,NO
197,0.196372799,43,0,0.5374855820000001,2600,10,0,1,0,0,NO
198,0.08394524199999999,64,0,0.588073078,2900,6,0,1,0,0,NO
199,0.034833091000000004,67,0,0.46024618700000003,12916,9,0,2,0,0,NO
200,0.787522133,52,0,0.353860086,4416,12,0,0,0,1,NO
201,0.125429152,55,0,0.476704659,5000,3,0,2,0,0,NO
202,0.06037487,42,0,0.578676723,5833,17,0,2,0,2,NO
203,0.295928252,47,0,0.283765445,14000,6,0,2,0,1,NO
204,0.973339258,61,1,0.209961825,5500,11,0,0,1,1,YES
205,0.002856735,73,0,0.000285687,10500,10,0,0,0,0,NO
206,0.9999998999999999,68,0,0.040493251,6000,0,0,0,0,0,NO
207,0.053431552,41,0,0.20364404,9000,3,0,1,0,0,NO
208,0.732660667,44,2,0.14041952,9200,15,0,1,0,0,NO
209,0.08422045800000001,42,0,0.45855115799999996,6694,26,0,2,0,4,NO
210,0.114561798,40,0,0.359964004,10000,20,0,2,0,2,NO
211,0.012151003,78,0,0.008886914000000001,4500,12,0,0,0,0,NO
212,0.08131073700000001,81,0,0.165566887,3333,4,0,0,0,0,NO
213,0.09811305,49,0,0.257017809,6625,9,0,2,0,0,NO
214,1.048210842,58,7,0.151956584,3500,12,0,0,0,0,YES
215,0.011883886000000001,54,0,0.092913547,9750,8,0,1,0,2,NO
216,0.75264947,33,1,0.058322869000000006,7166,6,0,0,0,0,NO
217,0.112321289,53,0,0.266909775,8500,9,0,1,0,5,NO
218,0.0,23,0,0.0,1725,1,0,0,0,0,NO
219,0.6343270560000001,49,1,0.123125125,15000,7,0,0,0,1,NO
220,0.15576324,44,0,0.278077082,4825,4,0,1,0,2,NO
221,0.0,63,0,0.007988921999999999,9387,9,0,0,0,0,NO
222,0.034645112,65,0,0.125189985,12500,4,0,1,0,1,NO
223,0.41239862200000005,28,0,0.037259615,4991,5,0,0,0,0,NO
224,0.046710960999999995,66,0,1.117952819,2500,12,0,1,0,0,NO
225,0.976531824,32,0,0.264078812,6800,6,0,0,0,2,NO
226,0.007982621,43,1,0.009691169,208333,11,0,1,0,1,NO
227,0.267541336,59,0,0.637607437,5700,13,0,2,0,1,NO
228,0.019779326,76,0,0.267149259,2900,9,0,0,0,0,NO
229,0.010402205,68,0,0.09414051699999999,3600,6,0,1,0,0,NO
230,0.9999998999999999,61,0,0.529548989,1285,3,0,1,0,0,NO
231,0.029816467000000003,68,0,0.175139978,4464,12,0,1,0,1,NO
232,0.181713732,57,0,0.130453416,11666,17,0,1,0,1,NO
233,0.051368557,68,0,0.44527736100000004,4668,10,0,1,0,2,NO
234,0.29264536,57,0,0.20592788399999998,26484,11,0,2,0,3,NO
235,0.22082371899999997,46,1,0.637749121,1705,5,0,0,0,0,YES
236,0.008099838,69,0,0.389895596,8332,3,0,1,0,0,NO
237,0.0,44,0,0.32638368100000004,6666,4,0,2,0,1,NO
238,0.006099797,28,0,0.139429485,3750,8,0,0,0,0,NO
239,0.909538698,53,1,0.5956539129999999,7500,16,0,1,0,1,NO
240,0.941072508,40,0,0.178184282,8855,9,0,1,0,0,NO
241,0.991667222,36,1,0.554878049,5411,10,0,2,0,1,NO
242,0.6914884179999999,42,0,0.272721679,16250,11,0,1,0,1,NO
243,0.11285525800000001,64,0,0.307576329,2652,6,0,1,0,0,NO
244,0.048244493,62,0,0.26287915300000003,16615,11,0,1,0,1,NO
245,0.9999998999999999,47,0,0.092163472,9493,2,2,0,1,0,NO
246,0.9999998999999999,62,0,0.0,5480,3,0,0,0,0,NO
247,0.074256375,49,0,0.34793041399999997,5000,11,0,2,0,3,NO
248,0.14487840800000001,66,0,0.28446242,8900,9,0,1,0,0,NO
249,0.19100193199999999,54,0,0.7056277059999999,5081,10,0,2,0,2,NO
250,0.679813777,83,0,0.6895897559999999,4216,6,0,2,0,0,NO
251,2340.0,45,0,0.339332853,8333,7,0,2,0,2,NO
252,0.371875401,29,0,0.53628857,2300,9,0,1,0,3,NO
253,0.025856407999999997,67,0,0.083799311,13054,13,0,1,0,0,NO
254,0.547887778,29,1,0.24651504,2725,5,0,0,1,0,NO
255,0.271668778,46,1,0.282830201,15800,14,0,2,0,4,NO
256,0.085152475,25,0,1005.0,0,5,0,0,0,0,NO
257,0.897203427,68,0,0.7878030490000001,4000,8,0,2,0,0,NO
258,0.25889775,33,0,0.537441339,4900,3,0,1,0,1,NO
259,0.0,55,1,0.03988553,5590,8,0,0,0,0,NO
260,0.035940506000000004,46,0,0.271186441,6666,10,0,1,0,3,NO
261,0.9999998999999999,66,0,0.04663391099999999,11600,2,0,0,0,1,NO
262,0.465238835,66,0,0.39142767100000003,3172,8,1,1,0,0,NO
263,0.8654230509999999,48,0,0.07584830299999999,500,1,0,0,0,0,NO
264,0.6964116709999999,52,0,0.408871921,11000,11,0,1,0,4,NO
265,0.5444976579999999,32,1,0.166766647,6667,5,1,0,0,0,NO
266,0.081238383,51,0,0.066830086,7750,14,0,0,0,2,NO
267,0.9487628090000001,27,0,0.144948404,4166,5,0,0,0,0,NO
268,0.0,32,2,0.463610776,7460,10,0,1,1,0,NO
269,0.016598893,30,0,0.13657561599999998,1500,5,0,0,0,0,NO
270,0.063329564,37,0,0.329935275,6179,6,0,1,0,3,NO
271,0.093638481,49,0,0.042836572999999996,8333,10,0,0,0,1,NO
272,0.0,37,0,0.184027338,7900,5,0,1,0,5,NO
273,0.730271957,36,1,0.632794037,5500,10,0,2,0,0,NO
274,0.42637114200000004,62,1,0.406053995,3666,15,0,1,0,0,NO
275,0.948978489,57,0,0.043744532,8000,3,0,0,0,1,NO
276,0.0,59,0,0.0,4200,7,0,0,0,1,NO
277,1.00264667,38,2,0.472542946,3550,8,1,0,1,4,NO
278,0.022890604,37,0,0.28847729899999996,6100,16,0,1,0,0,NO
279,0.283821988,63,0,0.7502008029999999,1244,9,0,0,0,0,NO
280,0.319779462,32,0,1.247340213,12500,12,0,8,0,0,NO
281,0.155240525,52,0,0.483518065,6946,15,0,2,0,1,NO
282,0.013115183,43,0,4211.0,0,21,0,2,0,2,NO
283,0.067259209,29,1,0.168340507,2090,3,0,0,0,0,NO
284,0.284236153,45,1,0.318890815,7500,9,0,1,0,2,NO
285,0.727560021,38,0,0.7124587459999999,2423,6,0,1,0,1,NO
286,0.6877790970000001,62,0,0.24947116100000002,7090,15,0,0,0,0,NO
287,0.033708851,41,0,0.40870635299999997,6500,9,0,1,0,2,NO
288,0.0,29,0,0.193935355,3000,7,0,0,0,0,NO
289,0.03719769,47,0,0.03975841,25000,11,0,1,0,3,YES
290,0.0,55,1,0.388320836,4400,4,0,2,0,1,NO
291,0.053589282,87,0,0.001534331,5213,4,0,0,0,0,NO
292,0.100773109,41,0,0.199761673,9230,7,0,1,0,0,NO
293,0.0,61,0,1.3949671769999998,913,11,0,2,0,0,NO
294,0.399946674,28,0,0.18970257399999998,4000,6,0,0,0,1,NO
295,0.052653171,43,0,0.5722921910000001,1984,9,0,0,0,4,NO
296,0.072318616,71,0,0.42641246200000005,4300,8,0,2,0,1,NO
297,0.203959597,46,0,0.072914726,16100,6,0,1,0,2,NO
298,0.9999998999999999,30,0,0.090341011,5600,1,0,0,0,0,NO
299,0.880370887,43,0,0.46132376399999997,7523,6,0,1,0,1,YES
300,0.429246267,59,0,0.38125431600000004,15928,17,0,1,0,1,NO
301,0.36090757100000004,72,0,0.35667928600000004,3697,6,0,1,0,0,NO
302,0.335737457,50,0,0.45722203,5773,9,0,1,0,1,NO
303,0.635720859,68,1,0.21807127699999998,25000,27,0,3,0,0,YES
304,0.507972665,69,2,0.193935355,3000,10,2,0,2,0,NO
305,0.9999998999999999,37,0,0.18462563899999998,4500,2,0,0,0,1,NO
306,0.630073985,38,0,0.563328034,1886,3,0,1,0,0,NO
307,0.028423247000000002,59,0,0.033982276,14330,12,0,1,0,0,NO
308,0.143427862,67,0,0.119463561,5666,9,0,0,0,0,NO
309,0.186682782,30,0,0.698120752,2500,7,0,2,0,2,NO
310,0.496388581,56,0,0.170164956,19580,12,0,1,0,1,NO
311,0.457526639,51,0,0.33358330199999997,8000,16,0,2,0,2,NO
312,0.947264856,28,0,0.46717171700000004,1187,4,0,0,0,0,NO
313,0.013916922,54,0,0.017655818,4700,7,0,0,0,2,NO
314,1.047495906,35,2,0.314566116,3871,8,0,2,1,3,NO
315,0.012586354,79,0,0.009596162,2500,11,0,0,0,0,NO
316,0.543445655,46,0,0.267146571,5000,6,0,2,0,3,NO
317,0.082317351,64,0,0.214426305,8636,29,0,1,0,1,NO
318,0.292541492,74,0,0.164917541,2000,3,0,0,0,0,NO
319,0.024240472000000002,64,0,0.10151414199999999,10500,20,0,1,0,0,NO
320,0.047650102,63,0,0.387956894,9000,6,0,2,0,0,NO
321,0.7391464879999999,63,1,0.285156885,6150,12,0,0,0,1,YES
322,0.186890655,54,0,0.655589124,3640,7,0,1,0,1,NO
323,0.007501936999999999,63,0,0.278226307,8050,13,0,2,0,3,NO
324,0.522314625,45,0,0.29022909199999997,14491,13,0,1,0,3,NO
325,0.903231566,57,0,0.13080895,5228,10,0,0,0,0,NO
326,0.017043518,43,0,0.10821382,2300,6,0,0,0,1,NO
327,0.060733395999999995,61,0,0.008549573000000001,20000,8,0,0,0,0,NO
328,0.250008365,60,0,2.086478612,7550,26,0,0,0,0,NO
329,0.466334165,34,2,0.007495315,3201,3,0,0,0,0,NO
330,0.9999998999999999,60,0,0.0,4200,0,0,0,0,0,NO
331,0.26790561399999996,76,0,0.28545299399999996,8200,12,0,0,0,0,NO
332,0.029694361000000002,76,0,0.070513488,9600,7,0,0,0,2,NO
333,0.305246317,39,0,0.188281635,10154,6,0,1,0,2,NO
334,0.702493864,63,0,0.582162622,4697,8,0,2,0,1,NO
335,0.7424360409999999,52,0,0.414081023,9700,10,0,2,0,0,NO
336,0.9999998999999999,42,1,0.113421853,6250,3,3,0,1,2,NO
337,0.134191514,63,0,926.5,1,9,0,1,0,0,NO
338,0.002556199,58,0,0.115826132,7752,17,0,0,0,2,NO
339,0.088845558,62,0,0.073772011,5394,5,0,0,0,0,NO
340,0.203947961,46,1,1.206516118,5800,12,1,4,0,2,NO
341,0.006666096999999999,27,0,0.000268637,7444,5,0,0,0,0,NO
342,0.014049648999999999,27,0,0.352214765,3724,4,0,1,0,1,NO
343,0.9999998999999999,35,1,0.09298531800000001,3064,1,0,0,0,3,NO
344,0.368866624,55,0,0.437996083,9700,18,0,2,0,0,NO
345,0.054553316,73,0,0.043259135,16666,13,0,0,0,0,NO
346,0.17948776600000002,51,0,0.492529978,10173,19,0,4,0,0,NO
347,0.026885902000000003,36,0,0.34487992100000003,11200,6,0,2,0,2,NO
348,0.265705207,56,0,0.259102536,31666,8,0,3,0,1,NO
349,0.07083751,64,0,0.255290785,6000,6,0,0,0,1,NO
350,0.030996074,56,0,0.131430952,4800,11,0,1,0,0,NO
351,0.144914011,37,0,0.045366363,6700,5,0,0,0,0,NO
352,0.353017659,48,0,1.299736021,4166,17,0,1,0,1,NO
353,0.020074662,36,0,0.334245422,4750,5,0,1,0,0,NO
354,0.733885463,49,2,0.369223765,8785,20,0,2,0,2,YES
355,0.063514422,57,0,2221.5,1,12,0,2,0,0,NO
356,0.03157211,39,0,0.644706486,3900,14,0,1,0,1,NO
357,0.991502124,61,10,1.2979007,3000,11,2,3,5,1,YES
358,0.39770298200000004,38,0,0.41627543,5750,6,0,1,0,2,NO
359,0.971352432,24,0,0.035803497000000004,1200,3,0,0,0,0,NO
360,0.0,73,0,0.386728192,4550,18,0,0,0,0,NO
361,0.9999998999999999,79,0,0.130140954,5178,6,0,1,0,0,NO
362,0.003851709,81,0,0.000822143,3648,1,0,0,0,1,NO
363,0.010887967,55,0,0.7251374309999999,2000,7,0,2,0,0,NO
364,0.686083014,57,0,0.16069592,11667,6,1,1,0,2,NO
365,0.212464485,58,0,0.518991188,3290,10,0,1,0,1,NO
366,0.006956358,52,0,0.0032786890000000004,2439,4,0,0,0,0,NO
367,0.073251754,51,0,0.44668812799999996,10250,9,0,1,0,2,NO
368,0.431904058,63,0,0.41905226,8208,22,1,2,0,0,NO
369,0.026944485,41,0,0.686736475,4583,8,0,3,0,0,NO
370,0.297094601,43,1,0.603763294,3666,9,0,1,0,2,NO
371,0.922670104,40,0,0.207789429,9345,7,0,0,0,0,NO
372,0.051077957,74,0,0.306409131,3416,9,0,1,0,0,NO
373,0.319190816,49,0,0.35815338799999996,9400,18,0,2,0,0,NO
374,0.008737352,68,0,0.209965006,6000,28,0,1,0,0,NO
375,0.0,57,0,0.785229953,6783,8,0,3,0,0,NO
376,0.24367426600000003,48,0,0.179979778,8900,10,0,1,0,6,NO
377,0.9999998999999999,40,1,0.19170579,3833,3,2,0,0,2,NO
378,0.0,23,0,0.0,3500,1,0,0,0,1,NO
379,0.028910707,52,0,0.013543599,5389,7,0,0,0,2,NO
380,0.50329934,55,0,0.45405746799999996,3166,5,0,2,0,0,NO
381,0.799981673,61,3,0.671076012,5064,19,0,3,1,0,NO
382,0.069987933,33,0,0.11400478300000001,3762,7,0,0,0,0,NO
383,0.067901335,69,0,0.065493451,10000,5,0,1,0,0,NO
384,0.7406351609999999,39,0,0.432010059,5566,7,0,1,0,0,NO
385,0.023382944,84,0,0.00912845,4600,6,0,0,0,0,NO
386,0.9999998999999999,32,2,0.09558466800000001,2060,1,0,0,0,0,NO
