age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,class
17<x<37,unemployed,married,professional.course,no,yes,no,telephone,nov,tue,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
17<x<37,services,married,high.school,no,no,no,telephone,nov,tue,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
17<x<37,admin.,married,high.school,no,yes,no,telephone,nov,wed,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,yes
57<x<77,management,divorced,university.degree,no,no,no,telephone,nov,wed,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,technician,divorced,professional.course,no,yes,no,cellular,nov,wed,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,housemaid,married,university.degree,no,yes,no,telephone,nov,wed,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,no,no,telephone,nov,wed,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,professional.course,no,yes,no,telephone,nov,wed,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,married,university.degree,no,yes,no,telephone,nov,wed,0<x<1229,x<1,0<x<249,0<x<1,success,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,single,university.degree,no,no,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,student,single,high.school,no,no,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,self-employed,single,university.degree,no,no,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,student,single,professional.course,no,no,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,self-employed,married,university.degree,no,yes,no,telephone,nov,thu,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,professional.course,no,yes,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,admin.,single,high.school,no,no,no,telephone,nov,thu,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,divorced,university.degree,no,no,yes,cellular,nov,fri,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
17<x<37,technician,single,professional.course,no,yes,no,telephone,nov,fri,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
17<x<37,management,married,university.degree,no,yes,no,telephone,nov,fri,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,management,married,university.degree,no,no,no,telephone,nov,fri,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,management,married,university.degree,no,yes,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,divorced,professional.course,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,high.school,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,divorced,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,self-employed,married,university.degree,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,self-employed,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,single,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,management,single,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,single,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,retired,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
57<x<77,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,single,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,retired,single,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,married,professional.course,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,unemployed,divorced,high.school,no,no,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,unemployed,divorced,high.school,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,unemployed,divorced,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,unemployed,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,married,professional.course,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,married,professional.course,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,no,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,unemployed,married,basic.4y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,married,professional.course,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,basic.4y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,self-employed,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,basic.4y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,basic.4y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,technician,single,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,self-employed,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,basic.6y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,unemployed,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,high.school,no,no,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,divorced,professional.course,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,self-employed,divorced,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,blue-collar,divorced,high.school,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,no,no,cellular,nov,mon,1229<x<2459,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,blue-collar,divorced,professional.course,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,yes
37<x<57,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,married,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,single,basic.9y,no,no,yes,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,single,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,blue-collar,single,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,services,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,divorced,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,single,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,divorced,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,self-employed,single,university.degree,no,no,yes,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,unemployed,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,married,university.degree,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,technician,single,professional.course,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,services,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,services,divorced,high.school,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,self-employed,married,university.degree,no,no,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,technician,married,professional.course,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,basic.9y,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,retired,married,professional.course,no,yes,yes,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,management,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,divorced,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,housemaid,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,technician,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,admin.,single,university.degree,no,no,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,technician,married,high.school,no,yes,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,housemaid,married,university.degree,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,housemaid,married,university.degree,no,yes,no,telephone,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,unemployed,married,professional.course,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
17<x<37,entrepreneur,divorced,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,management,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,x<1,0<x<249,0<x<1,success,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,0<x<1,failure,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,university.degree,no,yes,no,cellular,nov,mon,0<x<1229,1<x<14,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,retired,married,professional.course,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,no,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
37<x<57,admin.,married,high.school,no,yes,no,cellular,nov,mon,0<x<1229,x<1,x>749,x<0,nonexistent,-0.1,93.2,-42.0,x>3.634,5195.8,no
