,antecedent,pd,cls,conf_pd,conf_pnd,risk_dif,elift,sup_pd,sup_pnd
2020,"['workcla= Self_emp_not_inc', 'education= Doctorate']",sex= Female,class=1,0.875,0.9285714285714286,-0.0535714285714286,0.9423076923076923,7.0,13.0
1722,"['education_num=1<x<4', 'education= Prof_school']",sex= Female,class=1,0.8571428571428571,0.9090909090909091,-0.051948051948051965,0.9428571428571428,6.0,10.0
1896,"['age=53<x<71', 'education_num=x<1']",sex= Female,class=1,0.8571428571428571,0.9090909090909091,-0.051948051948051965,0.9428571428571428,6.0,10.0
1491,"['fnlwgt=207731<x<394288', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.8888888888888888,0.9375,-0.04861111111111116,0.9481481481481481,8.0,15.0
1670,"['fnlwgt=207731<x<394288', 'education_num=x>12', 'relationship= Husband']",sex= Female,class=1,0.875,0.9230769230769231,-0.04807692307692313,0.9479166666666666,7.0,12.0
1150,"['fnlwgt=207731<x<394288', 'hours_per_week=x>74']",sex= Female,class=1,0.9166666666666666,0.9615384615384616,-0.044871794871794934,0.9533333333333333,11.0,25.0
1439,"['race= Asian_Pac_Islander', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.9285714285714286,0.9714285714285714,-0.042857142857142816,0.9558823529411765,13.0,34.0
1667,"['race= White', 'education_num=1<x<4', 'relationship= Husband']",sex= Female,class=1,0.8333333333333334,0.875,-0.04166666666666663,0.9523809523809524,5.0,7.0
1160,"['workcla= Self_emp_not_inc', 'hours_per_week=x>74']",sex= Female,class=1,0.9090909090909091,0.9473684210526315,-0.038277511961722466,0.9595959595959597,10.0,18.0
643,"['hours_per_week=1<x<25', 'race= White', 'workcla= Private']",sex= Female,class=1,0.9,0.9375,-0.03749999999999998,0.9600000000000001,9.0,15.0
587,"['age=17<x<35', 'race= White', 'education_num=1<x<4']",sex= Female,class=1,0.8888888888888888,0.9230769230769231,-0.03418803418803429,0.9629629629629629,8.0,12.0
1440,"['education_num=x>12', 'race= Asian_Pac_Islander', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.875,0.9090909090909091,-0.03409090909090906,0.9625,7.0,10.0
1715,"['race= White', 'education= Prof_school']",sex= Female,class=1,0.875,0.9090909090909091,-0.03409090909090906,0.9625,7.0,10.0
1173,"['race= White', 'hours_per_week=x>74']",sex= Female,class=1,0.9,0.9333333333333333,-0.033333333333333326,0.9642857142857143,9.0,14.0
1710,"['relationship= Husband', 'education= Prof_school']",sex= Female,class=1,0.8333333333333334,0.8666666666666667,-0.033333333333333326,0.9615384615384616,5.0,13.0
1429,"['age=35<x<53', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.9473684210526315,0.9795918367346939,-0.03222341568206233,0.9671052631578947,18.0,48.0
2040,['native_country= Poland'],sex= Female,class=1,0.9411764705882353,0.972972972972973,-0.031796502384737746,0.9673202614379084,16.0,36.0
1167,"['workcla= Self_emp_inc', 'hours_per_week=x>74']",sex= Female,class=1,0.8571428571428571,0.8888888888888888,-0.031746031746031744,0.9642857142857143,6.0,8.0
657,"['relationship= Wife', 'workcla= Private']",sex= Female,class=1,0.9444444444444444,0.9761904761904762,-0.031746031746031744,0.967479674796748,17.0,41.0
1655,"['fnlwgt=207731<x<394288', 'relationship= Husband']",sex= Female,class=1,0.95,0.9803921568627451,-0.0303921568627451,0.969,19.0,50.0
978,"['race= White', 'workcla= Self_emp_inc']",sex= Female,class=1,0.9375,0.967741935483871,-0.030241935483870996,0.96875,15.0,30.0
2025,"['education_num=x>12', 'education= Doctorate']",sex= Female,class=1,0.9090909090909091,0.9375,-0.02840909090909094,0.9696969696969696,10.0,15.0
990,"['age=17<x<35', 'workcla= Self_emp_inc']",sex= Female,class=1,0.95,0.9782608695652174,-0.02826086956521745,0.971111111111111,19.0,45.0
1030,"['relationship= Husband', 'workcla= Self_emp_inc']",sex= Female,class=1,0.9375,0.9655172413793104,-0.028017241379310387,0.9709821428571428,15.0,28.0
1885,['native_country= United_States'],sex= Female,class=1,0.8947368421052632,0.9210526315789473,-0.02631578947368418,0.9714285714285714,17.0,35.0
1443,"['fnlwgt=207731<x<394288', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.9565217391304348,0.9821428571428571,-0.025621118012422284,0.9739130434782609,22.0,55.0
1024,"['education_num=1<x<4', 'workcla= Self_emp_inc']",sex= Female,class=1,0.9444444444444444,0.9696969696969697,-0.025252525252525304,0.9739583333333333,17.0,32.0
2032,"['age=35<x<53', 'education= Doctorate']",sex= Female,class=1,0.8571428571428571,0.8823529411764706,-0.025210084033613467,0.9714285714285714,6.0,15.0
1687,"['workcla= Self_emp_not_inc', 'relationship= Husband']",sex= Female,class=1,0.9090909090909091,0.9333333333333333,-0.024242424242424288,0.974025974025974,10.0,28.0
660,"['age=53<x<71', 'relationship= Wife', 'workcla= Private']",sex= Female,class=1,0.8333333333333334,0.8571428571428571,-0.023809523809523725,0.9722222222222223,5.0,6.0
1899,"['hours_per_week=1<x<25', 'education_num=x<1']",sex= Female,class=1,0.9285714285714286,0.9523809523809523,-0.023809523809523725,0.9750000000000001,13.0,20.0
642,"['race= White', 'workcla= Private']",sex= Female,class=1,0.9545454545454546,0.9767441860465116,-0.022198731501057,0.9772727272727274,21.0,42.0
1168,"['education_num=x>12', 'hours_per_week=x>74']",sex= Female,class=1,0.9,0.92,-0.020000000000000018,0.9782608695652174,9.0,23.0
1138,"['fnlwgt=207731<x<394288', 'education_num=x>12', 'race= Asian_Pac_Islander']",sex= Female,class=1,0.9090909090909091,0.9285714285714286,-0.019480519480519543,0.979020979020979,10.0,13.0
1701,"['race= Asian_Pac_Islander', 'relationship= Husband']",sex= Female,class=1,0.9285714285714286,0.9473684210526315,-0.018796992481202923,0.9801587301587302,13.0,36.0
614,"['hours_per_week=1<x<25', 'age=53<x<71', 'workcla= Private']",sex= Female,class=1,0.9285714285714286,0.9473684210526315,-0.018796992481202923,0.9801587301587302,13.0,18.0
1125,"['fnlwgt=207731<x<394288', 'race= Asian_Pac_Islander']",sex= Female,class=1,0.967741935483871,0.9859154929577465,-0.0181735574738755,0.9815668202764977,30.0,70.0
1664,"['age=17<x<35', 'race= White', 'relationship= Husband']",sex= Female,class=1,0.9230769230769231,0.9411764705882353,-0.018099547511312153,0.9807692307692308,12.0,16.0
1658,"['race= White', 'relationship= Husband']",sex= Female,class=1,0.96,0.9777777777777777,-0.01777777777777778,0.9818181818181818,24.0,44.0
590,"['hours_per_week=1<x<25', 'workcla= Private']",sex= Female,class=1,0.9655172413793104,0.9821428571428571,-0.01662561576354671,0.9830721003134797,28.0,55.0
1690,"['age=35<x<53', 'relationship= Husband']",sex= Female,class=1,0.9375,0.9534883720930233,-0.015988372093023284,0.9832317073170731,15.0,41.0
564,"['age=17<x<35', 'education_num=1<x<4']",sex= Female,class=1,0.9696969696969697,0.9848484848484849,-0.015151515151515138,0.9846153846153847,32.0,65.0
1679,"['age=17<x<35', 'relationship= Husband']",sex= Female,class=1,0.967741935483871,0.9821428571428571,-0.014400921658986099,0.9853372434017597,30.0,55.0
1145,"['age=17<x<35', 'hours_per_week=x>74']",sex= Female,class=1,0.9333333333333333,0.9473684210526315,-0.014035087719298178,0.9851851851851853,14.0,18.0
1966,['education= Bachelors'],sex= Female,class=1,0.9523809523809523,0.9642857142857143,-0.011904761904761973,0.9876543209876543,20.0,54.0
1146,"['race= Asian_Pac_Islander', 'hours_per_week=x>74']",sex= Female,class=1,0.8888888888888888,0.9,-0.011111111111111183,0.9876543209876543,8.0,18.0
1111,"['age=35<x<53', 'race= Asian_Pac_Islander']",sex= Female,class=1,0.9545454545454546,0.9655172413793104,-0.010971786833855801,0.9886363636363636,21.0,56.0
1157,['hours_per_week=x>74'],sex= Female,class=1,0.9512195121951219,0.9620253164556962,-0.010805804260574314,0.988767650834403,39.0,76.0
314,"['age=17<x<35', 'race= White']",sex= Female,class=1,0.975,0.9846153846153847,-0.009615384615384692,0.9902343749999999,39.0,64.0
2014,"['fnlwgt=207731<x<394288', 'education= Doctorate']",sex= Female,class=1,0.9166666666666666,0.9230769230769231,-0.0064102564102564985,0.9930555555555555,11.0,24.0
1099,['age=17<x<35'],sex= Female,class=1,0.993103448275862,0.9964539007092199,-0.0033504524333578534,0.996637624248374,144.0,281.0
1487,"['education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,0.9545454545454546,0.9574468085106383,-0.0029013539651837617,0.996969696969697,21.0,45.0
328,"['age=53<x<71', 'race= White']",sex= Female,class=1,0.9545454545454546,0.9574468085106383,-0.0029013539651837617,0.996969696969697,21.0,45.0
1232,"['hours_per_week=1<x<25', 'relationship= Wife']",sex= Female,class=1,0.9642857142857143,0.9666666666666667,-0.0023809523809523725,0.9975369458128079,27.0,58.0
1717,['education= Prof_school'],sex= Female,class=1,0.9629629629629629,0.9649122807017544,-0.0019493177387914784,0.997979797979798,26.0,55.0
1133,['race= Asian_Pac_Islander'],sex= Female,class=1,0.9883720930232558,0.9900990099009901,-0.001726916877734297,0.9982558139534884,85.0,200.0
507,['hours_per_week=1<x<25'],sex= Female,class=1,0.9930555555555556,0.9939577039274925,-0.0009021483719369172,0.9990923674434312,143.0,329.0
969,['workcla= Self_emp_inc'],sex= Female,class=1,0.9859154929577465,0.9861111111111112,-0.00019561815336466282,0.9998016266613767,70.0,142.0
1470,"['education_num=x>12', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
1469,"['age=17<x<35', 'education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,15.0
1468,"['age=35<x<53', 'education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,13.0
1460,"['hours_per_week=1<x<25', 'race= Amer_Indian_Eskimo', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,17.0
1394,"['race= White', 'relationship= Husband', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,7.0
1395,"['education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,22.0,44.0
1467,"['fnlwgt=207731<x<394288', 'education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,16.0
1466,"['hours_per_week=1<x<25', 'education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,18.0
1498,"['age=17<x<35', 'race= White', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,12.0
1465,"['education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,21.0,47.0
1499,"['education_num=8<x<12', 'race= White', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1506,"['fnlwgt=207731<x<394288', 'age=17<x<35', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,20.0
1507,"['hours_per_week=25<x<50', 'fnlwgt=207731<x<394288', 'age=17<x<35', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1464,"['hours_per_week=25<x<50', 'education_num=4<x<8', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,18.0
1505,"['hours_per_week=1<x<25', 'age=17<x<35', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,18.0
1497,"['hours_per_week=25<x<50', 'race= White', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1472,"['hours_per_week=25<x<50', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,17.0
1471,"['race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,23.0,43.0
1486,"['age=53<x<71', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1483,"['age=53<x<71', 'hours_per_week=50<x<74', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,11.0
1393,"['education_num=8<x<12', 'relationship= Husband', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1488,"['hours_per_week=25<x<50', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,12.0,21.0
1480,"['hours_per_week=25<x<50', 'age=17<x<35', 'education_num=1<x<4', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1501,"['hours_per_week=25<x<50', 'native_country= Japan']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,16.0
1489,"['age=17<x<35', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1502,"['age=53<x<71', 'native_country= Japan']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1479,"['age=17<x<35', 'education_num=1<x<4', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1504,"['hours_per_week=25<x<50', 'age=17<x<35', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,11.0,21.0
1490,"['hours_per_week=25<x<50', 'age=17<x<35', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,10.0
1392,"['hours_per_week=25<x<50', 'education_num=4<x<8', 'relationship= Husband', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1500,['native_country= Japan'],sex= Female,class=1,1.0,1.0,0.0,1.0,12.0,31.0
1492,"['hours_per_week=25<x<50', 'fnlwgt=207731<x<394288', 'education_num=x>12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1391,"['education_num=4<x<8', 'relationship= Husband', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,12.0
1476,"['age=17<x<35', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1475,"['hours_per_week=1<x<25', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1474,"['education_num=4<x<8', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,12.0
1473,"['age=35<x<53', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,15.0
1496,"['fnlwgt=207731<x<394288', 'race= White', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1477,"['education_num=8<x<12', 'race= Other', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,13.0
1503,"['hours_per_week=25<x<50', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,26.0,62.0
1397,"['fnlwgt=207731<x<394288', 'age=53<x<71', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1454,"['education_num=4<x<8', 'race= Black', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1400,"['hours_per_week=1<x<25', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,15.0
1423,"['workcla= Federal_gov', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1422,"['education_num=4<x<8', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1421,"['hours_per_week=25<x<50', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,11.0
1420,"['race= Black', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1419,"['age=35<x<53', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,10.0
1418,['native_country= Haiti'],sex= Female,class=1,1.0,1.0,0.0,1.0,14.0,27.0
1417,"['hours_per_week=1<x<25', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,26.0,58.0
1416,"['hours_per_week=25<x<50', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1401,"['hours_per_week=25<x<50', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,10.0
1415,"['race= Black', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,7.0
1414,"['age=17<x<35', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1413,"['hours_per_week=1<x<25', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1412,"['education_num=8<x<12', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1411,"['age=35<x<53', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1410,"['education_num=x>12', 'relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1409,"['relationship= Unmarried', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,15.0,29.0
1408,"['age=35<x<53', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1407,"['education_num=8<x<12', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1406,"['hours_per_week=1<x<25', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,13.0
1405,"['hours_per_week=1<x<25', 'age=17<x<35', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1404,"['age=17<x<35', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1403,"['education_num=x>12', 'race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1399,"['fnlwgt=207731<x<394288', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,13.0
1458,"['age=17<x<35', 'race= Amer_Indian_Eskimo', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,15.0
1424,"['age=17<x<35', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1427,"['hours_per_week=25<x<50', 'age=35<x<53', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,21.0
1453,"['age=53<x<71', 'race= Black', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,11.0
1452,"['race= Black', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,13.0,30.0
1451,"['education_num=8<x<12', 'race= Black', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,8.0
1450,"['hours_per_week=1<x<25', 'race= Black', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1449,"['age=17<x<35', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,32.0,58.0
1448,"['hours_per_week=25<x<50', 'age=17<x<35', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,16.0,25.0
1447,"['fnlwgt=207731<x<394288', 'age=17<x<35', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,12.0,20.0
1446,"['hours_per_week=25<x<50', 'fnlwgt=207731<x<394288', 'age=17<x<35', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,8.0
1445,"['hours_per_week=1<x<25', 'age=17<x<35', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,23.0
1396,"['age=53<x<71', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,12.0,20.0
1444,"['hours_per_week=25<x<50', 'fnlwgt=207731<x<394288', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,16.0
1402,"['race= Other', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,16.0,38.0
1442,"['hours_per_week=1<x<25', 'fnlwgt=207731<x<394288', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,23.0
1438,"['age=17<x<35', 'race= Asian_Pac_Islander', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1508,"['age=17<x<35', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,25.0,52.0
1435,"['hours_per_week=25<x<50', 'race= Asian_Pac_Islander', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
1434,"['education_num=8<x<12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,23.0,48.0
1433,"['age=17<x<35', 'education_num=8<x<12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,9.0,14.0
1432,"['fnlwgt=207731<x<394288', 'age=17<x<35', 'education_num=8<x<12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,6.0
1431,"['fnlwgt=207731<x<394288', 'education_num=8<x<12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,13.0
1430,"['hours_per_week=1<x<25', 'education_num=8<x<12', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,16.0
1398,"['hours_per_week=25<x<50', 'age=53<x<71', 'education_num=x>12', 'workcla= State_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1428,"['hours_per_week=1<x<25', 'age=35<x<53', 'workcla= Self_emp_not_inc']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,16.0
1425,"['race= Other', 'native_country= Haiti']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1509,"['hours_per_week=25<x<50', 'education_num=4<x<8', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,17.0
1533,"['hours_per_week=1<x<25', 'education_num=8<x<12', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1511,"['education_num=4<x<8', 'workcla= Local_gov']",sex= Female,class=1,1.0,1.0,0.0,1.0,14.0,40.0
1614,"['relationship= Unmarried', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,12.0
1613,"['race= Asian_Pac_Islander', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,14.0
1612,"['age=35<x<53', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,14.0
1611,"['workcla= Private', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,12.0
1610,"['hours_per_week=50<x<74', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,15.0
1609,"['education_num=8<x<12', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,21.0
1608,"['age=53<x<71', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,17.0
1607,"['fnlwgt=207731<x<394288', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,8.0,21.0
1606,"['workcla= Self_emp_inc', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,14.0
1605,"['race= Amer_Indian_Eskimo', 'relationship= Own_child', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1604,"['hours_per_week=25<x<50', 'age=17<x<35', 'relationship= Own_child', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1603,"['age=17<x<35', 'relationship= Own_child', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,7.0,12.0
1615,"['hours_per_week=25<x<50', 'education_num=1<x<4', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,7.0
1602,"['hours_per_week=25<x<50', 'relationship= Own_child', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1600,"['age=17<x<35', 'race= Amer_Indian_Eskimo', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,6.0,9.0
1599,"['hours_per_week=25<x<50', 'race= Amer_Indian_Eskimo', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,5.0,9.0
1598,"['race= Amer_Indian_Eskimo', 'education= 12th']",sex= Female,class=1,1.0,1.0,0.0,1.0,10.0,20.0
