id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
48,entrepreneur,single,tertiary,yes,no,yes,unknown,apr,success,41,5561,30,884,15,5,1
49,admin.,single,secondary,yes,no,yes,telephone,may,success,20,1352,12,1064,20,6,1
50,unemployed,single,secondary,no,no,no,unknown,nov,failure,33,709,22,43,16,20,0
51,unemployed,married,secondary,yes,yes,yes,unknown,may,other,80,2780,2,951,17,58,0
52,unknown,divorced,unknown,yes,no,yes,unknown,oct,failure,73,2367,12,874,6,20,1
53,unemployed,single,unknown,yes,no,yes,cellular,sep,unknown,69,-405,24,1102,31,26,1
54,student,divorced,tertiary,yes,yes,yes,unknown,aug,failure,31,988,20,920,11,10,1
55,services,married,tertiary,yes,no,no,cellular,aug,unknown,68,2988,13,927,32,13,0
56,student,divorced,unknown,yes,yes,no,cellular,oct,success,92,1185,30,589,13,16,1
57,management,divorced,primary,yes,yes,yes,telephone,dec,failure,74,1163,10,801,23,16,0
58,management,single,tertiary,yes,yes,no,unknown,jan,other,45,1865,9,711,26,18,0
59,unemployed,single,secondary,yes,no,no,telephone,nov,other,69,2495,26,270,12,3,1
60,admin.,married,secondary,no,yes,yes,unknown,aug,success,48,-553,9,1000,33,7,1
61,retired,divorced,secondary,no,no,yes,telephone,mar,success,92,430,21,1311,16,17,1
62,management,single,tertiary,yes,yes,no,cellular,jan,other,33,1314,24,1192,19,26,1
63,management,married,tertiary,yes,yes,no,cellular,aug,failure,44,4582,25,129,7,55,0
64,admin.,single,primary,yes,yes,no,cellular,may,success,36,4968,28,428,43,12,0
65,student,single,unknown,yes,yes,no,cellular,sep,other,25,1428,6,10,41,29,1
66,management,single,secondary,yes,yes,yes,telephone,nov,success,49,36252,13,263,10,6,0
67,entrepreneur,single,secondary,yes,yes,yes,cellular,mar,failure,69,928,16,55,12,27,0
68,housemaid,divorced,tertiary,yes,yes,yes,cellular,nov,other,55,-240,27,1134,28,8,1
69,blue-collar,divorced,primary,yes,yes,yes,telephone,jul,other,69,1747,14,1102,11,26,1
70,student,married,primary,yes,no,no,cellular,jul,success,43,4266,9,236,31,28,1
71,housemaid,divorced,primary,yes,yes,no,unknown,sep,failure,23,2855,19,1039,29,14,1
72,self-employed,married,primary,no,yes,no,cellular,aug,other,81,-152,4,1176,23,1,1
73,management,single,tertiary,yes,yes,yes,telephone,apr,unknown,35,2093,11,69,31,55,0
74,entrepreneur,single,secondary,no,yes,yes,unknown,feb,success,69,3735,7,661,17,19,1
75,student,married,primary,yes,yes,yes,cellular,aug,failure,75,-267,31,1154,5,16,1
76,technician,divorced,primary,yes,no,no,unknown,oct,failure,65,36,1,615,12,15,0
77,management,single,tertiary,no,no,yes,unknown,feb,failure,93,2578,13,833,19,3,1
78,technician,married,tertiary,no,no,no,unknown,aug,success,77,3120,6,75,33,15,0
79,management,single,secondary,no,no,yes,unknown,oct,success,45,213,13,2015,2,55,1
80,unemployed,single,secondary,no,yes,yes,telephone,sep,other,69,3122,23,2692,33,23,1
81,admin.,single,secondary,yes,yes,yes,unknown,may,failure,23,5700,24,799,21,1,1
82,entrepreneur,single,secondary,yes,yes,yes,cellular,sep,success,60,694,29,721,12,5,1
83,housemaid,single,secondary,no,yes,no,telephone,jun,other,69,2736,13,297,14,18,0
84,housemaid,divorced,primary,no,no,yes,telephone,dec,success,79,326,18,459,14,37,1
85,entrepreneur,divorced,tertiary,no,no,yes,unknown,may,failure,66,2511,5,251,4,11,1
86,retired,married,primary,yes,yes,no,cellular,dec,other,27,2697,1,183,41,0,0
87,blue-collar,divorced,secondary,no,yes,yes,cellular,aug,success,90,1373,5,10,1,22,0
88,retired,single,unknown,no,no,yes,telephone,feb,other,30,-291,15,991,4,16,1
89,unknown,married,secondary,yes,yes,no,cellular,aug,other,19,3534,16,2621,18,19,1
90,self-employed,single,secondary,yes,no,no,telephone,jun,success,18,2775,22,1062,22,41,1
91,entrepreneur,married,tertiary,yes,yes,no,unknown,oct,failure,78,617,9,537,21,14,1
92,services,married,unknown,no,no,no,cellular,oct,unknown,54,1567,6,400,20,41,1
93,student,divorced,unknown,yes,yes,yes,telephone,sep,unknown,90,1980,29,35,28,3,1
94,unemployed,divorced,primary,yes,no,yes,unknown,feb,unknown,85,2496,12,70,3,7,0
95,admin.,married,tertiary,no,no,yes,telephone,aug,success,79,2326,1,1426,28,18,1
96,self-employed,single,primary,yes,no,no,cellular,mar,failure,82,385,24,416,19,16,1
97,entrepreneur,married,unknown,no,yes,no,telephone,jun,success,75,6822,11,467,23,30,0
98,technician,married,secondary,no,yes,yes,telephone,dec,failure,28,5872,30,1293,25,27,1
99,retired,divorced,unknown,yes,no,yes,cellular,feb,success,26,8165,8,405,25,1,1
100,unknown,married,primary,no,no,yes,telephone,jul,failure,65,2749,12,106,9,12,1
101,services,single,primary,yes,yes,no,unknown,mar,failure,35,-239,29,12,16,28,1
102,entrepreneur,divorced,primary,no,no,yes,unknown,jun,unknown,30,966,27,849,63,2,0
103,self-employed,single,unknown,yes,no,yes,unknown,may,failure,24,-301,30,685,7,15,0
104,entrepreneur,single,secondary,no,yes,yes,cellular,feb,failure,84,521,4,600,25,55,0
105,services,single,secondary,no,no,no,unknown,jan,unknown,80,729,25,1033,11,27,1
106,housemaid,married,unknown,yes,no,yes,unknown,nov,success,33,2768,5,2516,15,10,1
107,blue-collar,married,tertiary,yes,yes,no,unknown,aug,other,74,197,20,746,13,28,1
108,services,married,unknown,no,yes,no,cellular,jan,unknown,39,3338,26,28,6,19,0
109,unknown,divorced,secondary,no,no,yes,telephone,may,unknown,28,4216,28,1327,16,27,1
110,retired,single,secondary,no,yes,no,telephone,may,failure,39,-53,4,1018,19,0,1
111,blue-collar,married,primary,no,yes,no,cellular,apr,success,70,2642,8,1446,1,40,1
112,technician,single,unknown,yes,yes,no,cellular,dec,success,68,1416,19,967,6,27,1
113,blue-collar,married,secondary,no,no,no,unknown,nov,other,90,-887,23,1199,25,17,1
114,unknown,single,primary,no,no,yes,telephone,may,unknown,81,1556,19,682,25,7,1
115,management,single,primary,yes,yes,no,cellular,dec,other,81,1428,14,564,1,17,1
116,unknown,married,primary,yes,no,yes,telephone,jul,unknown,32,9228,17,36,17,12,0
117,services,single,primary,no,yes,no,unknown,dec,other,53,395,8,404,9,28,0
118,unknown,married,unknown,no,no,no,cellular,jul,unknown,38,-934,13,359,33,41,0
119,blue-collar,single,secondary,yes,no,yes,cellular,sep,other,72,-426,9,1333,13,58,1
120,services,married,tertiary,yes,yes,yes,unknown,dec,unknown,49,1161,4,273,19,55,0
121,services,divorced,tertiary,yes,no,yes,cellular,feb,unknown,42,1333,18,149,28,30,0
122,admin.,divorced,primary,no,yes,no,telephone,sep,other,34,1535,24,655,21,22,1
123,services,divorced,secondary,yes,yes,yes,telephone,nov,unknown,54,-201,29,1613,12,6,1
124,management,single,tertiary,no,yes,yes,cellular,may,other,70,198,19,641,7,7,0
125,services,married,primary,no,yes,yes,cellular,nov,failure,41,3536,2,1294,18,40,1
126,housemaid,married,unknown,no,no,yes,unknown,apr,failure,87,3014,9,446,33,58,1
127,technician,single,primary,no,yes,yes,telephone,aug,failure,39,-754,28,328,43,11,0
128,blue-collar,single,primary,yes,yes,no,cellular,dec,failure,25,2265,16,605,21,40,0
129,retired,single,primary,no,yes,yes,unknown,nov,success,19,526,23,333,2,1,0
130,technician,divorced,primary,yes,no,yes,telephone,mar,failure,49,4468,7,952,7,3,1
131,admin.,married,primary,yes,yes,no,cellular,aug,other,85,561,10,1491,27,15,1
132,unknown,married,primary,no,yes,no,telephone,nov,success,28,2204,18,41,25,17,0
133,housemaid,married,primary,no,yes,yes,unknown,jan,failure,59,3646,7,946,26,58,0
134,blue-collar,married,secondary,yes,no,yes,telephone,dec,other,82,-25,4,247,26,58,0
135,unknown,divorced,primary,no,yes,yes,telephone,mar,success,92,1200,27,1023,8,18,1
136,unknown,divorced,primary,yes,yes,no,cellular,jan,failure,27,1279,29,867,41,17,0
137,student,single,tertiary,yes,no,yes,cellular,aug,other,82,451,11,270,30,14,0
138,technician,married,unknown,no,yes,no,unknown,nov,unknown,19,1105,18,1142,25,16,1
139,student,married,unknown,no,no,yes,cellular,sep,unknown,58,1934,31,1697,8,18,1
140,self-employed,single,secondary,yes,yes,no,cellular,sep,other,30,3161,6,1192,15,41,1
141,management,single,secondary,no,no,no,unknown,apr,unknown,32,1430,21,1120,26,2,1
142,student,married,secondary,no,yes,yes,cellular,apr,unknown,52,756,31,38,13,40,0
143,student,divorced,secondary,no,no,no,unknown,mar,other,77,3740,21,3094,13,9,1
144,technician,divorced,primary,yes,no,no,unknown,nov,unknown,20,-374,1,1041,2,8,1
145,unknown,single,primary,yes,yes,no,telephone,aug,failure,62,1412,3,306,16,7,0
146,entrepreneur,divorced,unknown,yes,no,yes,cellular,sep,failure,80,2311,14,784,16,21,1
147,entrepreneur,married,secondary,no,no,no,unknown,sep,other,30,689,30,1276,5,7,1
148,admin.,divorced,unknown,no,no,no,telephone,jan,other,35,7,11,492,7,8,1
149,retired,divorced,unknown,yes,yes,yes,telephone,oct,unknown,83,1738,3,461,32,17,1
150,blue-collar,divorced,unknown,no,yes,no,telephone,jan,failure,45,920,4,506,16,20,0
151,entrepreneur,divorced,unknown,no,no,no,cellular,nov,unknown,41,19447,2,180,17,9,0
152,technician,married,primary,yes,no,yes,unknown,mar,success,46,-104,30,1196,19,13,1
153,student,married,secondary,no,yes,no,telephone,apr,success,57,2453,15,1463,63,13,1
154,student,divorced,unknown,no,yes,yes,telephone,sep,success,18,7119,6,677,7,30,1
155,services,married,primary,yes,yes,yes,cellular,nov,other,33,605,1,608,16,40,1
156,technician,divorced,secondary,no,no,yes,telephone,aug,success,88,4331,24,1114,10,37,1
157,unknown,single,primary,yes,no,no,unknown,sep,failure,74,322,5,312,16,19,0
158,unknown,single,secondary,yes,no,no,telephone,jan,other,18,105,21,434,8,14,1
159,services,single,secondary,yes,no,yes,unknown,jun,failure,44,1101,16,288,25,26,0
160,unemployed,divorced,secondary,yes,yes,yes,unknown,nov,unknown,74,2679,4,770,19,12,0
161,retired,divorced,secondary,no,yes,no,telephone,aug,other,28,2843,10,1051,6,18,1
162,housemaid,divorced,primary,no,no,no,unknown,apr,unknown,37,5839,10,1044,41,19,1
163,technician,married,primary,no,yes,yes,telephone,apr,failure,36,1993,14,855,18,58,0
164,management,single,primary,no,no,yes,telephone,apr,unknown,38,4314,1,1531,33,16,1
165,management,single,tertiary,yes,no,no,telephone,oct,failure,60,-344,8,359,3,4,1
166,housemaid,married,primary,no,yes,no,unknown,jun,unknown,83,3237,17,857,30,7,0
167,blue-collar,married,unknown,yes,no,yes,telephone,oct,other,36,1653,28,586,24,13,1
168,retired,married,secondary,no,yes,yes,telephone,jul,failure,95,953,20,436,29,28,0
169,technician,married,primary,yes,no,yes,cellular,dec,other,65,6831,17,979,6,3,0
170,entrepreneur,divorced,tertiary,yes,yes,no,cellular,feb,unknown,47,8866,4,1042,8,58,1
171,retired,divorced,unknown,no,yes,yes,telephone,aug,failure,30,846,19,674,11,12,1
172,unemployed,married,tertiary,no,no,yes,telephone,jan,other,20,-461,6,128,25,4,0
173,self-employed,single,tertiary,no,no,no,telephone,may,success,26,6005,23,161,13,20,0
174,technician,divorced,primary,yes,no,no,cellular,jan,failure,90,1179,20,644,2,28,1
175,entrepreneur,married,unknown,no,no,no,unknown,nov,failure,95,17,11,790,32,14,1
176,retired,married,primary,no,no,yes,cellular,nov,other,72,473,27,572,30,2,0
177,housemaid,divorced,primary,no,no,yes,unknown,mar,failure,46,-861,1,851,12,13,1
178,unemployed,single,unknown,yes,no,no,telephone,nov,failure,34,3579,17,1005,1,27,1
179,student,divorced,secondary,no,no,no,telephone,sep,success,89,3868,6,310,31,27,1
180,retired,divorced,tertiary,yes,yes,yes,cellular,feb,other,35,2781,21,506,27,22,0
181,management,single,primary,no,yes,no,unknown,mar,other,76,1587,30,1022,11,5,1
182,housemaid,single,secondary,no,no,no,cellular,mar,failure,43,1655,19,315,63,4,0
183,entrepreneur,married,tertiary,no,no,no,cellular,nov,failure,79,767,29,1180,29,13,1
184,unknown,single,tertiary,no,no,no,telephone,feb,failure,48,-268,4,1613,43,41,1
185,blue-collar,single,unknown,no,no,yes,cellular,mar,unknown,45,2312,24,1030,6,11,1
186,housemaid,single,unknown,no,yes,no,telephone,jun,success,80,962,29,355,23,4,1
187,admin.,single,unknown,yes,yes,no,unknown,dec,success,46,550,11,1649,19,58,1
188,housemaid,married,unknown,yes,no,no,cellular,dec,success,21,234,20,908,2,27,1
189,management,single,primary,no,no,yes,cellular,apr,failure,90,731,2,1000,10,30,0
190,student,divorced,unknown,no,no,yes,telephone,oct,success,63,-82,29,1059,21,16,1
191,admin.,single,primary,no,yes,yes,telephone,jul,success,45,486,19,1440,30,30,1
192,services,married,unknown,yes,no,yes,telephone,nov,unknown,88,1969,5,552,27,5,0
193,unemployed,divorced,secondary,yes,no,yes,telephone,jul,success,44,2988,4,137,17,12,0
194,admin.,divorced,secondary,no,yes,yes,unknown,aug,other,25,1568,11,1023,30,16,1
195,entrepreneur,single,unknown,yes,no,no,cellular,mar,unknown,52,2465,29,152,4,55,1
196,entrepreneur,married,primary,yes,yes,no,unknown,feb,failure,76,585,8,492,33,10,0
197,management,single,primary,yes,no,yes,unknown,dec,success,41,196,31,237,16,18,0
198,retired,married,secondary,no,no,yes,unknown,aug,unknown,60,1007,13,121,63,16,0
199,student,single,secondary,yes,yes,yes,unknown,jun,failure,44,792,22,749,27,26,0
200,blue-collar,single,unknown,no,yes,yes,telephone,may,success,31,9192,13,1156,41,6,1
201,technician,single,unknown,yes,no,no,cellular,jan,unknown,54,30,24,97,20,27,0
202,entrepreneur,single,primary,yes,yes,yes,telephone,jul,unknown,83,1689,8,633,24,13,0
203,services,single,primary,yes,no,yes,cellular,mar,success,49,10787,30,1056,14,2,1
204,services,divorced,primary,yes,no,yes,unknown,feb,other,43,9601,28,741,15,30,0
205,blue-collar,single,unknown,yes,no,no,unknown,dec,failure,49,42,8,787,28,4,1
206,technician,single,unknown,no,no,no,cellular,dec,success,25,1076,9,960,31,15,1
207,management,married,secondary,yes,yes,no,cellular,jan,unknown,86,487,28,42,27,11,0
208,student,married,tertiary,no,no,yes,telephone,sep,unknown,41,-26,2,1871,28,28,1
209,entrepreneur,married,tertiary,yes,no,no,cellular,may,other,65,7845,1,175,26,1,0
210,entrepreneur,married,unknown,yes,yes,yes,telephone,sep,success,42,412,24,803,19,9,1
211,entrepreneur,divorced,secondary,yes,no,no,telephone,jul,success,53,3914,18,461,10,29,1
212,technician,single,secondary,no,no,yes,telephone,jun,success,35,5784,8,3076,28,4,1
213,entrepreneur,single,primary,no,no,yes,telephone,nov,other,75,3840,1,1318,10,11,1
214,unemployed,divorced,primary,yes,yes,yes,cellular,dec,other,87,3634,4,538,14,1,1
215,technician,single,unknown,yes,yes,no,telephone,jul,other,53,3091,15,1052,41,18,1
216,self-employed,single,primary,no,no,yes,telephone,apr,success,72,572,13,1282,28,2,1
217,entrepreneur,divorced,secondary,yes,no,yes,unknown,jun,failure,78,391,11,541,32,9,0
218,admin.,married,unknown,no,no,no,cellular,sep,other,47,481,22,918,4,19,1
219,entrepreneur,single,tertiary,yes,yes,yes,telephone,jun,other,56,-27,9,249,28,7,0
220,retired,married,unknown,yes,no,yes,cellular,dec,success,18,248,12,551,21,5,1
221,services,married,unknown,yes,yes,yes,unknown,mar,failure,82,9001,29,2372,21,14,1
222,services,divorced,primary,no,yes,no,unknown,oct,failure,90,1254,17,397,14,58,1
223,retired,married,primary,yes,yes,yes,cellular,may,unknown,83,-1701,4,848,32,40,0
224,retired,divorced,tertiary,yes,yes,yes,telephone,nov,unknown,73,1945,12,1970,31,29,1
225,housemaid,divorced,tertiary,no,yes,no,cellular,apr,failure,21,1015,23,53,27,40,0
226,management,married,tertiary,yes,yes,no,cellular,mar,unknown,21,1187,16,812,32,29,0
227,self-employed,divorced,tertiary,yes,yes,yes,unknown,oct,success,61,-306,30,961,14,22,1
228,housemaid,married,primary,no,no,no,unknown,nov,success,54,974,7,758,20,15,0
229,housemaid,single,tertiary,yes,yes,yes,unknown,oct,failure,88,-366,12,319,3,22,0
230,entrepreneur,married,unknown,yes,no,yes,cellular,jan,other,86,4917,16,710,8,11,1
231,unemployed,divorced,unknown,yes,yes,no,cellular,may,success,30,5214,6,879,29,22,0
232,blue-collar,divorced,secondary,no,yes,no,telephone,oct,success,63,690,3,155,33,13,1
233,unknown,single,tertiary,no,yes,yes,unknown,apr,unknown,27,-192,8,1018,43,9,1
234,services,married,primary,no,yes,no,unknown,nov,other,75,-60,6,621,23,17,0
235,entrepreneur,single,primary,no,yes,yes,unknown,feb,success,57,769,23,938,24,6,1
236,student,married,unknown,yes,yes,yes,cellular,aug,success,80,1495,5,1567,7,40,1
237,unknown,single,unknown,yes,yes,yes,cellular,nov,other,73,9367,5,13,41,11,0
238,services,single,unknown,no,yes,no,unknown,feb,success,50,3842,22,1499,24,11,1
239,admin.,married,primary,no,yes,yes,telephone,jun,unknown,33,451,22,1223,4,23,1
240,unemployed,divorced,secondary,no,yes,yes,telephone,feb,other,57,2223,21,423,29,0,0
241,admin.,single,unknown,yes,yes,no,telephone,mar,failure,26,-105,2,521,27,1,0
242,student,divorced,unknown,no,yes,yes,telephone,feb,other,43,201,28,414,18,30,0
243,blue-collar,married,secondary,yes,no,yes,telephone,oct,failure,54,938,6,127,14,26,0
244,retired,single,secondary,yes,no,no,unknown,apr,failure,60,1630,10,692,1,20,0
245,retired,single,unknown,no,no,no,cellular,mar,success,32,-749,31,1416,10,41,1
246,unemployed,divorced,unknown,yes,yes,yes,telephone,oct,other,76,3100,31,78,33,22,1
247,blue-collar,married,tertiary,yes,yes,no,telephone,aug,other,87,1612,2,1623,27,29,1
248,housemaid,single,tertiary,no,yes,yes,unknown,jul,success,19,2854,25,1123,3,58,1
249,housemaid,divorced,tertiary,yes,no,no,unknown,apr,other,25,1016,23,1223,4,16,1
250,blue-collar,single,tertiary,yes,no,yes,telephone,may,other,68,22520,8,761,3,55,0
251,self-employed,single,secondary,yes,no,yes,unknown,jan,other,36,5252,11,133,22,22,0
252,technician,single,unknown,no,yes,no,cellular,nov,success,78,1461,21,1031,21,26,1
253,unknown,single,secondary,no,no,no,unknown,feb,failure,76,328,12,1061,24,6,1
254,student,single,primary,no,no,yes,cellular,feb,failure,56,-42,22,1205,17,3,1
255,services,married,tertiary,yes,yes,no,telephone,sep,unknown,78,22,16,506,21,11,0
256,retired,married,primary,no,no,yes,cellular,dec,failure,78,972,28,1020,29,27,1
257,retired,divorced,tertiary,no,no,yes,cellular,nov,unknown,93,23,24,1658,8,20,1
258,management,divorced,unknown,yes,yes,yes,cellular,nov,failure,41,1996,18,868,6,37,0
259,entrepreneur,single,primary,yes,yes,yes,cellular,jul,unknown,75,-1129,18,790,9,40,1
260,housemaid,divorced,tertiary,yes,no,no,telephone,oct,failure,77,439,11,1623,16,3,1
261,admin.,single,secondary,yes,yes,no,cellular,feb,other,76,62,18,410,25,10,0
262,housemaid,single,unknown,yes,yes,yes,unknown,feb,unknown,74,2503,25,176,11,10,1
263,unknown,divorced,secondary,no,yes,no,unknown,oct,other,57,-22,6,1463,30,17,1
264,housemaid,divorced,unknown,yes,yes,yes,unknown,oct,unknown,67,4841,13,1740,63,41,1
265,student,divorced,unknown,yes,yes,yes,cellular,jun,success,40,322,19,216,14,8,1
266,student,divorced,secondary,no,yes,yes,unknown,sep,unknown,84,671,10,1434,27,13,1
267,entrepreneur,married,tertiary,no,no,no,cellular,jul,failure,83,694,25,1554,63,11,1
268,entrepreneur,married,primary,yes,no,no,cellular,nov,unknown,19,861,11,559,24,55,0
269,technician,divorced,secondary,no,yes,no,telephone,dec,unknown,56,953,26,835,41,41,0
270,blue-collar,divorced,secondary,yes,yes,no,telephone,jun,other,78,216,26,705,17,3,0
271,housemaid,single,primary,yes,yes,no,cellular,mar,other,85,624,8,568,32,26,0
272,retired,single,primary,yes,no,no,cellular,jan,unknown,92,-383,13,1110,5,28,1
273,management,single,primary,yes,yes,yes,telephone,nov,failure,78,8163,30,1669,10,5,1
274,housemaid,single,tertiary,yes,no,yes,unknown,nov,failure,93,2600,4,755,23,10,0
275,services,married,unknown,yes,yes,yes,telephone,nov,other,43,394,5,861,3,4,0
276,entrepreneur,single,tertiary,no,no,no,unknown,may,other,33,6101,7,224,13,27,0
277,self-employed,single,secondary,yes,no,yes,cellular,feb,unknown,50,18967,2,1006,25,18,1
278,admin.,married,secondary,no,yes,no,unknown,apr,failure,85,-393,20,651,5,23,1
279,retired,divorced,secondary,yes,yes,yes,unknown,apr,unknown,39,429,9,476,19,12,0
280,unemployed,married,secondary,yes,yes,no,cellular,nov,success,23,3698,30,1257,10,3,1
281,technician,single,unknown,yes,yes,yes,unknown,may,failure,52,1529,24,171,6,9,1
282,entrepreneur,married,secondary,yes,yes,no,cellular,may,other,92,19447,10,488,9,41,0
283,housemaid,single,secondary,no,yes,yes,telephone,apr,other,56,12569,17,476,30,14,0
284,admin.,divorced,tertiary,no,no,yes,unknown,dec,success,50,4418,11,961,31,6,1
285,entrepreneur,divorced,tertiary,no,yes,yes,unknown,jan,unknown,19,2183,5,460,12,21,1
286,services,single,secondary,no,yes,yes,unknown,sep,other,74,567,15,392,11,55,0
287,entrepreneur,married,tertiary,yes,yes,yes,cellular,jun,failure,75,6507,2,37,18,17,0
288,management,single,tertiary,no,no,no,unknown,aug,unknown,87,4888,26,334,13,9,1
289,unemployed,divorced,secondary,yes,yes,yes,unknown,aug,unknown,50,1757,16,228,24,29,0
290,admin.,married,primary,yes,no,yes,unknown,nov,failure,21,-627,3,1120,32,58,1
291,retired,single,tertiary,no,no,no,telephone,aug,failure,26,4381,28,42,29,26,0
292,unknown,single,secondary,yes,no,yes,cellular,aug,unknown,37,1929,10,183,19,12,1
293,entrepreneur,married,unknown,no,yes,no,cellular,nov,other,63,4158,23,217,23,1,0
294,unemployed,single,unknown,yes,yes,no,unknown,mar,unknown,73,-349,15,487,29,19,0
295,unknown,divorced,primary,yes,yes,yes,cellular,jan,success,25,3221,31,800,2,17,1
296,unknown,married,secondary,yes,yes,no,unknown,jun,success,53,4466,28,815,2,18,1
297,unemployed,divorced,primary,no,no,yes,telephone,mar,unknown,71,17964,30,1178,12,41,1
298,entrepreneur,divorced,secondary,no,yes,yes,telephone,oct,other,31,13711,18,289,17,29,1
299,student,single,primary,no,no,no,telephone,feb,failure,33,2655,19,329,29,40,0
300,housemaid,divorced,tertiary,yes,no,no,telephone,jul,failure,27,1595,18,799,21,15,0
301,self-employed,single,unknown,no,yes,no,unknown,oct,success,18,1327,13,325,1,30,1
302,housemaid,single,unknown,no,no,yes,unknown,dec,other,85,2356,26,832,25,27,1
303,technician,divorced,primary,yes,no,no,unknown,aug,failure,47,1230,13,1007,19,12,1
304,student,single,tertiary,no,yes,yes,cellular,jul,unknown,19,453,7,1806,27,23,1
305,student,divorced,unknown,no,no,no,telephone,feb,failure,79,841,8,724,6,21,0
306,self-employed,divorced,secondary,yes,yes,yes,unknown,dec,failure,36,1933,24,396,33,40,0
307,student,single,unknown,yes,yes,yes,unknown,jul,other,67,320,26,355,22,22,0
308,unemployed,divorced,tertiary,no,yes,no,telephone,jul,failure,79,1522,7,997,24,21,1
