id,workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
54, Federal_gov, 7th_8th, Unmarried, Asian_Pac_Islander, Male, India,79,132879,10,40,1
55, Federal_gov, 11th, Unmarried, Other, Male, Guatemala,34,146538,7,12,1
56, Private, 9th, Own_child, Black, Female, Yugoslavia,44,132178,7,37,1
57, State_gov, Some_college, Husband, Black, Male, Thailand,44,143774,13,38,1
58, State_gov, 11th, Not_in_family, Black, Male, Germany,50,475028,16,8,1
59, Local_gov, Prof_school, Wife, Asian_Pac_Islander, Male, United_States,37,339772,6,36,1
60, Self_emp_not_inc, Prof_school, Other_relative, Black, Male, Puerto_Rico,17,27337,2,52,1
61, Federal_gov, 11th, Not_in_family, Amer_Indian_Eskimo, Male, Thailand,71,94113,14,64,1
62, Federal_gov, Preschool, Husband, Other, Female, Ecuador,59,175325,4,9,1
63, Self_emp_not_inc, 9th, Other_relative, Other, Male, China,55,186824,12,54,1
64, Local_gov, 5th_6th, Other_relative, Asian_Pac_Islander, Female, Ecuador,52,180374,9,99,1
65, State_gov, Masters, Unmarried, Other, Female, Japan,34,176286,11,35,1
66, Self_emp_inc, 10th, Own_child, Amer_Indian_Eskimo, Male, United_States,40,229328,6,21,1
67, Local_gov, Preschool, Wife, Other, Male, India,77,110978,5,8,1
68, Federal_gov, Assoc_voc, Husband, Other, Male, United_States,59,98545,11,36,1
69, Local_gov, Doctorate, Husband, White, Male, Haiti,51,192453,10,36,1
70, State_gov, 5th_6th, Other_relative, White, Male, El_Salvador,42,109351,11,48,1
71, Federal_gov, Assoc_acdm, Own_child, White, Male, Iran,21,286967,10,10,1
72, Federal_gov, Bachelors, Husband, White, Male, Mexico,67,158926,15,16,1
73, Self_emp_not_inc, Prof_school, Not_in_family, Black, Female, Iran,46,262425,5,52,1
74, State_gov, Prof_school, Not_in_family, Asian_Pac_Islander, Male, Haiti,51,206365,15,42,1
75, Self_emp_not_inc, Prof_school, Not_in_family, Other, Male, Dominican_Republic,56,34029,9,28,1
76, Federal_gov, HS_grad, Husband, White, Male, France,90,335973,12,47,1
77, State_gov, 9th, Unmarried, White, Female, Jamaica,34,199698,9,70,1
78, Self_emp_inc, 11th, Other_relative, Amer_Indian_Eskimo, Female, China,43,83082,1,43,1
79, Private, Bachelors, Husband, Black, Male, China,78,198124,8,72,1
80, Self_emp_not_inc, 7th_8th, Husband, Black, Male, Philippines,77,266015,11,28,1
81, Self_emp_not_inc, Preschool, Wife, Asian_Pac_Islander, Female, Haiti,90,254907,9,47,1
82, Self_emp_not_inc, 10th, Other_relative, Amer_Indian_Eskimo, Male, Honduras,37,117683,12,75,1
83, Private, 12th, Wife, Black, Male, Laos,62,203628,11,2,1
84, Federal_gov, Assoc_voc, Husband, Other, Male, China,76,245062,2,19,1
85, Self_emp_inc, Preschool, Unmarried, Amer_Indian_Eskimo, Female, Japan,37,125831,6,9,1
86, Private, Assoc_voc, Husband, Black, Male, Dominican_Republic,44,220098,6,98,1
87, Self_emp_inc, 9th, Other_relative, Asian_Pac_Islander, Male, Puerto_Rico,90,387569,4,32,1
88, Federal_gov, 1st_4th, Husband, Amer_Indian_Eskimo, Female, United_States,62,339772,10,56,1
89, Self_emp_inc, 7th_8th, Wife, Asian_Pac_Islander, Male, England,21,182254,6,44,1
90, Self_emp_inc, Prof_school, Unmarried, Amer_Indian_Eskimo, Female, Japan,22,142712,10,25,1
91, Local_gov, Masters, Own_child, Amer_Indian_Eskimo, Female, Germany,49,29984,1,64,1
92, Local_gov, 11th, Other_relative, Amer_Indian_Eskimo, Male, Ecuador,18,110978,1,43,1
93, Local_gov, 1st_4th, Own_child, Asian_Pac_Islander, Female, Puerto_Rico,52,188300,16,48,1
94, Federal_gov, Prof_school, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,28,34310,1,48,1
95, State_gov, Some_college, Wife, Asian_Pac_Islander, Male, Guatemala,63,189620,12,8,1
96, Local_gov, 11th, Not_in_family, Black, Female, Jamaica,46,243313,7,75,1
97, Private, 10th, Own_child, White, Male, Haiti,22,87490,9,1,1
98, Local_gov, Preschool, Wife, Amer_Indian_Eskimo, Female, Mexico,52,182254,5,21,1
99, Self_emp_not_inc, 10th, Unmarried, White, Male, Philippines,42,270335,16,44,1
100, Local_gov, 9th, Other_relative, White, Female, Poland,35,27337,16,37,1
101, Local_gov, 9th, Other_relative, Black, Male, Puerto_Rico,28,203628,2,16,1
102, Self_emp_not_inc, Some_college, Not_in_family, Other, Male, Italy,63,132879,13,43,1
103, Federal_gov, 10th, Own_child, White, Female, Puerto_Rico,28,105252,15,36,1
104, Self_emp_inc, HS_grad, Own_child, White, Female, Laos,25,259510,11,1,1
105, Local_gov, 9th, Husband, White, Male, Taiwan,34,148291,16,15,1
106, Federal_gov, Bachelors, Own_child, Asian_Pac_Islander, Male, Japan,34,364657,7,60,1
107, Self_emp_inc, 5th_6th, Husband, Asian_Pac_Islander, Female, Laos,66,197332,6,15,1
108, Self_emp_not_inc, Prof_school, Own_child, Black, Female, England,29,140359,16,70,1
109, Self_emp_inc, 7th_8th, Wife, Amer_Indian_Eskimo, Male, Cambodia,74,54576,6,9,1
110, Local_gov, 10th, Own_child, White, Male, India,20,181054,16,25,1
111, Local_gov, 1st_4th, Other_relative, Other, Male, Canada,29,83311,3,22,1
112, State_gov, Preschool, Unmarried, Black, Male, Poland,33,127921,4,56,1
113, Federal_gov, Some_college, Other_relative, Other, Female, Canada,27,226508,6,55,1
114, Self_emp_not_inc, 10th, Own_child, Amer_Indian_Eskimo, Female, Poland,21,66614,10,19,1
115, Self_emp_inc, 10th, Own_child, Other, Male, Jamaica,90,196025,16,26,1
116, State_gov, 5th_6th, Not_in_family, White, Male, Dominican_Republic,66,85815,13,44,1
117, Local_gov, 7th_8th, Not_in_family, Asian_Pac_Islander, Male, Thailand,56,123011,2,36,1
118, Self_emp_inc, 5th_6th, Husband, Other, Male, France,66,250802,12,52,1
119, Self_emp_inc, HS_grad, Not_in_family, Asian_Pac_Islander, Female, China,74,274198,5,24,1
120, Federal_gov, 11th, Own_child, White, Female, Haiti,67,42346,8,25,1
121, Federal_gov, Assoc_voc, Unmarried, Amer_Indian_Eskimo, Male, Cuba,57,179488,1,21,1
122, Local_gov, Masters, Husband, Amer_Indian_Eskimo, Female, El_Salvador,22,477983,9,33,1
123, Private, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Yugoslavia,67,399087,7,65,1
124, Federal_gov, Doctorate, Husband, Amer_Indian_Eskimo, Male, Iran,81,80945,16,22,1
125, Local_gov, 7th_8th, Not_in_family, White, Male, Jamaica,70,159449,11,38,1
126, Private, 11th, Other_relative, Other, Female, Iran,31,90980,9,5,1
127, Self_emp_not_inc, Prof_school, Own_child, Other, Male, Portugal,33,181659,5,10,1
128, Local_gov, Assoc_acdm, Own_child, Asian_Pac_Islander, Female, Japan,28,34446,11,24,1
129, State_gov, Doctorate, Not_in_family, White, Male, Honduras,21,229328,5,32,1
130, Self_emp_inc, Assoc_voc, Not_in_family, Black, Male, El_Salvador,68,34292,2,28,1
131, Self_emp_inc, 11th, Own_child, Other, Female, El_Salvador,68,124953,13,24,1
132, Federal_gov, 5th_6th, Unmarried, White, Female, Philippines,63,54826,8,43,1
133, Self_emp_inc, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Female, France,27,71592,6,98,1
134, Private, Bachelors, Husband, Asian_Pac_Islander, Female, India,36,249409,7,33,1
135, State_gov, Preschool, Own_child, Black, Female, Italy,54,198316,2,19,1
136, Federal_gov, 10th, Unmarried, Black, Male, Jamaica,81,217460,11,33,1
137, State_gov, 7th_8th, Unmarried, Other, Male, France,57,118212,11,70,1
138, Local_gov, Prof_school, Own_child, Other, Male, England,76,136721,11,10,1
139, Private, 5th_6th, Not_in_family, White, Female, Honduras,38,259014,10,72,1
140, Self_emp_not_inc, 9th, Husband, Black, Female, Italy,76,170915,4,26,1
141, Private, Some_college, Unmarried, Other, Male, France,19,149116,10,64,1
142, Local_gov, Prof_school, Husband, Other, Female, India,57,267034,6,99,1
143, Self_emp_inc, 1st_4th, Husband, Asian_Pac_Islander, Male, Germany,36,31757,16,44,1
144, Local_gov, Doctorate, Wife, White, Female, Jamaica,37,206565,4,22,1
145, Self_emp_not_inc, Doctorate, Husband, Amer_Indian_Eskimo, Female, Japan,25,65324,7,36,1
146, Private, Bachelors, Husband, Asian_Pac_Islander, Female, Laos,44,159929,13,13,1
147, Private, Prof_school, Husband, Amer_Indian_Eskimo, Female, China,47,382635,7,24,1
148, Local_gov, Masters, Other_relative, Amer_Indian_Eskimo, Female, Iran,46,90980,3,1,1
149, Local_gov, Prof_school, Not_in_family, Other, Female, United_States,24,150062,4,36,1
150, State_gov, Prof_school, Not_in_family, White, Male, Ecuador,65,165474,3,25,1
151, State_gov, Assoc_voc, Unmarried, Asian_Pac_Islander, Female, Philippines,68,146268,16,42,1
152, Local_gov, Assoc_acdm, Husband, Black, Female, Cambodia,71,98092,6,70,1
153, Private, 7th_8th, Unmarried, White, Male, United_States,37,159929,7,2,1
154, Local_gov, 1st_4th, Other_relative, Other, Male, Philippines,60,151408,7,18,1
155, Self_emp_inc, 7th_8th, Husband, Asian_Pac_Islander, Female, Dominican_Republic,78,50459,6,41,1
156, State_gov, Assoc_acdm, Own_child, Black, Male, England,65,206399,5,52,1
157, Self_emp_inc, 12th, Other_relative, Amer_Indian_Eskimo, Female, Thailand,77,203628,2,15,1
158, State_gov, HS_grad, Not_in_family, Asian_Pac_Islander, Female, South,17,167687,9,50,1
159, Self_emp_not_inc, 1st_4th, Husband, Other, Male, Philippines,21,266015,16,34,1
160, Self_emp_inc, Masters, Own_child, White, Female, Guatemala,57,161141,3,72,1
161, Federal_gov, 1st_4th, Not_in_family, Amer_Indian_Eskimo, Female, England,79,194901,12,54,1
162, Private, Some_college, Unmarried, Black, Male, Iran,75,544091,11,32,1
163, Private, 9th, Wife, Black, Male, Ecuador,43,402089,16,52,1
164, Federal_gov, Prof_school, Wife, Amer_Indian_Eskimo, Male, Taiwan,30,34383,1,7,1
165, Self_emp_inc, 9th, Other_relative, White, Male, Yugoslavia,18,245487,6,30,1
166, Local_gov, 7th_8th, Unmarried, Amer_Indian_Eskimo, Male, Jamaica,63,146268,13,75,1
167, Self_emp_not_inc, 12th, Own_child, Black, Male, Dominican_Republic,31,423158,10,80,1
168, Federal_gov, Doctorate, Husband, Asian_Pac_Islander, Male, Columbia,62,180138,11,38,1
169, State_gov, 1st_4th, Husband, Amer_Indian_Eskimo, Female, Puerto_Rico,52,143437,1,54,1
170, Self_emp_not_inc, Preschool, Wife, Black, Male, Yugoslavia,43,102102,13,10,1
171, Local_gov, HS_grad, Husband, Amer_Indian_Eskimo, Male, Honduras,18,153044,2,48,1
172, Self_emp_not_inc, 5th_6th, Other_relative, Other, Female, Poland,23,188798,1,98,1
173, Private, HS_grad, Husband, Black, Female, Columbia,81,108699,6,37,1
174, State_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Canada,73,193026,8,15,1
175, State_gov, Prof_school, Own_child, Asian_Pac_Islander, Female, Cuba,56,226508,14,10,1
176, State_gov, 12th, Wife, Black, Female, Iran,34,94936,16,65,1
177, Self_emp_inc, Masters, Not_in_family, Asian_Pac_Islander, Male, Jamaica,36,185385,16,47,1
178, State_gov, HS_grad, Own_child, Black, Female, Cambodia,65,192262,14,7,1
179, State_gov, 1st_4th, Not_in_family, Other, Female, United_States,56,49401,12,42,1
180, Self_emp_not_inc, Assoc_acdm, Own_child, Black, Male, Philippines,75,163862,16,18,1
181, Self_emp_not_inc, HS_grad, Own_child, Amer_Indian_Eskimo, Male, Cuba,67,117312,1,65,1
182, Local_gov, Masters, Other_relative, Other, Female, Mexico,41,202692,13,26,1
183, Private, 9th, Wife, Other, Female, Ecuador,32,207853,1,54,1
184, Local_gov, 7th_8th, Unmarried, Amer_Indian_Eskimo, Male, Iran,54,237993,2,18,1
185, Private, Preschool, Other_relative, Amer_Indian_Eskimo, Female, India,50,273905,11,54,1
186, Self_emp_inc, Bachelors, Wife, White, Male, El_Salvador,44,278924,1,1,1
187, Self_emp_inc, 11th, Other_relative, Other, Female, Laos,49,267044,1,30,1
188, Local_gov, Assoc_voc, Wife, Black, Male, Cambodia,56,71195,5,60,1
189, Local_gov, Assoc_acdm, Wife, Other, Female, Ecuador,51,351299,7,26,1
190, Private, Doctorate, Other_relative, Other, Female, Germany,45,63042,9,12,1
191, Self_emp_inc, 10th, Own_child, White, Female, Iran,67,32185,15,48,1
192, Self_emp_not_inc, Some_college, Unmarried, Asian_Pac_Islander, Male, Cambodia,56,264052,16,26,1
193, Local_gov, 5th_6th, Unmarried, Amer_Indian_Eskimo, Female, Portugal,23,175413,4,42,1
194, Self_emp_inc, Assoc_voc, Unmarried, Other, Female, Taiwan,76,136218,2,9,1
195, Federal_gov, 1st_4th, Unmarried, Amer_Indian_Eskimo, Female, El_Salvador,53,268234,12,26,1
196, Self_emp_inc, Assoc_acdm, Not_in_family, Other, Female, India,75,255004,13,10,1
197, Self_emp_inc, Assoc_voc, Own_child, White, Male, Philippines,55,169628,11,50,1
198, State_gov, 10th, Not_in_family, White, Female, Puerto_Rico,55,228456,14,54,1
199, Self_emp_inc, Some_college, Husband, Asian_Pac_Islander, Male, Honduras,26,187160,2,70,1
200, State_gov, Assoc_voc, Not_in_family, White, Male, Ecuador,17,412296,9,35,1
201, Local_gov, Assoc_acdm, Other_relative, Asian_Pac_Islander, Male, Philippines,77,371373,11,42,1
202, State_gov, Prof_school, Unmarried, White, Male, Poland,54,234901,4,65,1
203, Private, 9th, Husband, Other, Female, Iran,67,188693,9,1,1
204, Local_gov, Masters, Not_in_family, Asian_Pac_Islander, Female, Jamaica,24,55863,1,65,1
205, Local_gov, Masters, Other_relative, Asian_Pac_Islander, Male, Haiti,24,148291,14,21,1
206, Local_gov, HS_grad, Unmarried, Other, Female, Japan,67,256649,12,2,1
207, State_gov, Masters, Not_in_family, Amer_Indian_Eskimo, Male, China,45,255191,11,48,1
208, State_gov, 7th_8th, Own_child, Asian_Pac_Islander, Female, Haiti,74,205469,14,8,1
209, State_gov, Masters, Own_child, Asian_Pac_Islander, Male, Haiti,23,115076,1,58,1
210, Self_emp_not_inc, 1st_4th, Unmarried, Asian_Pac_Islander, Male, Italy,34,399087,10,58,1
211, Federal_gov, 12th, Wife, Black, Male, Iran,61,75654,6,64,1
212, Self_emp_inc, Assoc_voc, Other_relative, White, Female, France,70,59306,10,70,1
213, Private, HS_grad, Own_child, Black, Female, Thailand,29,176900,11,48,1
214, Federal_gov, 10th, Other_relative, White, Male, Yugoslavia,50,127595,14,37,1
215, State_gov, HS_grad, Unmarried, Asian_Pac_Islander, Male, Iran,45,241843,13,14,1
216, Self_emp_not_inc, 10th, Unmarried, White, Female, Jamaica,17,315859,11,46,1
217, Federal_gov, 1st_4th, Wife, Asian_Pac_Islander, Female, India,19,255004,14,55,1
218, Private, 10th, Other_relative, Black, Female, Jamaica,48,200153,13,75,1
219, Self_emp_not_inc, Assoc_voc, Husband, Other, Female, Thailand,65,186035,10,1,1
220, State_gov, 7th_8th, Other_relative, Black, Male, China,68,117606,16,99,1
221, Self_emp_inc, 12th, Own_child, Other, Male, Iran,68,177387,1,50,1
222, Self_emp_inc, Prof_school, Unmarried, White, Female, Honduras,76,174355,13,99,1
223, Federal_gov, Some_college, Other_relative, Other, Female, England,32,259510,3,5,1
224, Self_emp_not_inc, 1st_4th, Husband, Amer_Indian_Eskimo, Female, Canada,36,57066,2,35,1
225, Federal_gov, Some_college, Not_in_family, Black, Female, India,75,362589,4,16,1
226, Self_emp_not_inc, Bachelors, Other_relative, White, Female, Portugal,40,153044,15,22,1
227, State_gov, Bachelors, Unmarried, Black, Female, United_States,36,102895,9,75,1
228, Federal_gov, 10th, Own_child, Amer_Indian_Eskimo, Female, Haiti,36,270092,8,18,1
229, State_gov, HS_grad, Other_relative, Other, Male, India,22,154411,1,34,1
230, Local_gov, HS_grad, Unmarried, Amer_Indian_Eskimo, Male, Mexico,52,172146,7,64,1
231, Local_gov, Doctorate, Own_child, Other, Male, Cambodia,24,74631,12,98,1
232, Local_gov, 5th_6th, Wife, Black, Female, Taiwan,63,103649,11,18,1
233, State_gov, 9th, Other_relative, Black, Female, Canada,57,48925,13,2,1
234, Federal_gov, 7th_8th, Wife, Black, Male, Haiti,77,223004,3,13,1
235, Self_emp_not_inc, Preschool, Unmarried, Other, Female, Honduras,65,176756,16,45,1
236, Local_gov, Masters, Husband, White, Male, El_Salvador,72,218184,6,19,1
237, Self_emp_inc, 9th, Not_in_family, Asian_Pac_Islander, Male, India,52,403107,11,14,1
238, Self_emp_inc, HS_grad, Other_relative, Other, Male, Cambodia,34,125457,3,7,1
239, Self_emp_inc, 10th, Unmarried, Asian_Pac_Islander, Female, China,21,221172,12,37,1
240, Self_emp_not_inc, Prof_school, Other_relative, Other, Female, China,73,258498,4,52,1
241, Federal_gov, Some_college, Wife, White, Female, Philippines,70,204518,4,5,1
242, State_gov, Prof_school, Wife, Other, Female, Laos,32,217460,14,5,1
243, Self_emp_inc, Doctorate, Own_child, Asian_Pac_Islander, Female, Yugoslavia,50,159929,1,15,1
244, Self_emp_not_inc, 7th_8th, Unmarried, Asian_Pac_Islander, Female, Poland,52,118500,2,32,1
245, Federal_gov, 12th, Not_in_family, Other, Female, Taiwan,46,81973,11,20,1
246, Federal_gov, 12th, Unmarried, Other, Male, Thailand,61,48211,6,13,1
247, Self_emp_not_inc, 5th_6th, Not_in_family, White, Male, Jamaica,29,233327,12,70,1
248, Self_emp_not_inc, 5th_6th, Wife, Other, Male, Canada,56,193787,4,52,1
249, Self_emp_not_inc, Preschool, Not_in_family, Other, Male, Portugal,67,94638,9,98,1
250, State_gov, 10th, Own_child, Asian_Pac_Islander, Female, France,56,125155,6,64,1
251, Federal_gov, 11th, Own_child, Black, Male, Cuba,24,105598,11,34,1
252, Local_gov, Bachelors, Husband, White, Female, India,26,89325,1,19,1
253, Local_gov, Doctorate, Own_child, Amer_Indian_Eskimo, Female, England,54,110331,2,9,1
254, Self_emp_not_inc, Masters, Other_relative, Other, Male, El_Salvador,54,173321,11,7,1
255, Local_gov, Some_college, Unmarried, Amer_Indian_Eskimo, Male, Cambodia,31,35723,3,10,1
256, Local_gov, Bachelors, Own_child, White, Female, Philippines,28,51744,7,32,1
257, Local_gov, 12th, Husband, White, Female, Taiwan,37,161538,9,65,1
258, Private, Assoc_voc, Own_child, White, Female, India,36,140359,10,25,1
259, Federal_gov, Preschool, Husband, White, Male, Guatemala,39,197387,11,5,1
260, Self_emp_inc, Some_college, Husband, Black, Female, Honduras,26,173728,10,32,1
261, Local_gov, 12th, Other_relative, Other, Female, Honduras,36,81642,9,43,1
262, State_gov, Doctorate, Husband, Asian_Pac_Islander, Female, Laos,58,228528,2,47,1
263, Local_gov, Prof_school, Unmarried, Asian_Pac_Islander, Female, Iran,81,152375,5,30,1
264, Self_emp_not_inc, Preschool, Unmarried, White, Male, Germany,81,335605,14,54,1
265, Private, Preschool, Husband, Black, Male, France,35,202570,4,16,1
266, Federal_gov, 9th, Unmarried, Other, Female, India,58,154374,14,56,1
267, Self_emp_inc, 1st_4th, Own_child, Other, Female, Ecuador,70,153044,8,33,1
268, Self_emp_not_inc, 5th_6th, Husband, Black, Female, Germany,33,290521,9,30,1
269, Self_emp_inc, 1st_4th, Own_child, Amer_Indian_Eskimo, Female, Italy,37,191277,14,80,1
270, Self_emp_inc, 1st_4th, Wife, Amer_Indian_Eskimo, Female, Japan,30,106085,16,43,1
271, Private, HS_grad, Own_child, Asian_Pac_Islander, Male, Honduras,67,288353,8,37,1
272, Local_gov, Preschool, Unmarried, Black, Female, Dominican_Republic,22,36270,15,44,1
273, State_gov, 11th, Not_in_family, Asian_Pac_Islander, Male, Dominican_Republic,54,102726,4,12,1
274, Private, 1st_4th, Wife, Amer_Indian_Eskimo, Female, Japan,34,87510,13,15,1
275, Self_emp_not_inc, Assoc_voc, Not_in_family, Black, Female, Guatemala,26,103408,10,15,1
276, Self_emp_inc, 9th, Husband, Amer_Indian_Eskimo, Female, Portugal,71,99784,3,15,1
277, Self_emp_not_inc, Prof_school, Unmarried, Amer_Indian_Eskimo, Male, Ecuador,33,254440,5,50,1
278, State_gov, Some_college, Own_child, Black, Male, Philippines,73,232782,1,2,1
279, Private, Doctorate, Other_relative, Black, Female, France,26,231193,4,16,1
280, Self_emp_inc, 10th, Other_relative, White, Female, Puerto_Rico,27,205343,3,70,1
281, Self_emp_not_inc, Assoc_acdm, Unmarried, Amer_Indian_Eskimo, Female, England,66,377701,6,19,1
282, Private, Prof_school, Not_in_family, White, Male, China,33,185814,8,56,1
283, Self_emp_not_inc, HS_grad, Unmarried, Black, Male, China,52,160724,11,24,1
284, Private, Preschool, Wife, Other, Male, United_States,71,312956,9,32,1
285, Local_gov, 9th, Other_relative, White, Male, Yugoslavia,21,163862,2,45,1
286, Private, Prof_school, Other_relative, Asian_Pac_Islander, Male, Taiwan,37,240283,7,6,1
287, Self_emp_not_inc, 1st_4th, Other_relative, White, Female, South,26,153614,12,2,1
288, State_gov, Bachelors, Own_child, Asian_Pac_Islander, Male, Dominican_Republic,47,109567,16,15,1
289, Local_gov, 12th, Husband, Other, Male, Taiwan,17,152375,10,14,1
290, Self_emp_inc, Bachelors, Wife, Other, Female, India,51,198316,14,41,1
291, State_gov, Assoc_voc, Not_in_family, Amer_Indian_Eskimo, Female, Italy,61,128831,15,34,1
292, Self_emp_inc, Doctorate, Own_child, Other, Male, Germany,48,147372,4,41,1
293, Self_emp_inc, 1st_4th, Own_child, Asian_Pac_Islander, Male, France,64,168387,11,8,1
294, Private, Some_college, Wife, Other, Male, Taiwan,45,80945,5,14,1
295, Self_emp_inc, Doctorate, Husband, Asian_Pac_Islander, Female, Laos,45,125457,12,19,1
296, Self_emp_not_inc, Bachelors, Wife, Amer_Indian_Eskimo, Male, Laos,70,253814,16,41,1
297, Federal_gov, HS_grad, Husband, Asian_Pac_Islander, Female, Dominican_Republic,67,86644,1,18,1
298, Self_emp_inc, 12th, Not_in_family, White, Female, Taiwan,26,338409,6,16,1
299, Self_emp_not_inc, Assoc_acdm, Husband, Asian_Pac_Islander, Male, Iran,61,135162,5,20,1
300, Private, Some_college, Not_in_family, Black, Female, Puerto_Rico,53,110331,16,98,1
301, State_gov, 1st_4th, Wife, Black, Male, Jamaica,48,309974,10,43,1
302, Federal_gov, 11th, Other_relative, Black, Male, England,28,180609,4,55,1
303, Private, HS_grad, Other_relative, White, Male, Thailand,37,193945,4,37,1
304, Self_emp_not_inc, Preschool, Husband, Asian_Pac_Islander, Male, Canada,37,149640,13,60,1
305, State_gov, 1st_4th, Wife, Black, Female, Columbia,67,175897,16,35,1
306, Self_emp_not_inc, Assoc_voc, Own_child, Asian_Pac_Islander, Male, France,48,321171,3,42,1
