id,age,country,educational-num,fnlwgt,hours-per-week,race,relationship,sex,workclass,class
112,40,non-US,14,29526,23,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc,0
113,70,non-US,16,373050,28,Other,Husband,Female,Without-pay,1
114,22,US,12,300584,16,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
115,81,US,4,336513,92,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc,0
116,83,US,2,281030,48,Asian-Pac-Islander,Wife,Male,Private,0
117,78,US,12,39223,73,Other,Wife,Female,Self-emp-inc,0
118,73,US,4,201229,27,Other,Not-in-family,Male,Federal-gov,0
119,73,US,11,183125,52,Asian-Pac-Islander,Unmarried,Female,Local-gov,0
120,22,non-US,5,240738,85,White,Wife,Female,Local-gov,0
121,86,non-US,5,90915,99,Other,Other-relative,Male,State-gov,0
122,36,US,9,159931,53,White,Own-child,Female,State-gov,0
123,66,US,12,304973,33,Amer-Indian-Eskimo,Other-relative,Male,Without-pay,0
124,77,US,2,86750,28,Other,Not-in-family,Female,Federal-gov,0
125,55,non-US,11,99849,82,Amer-Indian-Eskimo,Own-child,Male,Private,0
126,64,US,3,180247,74,Black,Wife,Male,Self-emp-inc,0
127,62,US,5,274964,28,Black,Wife,Male,State-gov,0
128,40,non-US,14,52781,95,Other,Wife,Male,Federal-gov,1
129,47,US,7,175897,29,Asian-Pac-Islander,Husband,Female,Private,0
130,71,US,2,234320,31,White,Unmarried,Female,Federal-gov,0
131,44,US,12,233130,40,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-not-inc,0
132,34,non-US,11,180150,21,White,Other-relative,Male,Never-worked,0
133,55,non-US,9,92178,74,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
134,59,US,12,216481,22,Asian-Pac-Islander,Not-in-family,Female,Without-pay,0
135,19,non-US,14,200497,85,Amer-Indian-Eskimo,Husband,Male,Private,0
136,83,US,16,150941,1,White,Wife,Female,Never-worked,1
137,54,non-US,16,151159,13,Amer-Indian-Eskimo,Own-child,Male,Never-worked,1
138,33,non-US,4,97870,38,Other,Other-relative,Female,Federal-gov,0
139,24,non-US,5,69614,76,Amer-Indian-Eskimo,Own-child,Female,Local-gov,0
140,70,non-US,11,261677,27,Black,Not-in-family,Female,Federal-gov,0
141,89,US,2,94413,34,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov,0
142,81,non-US,1,400132,99,Asian-Pac-Islander,Not-in-family,Female,Never-worked,0
143,19,non-US,15,403681,9,Amer-Indian-Eskimo,Unmarried,Male,Without-pay,0
144,70,non-US,15,141410,22,Other,Wife,Female,State-gov,0
145,84,non-US,3,79637,19,Asian-Pac-Islander,Own-child,Female,Local-gov,0
146,89,US,5,120163,55,Other,Not-in-family,Male,Never-worked,1
147,55,US,15,181641,47,Black,Unmarried,Female,Never-worked,1
148,73,US,16,149865,10,Other,Unmarried,Female,Self-emp-not-inc,1
149,70,US,11,99399,7,Black,Husband,Male,Federal-gov,0
150,17,US,12,291904,52,Black,Husband,Female,Federal-gov,0
151,30,US,15,90273,67,Black,Husband,Female,Without-pay,0
152,42,non-US,5,143570,52,Other,Other-relative,Male,Never-worked,0
153,17,US,6,344200,15,White,Wife,Male,Self-emp-not-inc,0
154,19,non-US,4,207172,5,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc,0
155,89,non-US,2,78870,48,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
156,52,US,16,217296,94,Other,Wife,Female,Without-pay,1
157,21,non-US,8,40623,3,Black,Own-child,Female,Private,0
158,46,non-US,2,183161,10,White,Husband,Male,Self-emp-inc,0
159,74,US,6,121590,46,Amer-Indian-Eskimo,Not-in-family,Female,Never-worked,0
160,70,non-US,10,249949,72,Asian-Pac-Islander,Own-child,Female,State-gov,0
161,33,non-US,7,151977,30,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc,0
162,22,US,10,72143,45,Other,Other-relative,Female,Self-emp-inc,0
163,35,non-US,7,321529,34,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
164,47,US,11,173935,80,White,Unmarried,Male,Federal-gov,1
165,45,non-US,11,146659,66,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc,0
166,36,non-US,13,146653,7,Black,Unmarried,Female,Without-pay,0
167,55,US,9,180382,59,Asian-Pac-Islander,Husband,Male,Private,0
168,35,non-US,9,283945,43,White,Own-child,Female,Without-pay,0
169,80,US,16,236601,63,Black,Other-relative,Male,State-gov,1
170,81,non-US,5,281412,14,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
171,27,non-US,15,167501,90,Asian-Pac-Islander,Own-child,Female,State-gov,0
172,90,non-US,7,168347,20,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
173,24,non-US,14,188650,27,Asian-Pac-Islander,Own-child,Male,Never-worked,0
174,68,non-US,15,247733,70,Other,Own-child,Female,Local-gov,1
175,69,non-US,10,54911,43,Asian-Pac-Islander,Husband,Female,Without-pay,0
176,38,US,14,327462,24,Asian-Pac-Islander,Husband,Male,Local-gov,0
177,77,non-US,12,195508,7,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
178,88,US,16,185537,14,White,Not-in-family,Male,State-gov,1
179,52,US,8,117292,43,Asian-Pac-Islander,Husband,Female,Without-pay,0
180,31,non-US,7,350400,5,Asian-Pac-Islander,Wife,Female,Private,0
181,32,non-US,7,110167,60,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
182,19,non-US,14,313702,26,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,0
183,19,non-US,6,234135,92,Asian-Pac-Islander,Own-child,Male,Without-pay,0
184,41,US,14,88842,80,White,Husband,Male,Self-emp-inc,1
185,83,non-US,6,190961,46,Other,Husband,Female,Self-emp-inc,0
186,32,US,15,152046,57,Black,Husband,Male,State-gov,1
187,56,US,13,58441,54,White,Other-relative,Female,Local-gov,1
188,76,US,8,165848,46,Other,Own-child,Male,Self-emp-not-inc,0
189,64,US,9,50941,54,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc,0
190,69,US,10,190122,4,Asian-Pac-Islander,Own-child,Female,Never-worked,0
191,65,non-US,10,203897,51,Other,Unmarried,Male,Never-worked,0
192,28,US,8,145246,38,Amer-Indian-Eskimo,Husband,Male,Never-worked,0
193,65,non-US,12,136873,33,Other,Other-relative,Male,Local-gov,0
194,19,non-US,15,140513,32,White,Own-child,Male,Self-emp-inc,0
195,17,non-US,10,156809,15,Asian-Pac-Islander,Own-child,Male,Private,0
196,29,non-US,1,303212,51,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
197,63,US,9,171550,63,Black,Own-child,Male,Without-pay,0
198,79,US,5,179781,6,Asian-Pac-Islander,Other-relative,Male,Private,0
199,28,non-US,1,175594,98,Amer-Indian-Eskimo,Not-in-family,Male,Never-worked,0
200,88,non-US,1,376455,13,Amer-Indian-Eskimo,Not-in-family,Female,Private,0
201,75,US,12,204062,1,Other,Not-in-family,Female,Self-emp-inc,0
202,73,US,14,215453,62,Amer-Indian-Eskimo,Own-child,Female,Federal-gov,1
203,65,non-US,8,499001,74,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc,0
204,42,US,11,192162,79,Asian-Pac-Islander,Husband,Female,Federal-gov,0
205,21,non-US,6,198873,61,Amer-Indian-Eskimo,Husband,Female,Never-worked,0
206,57,US,16,385278,32,Black,Husband,Male,Federal-gov,1
207,23,non-US,13,110732,84,Other,Unmarried,Female,Local-gov,0
208,82,non-US,15,171467,46,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,1
209,34,US,4,215797,26,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
210,43,US,14,127363,41,White,Other-relative,Female,Local-gov,0
211,28,US,11,195635,6,Other,Husband,Male,Federal-gov,0
212,33,non-US,16,273514,51,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
213,53,US,13,198693,49,Amer-Indian-Eskimo,Unmarried,Male,Without-pay,0
214,19,US,13,247540,69,Black,Not-in-family,Female,Local-gov,0
215,76,non-US,2,315971,8,Other,Own-child,Male,Never-worked,0
216,17,US,9,230165,75,Black,Husband,Male,State-gov,0
217,77,US,8,240175,70,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-not-inc,0
218,25,US,12,243485,94,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
219,59,US,10,163278,99,Asian-Pac-Islander,Husband,Female,Local-gov,0
220,48,US,8,61791,3,Amer-Indian-Eskimo,Other-relative,Female,State-gov,0
221,17,non-US,16,215790,36,Asian-Pac-Islander,Other-relative,Male,Never-worked,0
222,30,non-US,12,287320,1,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
223,77,US,15,295662,8,White,Own-child,Male,Local-gov,1
224,34,US,3,265685,24,White,Not-in-family,Female,Local-gov,0
225,25,US,2,138416,95,White,Unmarried,Male,Self-emp-inc,0
226,35,non-US,12,127306,7,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc,0
227,49,US,2,423711,63,Asian-Pac-Islander,Unmarried,Male,Local-gov,0
228,47,US,11,67603,24,Black,Husband,Male,Federal-gov,0
229,86,US,15,581071,76,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-not-inc,1
230,65,non-US,4,271000,43,White,Own-child,Female,State-gov,0
231,83,US,11,363053,10,Asian-Pac-Islander,Other-relative,Female,Private,0
232,76,non-US,10,132145,22,Asian-Pac-Islander,Husband,Female,Federal-gov,0
233,77,US,16,194652,75,Black,Wife,Male,Local-gov,1
234,36,US,16,96346,20,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
235,52,US,15,35305,54,Black,Not-in-family,Male,State-gov,1
236,31,US,6,184306,28,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
237,82,non-US,3,146890,11,Black,Unmarried,Female,Local-gov,0
238,49,US,15,22978,67,Other,Husband,Female,Without-pay,1
239,87,non-US,8,119052,54,Other,Unmarried,Female,Self-emp-inc,0
240,26,non-US,8,35520,84,Asian-Pac-Islander,Wife,Female,Self-emp-inc,0
241,64,US,8,374790,40,Other,Other-relative,Female,State-gov,0
242,63,non-US,2,247151,39,Other,Other-relative,Female,Private,0
243,51,US,5,43764,40,Other,Not-in-family,Female,Private,0
244,19,US,8,150324,96,Black,Wife,Female,Without-pay,0
245,18,US,4,143385,6,Black,Other-relative,Male,Private,0
246,79,non-US,1,170483,55,Black,Husband,Female,Private,0
247,46,US,14,161638,57,Other,Husband,Female,Private,1
248,73,non-US,15,393965,9,Asian-Pac-Islander,Own-child,Male,Private,1
249,77,US,4,418324,76,Other,Unmarried,Female,Federal-gov,0
250,45,US,5,97950,15,Other,Not-in-family,Male,Without-pay,0
251,26,non-US,16,157624,32,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc,0
252,50,US,8,323006,51,Other,Other-relative,Male,Self-emp-not-inc,0
253,44,US,9,395567,78,Other,Wife,Female,Local-gov,0
254,78,US,6,192237,86,Black,Not-in-family,Female,Local-gov,0
255,48,non-US,1,29732,77,Other,Other-relative,Female,Private,0
256,32,US,4,300812,31,Other,Unmarried,Male,Self-emp-inc,0
257,29,non-US,9,42298,17,Asian-Pac-Islander,Not-in-family,Male,Never-worked,0
258,70,non-US,5,177783,68,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
259,20,non-US,6,219074,67,Black,Not-in-family,Female,Self-emp-not-inc,0
260,81,non-US,5,117125,40,White,Not-in-family,Male,Self-emp-not-inc,0
261,40,non-US,13,370494,35,Black,Unmarried,Female,Without-pay,0
262,60,non-US,11,193122,81,Black,Not-in-family,Female,Local-gov,0
263,81,US,7,98837,39,Black,Husband,Female,Self-emp-inc,0
264,50,US,12,134045,56,Other,Own-child,Male,Self-emp-not-inc,0
265,36,non-US,9,324021,66,White,Own-child,Female,Self-emp-inc,0
266,50,non-US,13,204241,86,Asian-Pac-Islander,Unmarried,Female,Without-pay,0
267,36,non-US,8,89870,97,Black,Not-in-family,Female,Local-gov,0
268,59,US,10,211668,27,Black,Other-relative,Male,Private,0
269,17,US,10,279636,13,Black,Unmarried,Male,Never-worked,0
270,52,US,12,80312,67,Amer-Indian-Eskimo,Other-relative,Female,Never-worked,0
271,53,US,14,210781,79,White,Husband,Female,Never-worked,1
272,49,non-US,7,242984,17,Other,Unmarried,Female,Private,0
273,54,US,6,108446,40,Asian-Pac-Islander,Husband,Male,Local-gov,0
274,21,non-US,14,310197,95,Amer-Indian-Eskimo,Wife,Male,Never-worked,0
275,45,non-US,16,32271,87,Other,Own-child,Male,Without-pay,1
276,68,US,16,175034,85,Amer-Indian-Eskimo,Not-in-family,Male,State-gov,1
277,48,non-US,13,100734,11,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
278,53,US,12,213412,26,Asian-Pac-Islander,Wife,Female,Without-pay,0
279,20,non-US,15,290267,15,Other,Other-relative,Female,Local-gov,0
280,85,US,5,163594,16,White,Not-in-family,Female,Private,0
281,31,non-US,9,164219,54,Amer-Indian-Eskimo,Wife,Male,Self-emp-not-inc,0
282,57,US,6,106760,61,Other,Unmarried,Female,Without-pay,0
283,43,non-US,8,175468,41,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
284,31,US,16,143732,15,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
285,90,US,7,176900,47,Asian-Pac-Islander,Wife,Female,Local-gov,0
286,78,non-US,7,91433,17,Amer-Indian-Eskimo,Unmarried,Male,Private,0
287,57,US,2,117833,72,Asian-Pac-Islander,Wife,Female,Without-pay,0
288,53,US,4,313729,36,Black,Husband,Female,Without-pay,0
289,71,non-US,12,436861,43,White,Own-child,Male,Self-emp-not-inc,1
290,18,non-US,5,298332,39,White,Wife,Female,Self-emp-not-inc,0
291,90,US,10,208238,27,Black,Own-child,Female,Self-emp-not-inc,0
292,35,non-US,7,126500,59,Amer-Indian-Eskimo,Own-child,Male,State-gov,0
293,55,US,10,158363,18,Other,Own-child,Male,Without-pay,0
294,32,non-US,16,105478,77,Amer-Indian-Eskimo,Not-in-family,Female,State-gov,0
295,47,non-US,10,107318,63,Other,Not-in-family,Female,Federal-gov,0
296,88,US,10,168447,28,Other,Not-in-family,Male,Local-gov,0
297,51,US,1,185896,68,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
298,39,non-US,7,188199,85,Black,Own-child,Female,State-gov,0
299,73,non-US,4,88019,3,Asian-Pac-Islander,Not-in-family,Male,Local-gov,0
300,65,US,9,103218,77,Asian-Pac-Islander,Other-relative,Female,Private,0
301,44,US,14,112212,91,White,Own-child,Male,Private,1
302,47,non-US,7,161155,45,Black,Husband,Male,Local-gov,0
303,30,non-US,13,335655,70,White,Wife,Female,Self-emp-not-inc,0
304,55,non-US,5,143776,70,Other,Wife,Female,Self-emp-inc,0
305,40,non-US,8,173854,97,Amer-Indian-Eskimo,Own-child,Male,Never-worked,0
306,56,US,6,327766,28,White,Wife,Female,Self-emp-inc,0
307,44,non-US,5,229745,17,Black,Unmarried,Female,Without-pay,0
308,20,US,15,293017,79,Asian-Pac-Islander,Not-in-family,Female,Self-emp-inc,0
309,68,US,10,422149,63,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
310,79,US,12,159939,55,Asian-Pac-Islander,Not-in-family,Male,Without-pay,1
311,51,US,11,242984,22,Other,Not-in-family,Female,Never-worked,0
312,57,non-US,9,209443,64,Asian-Pac-Islander,Wife,Female,Federal-gov,0
313,82,US,10,206149,78,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-not-inc,0
314,90,US,8,294642,78,Other,Wife,Male,Self-emp-not-inc,0
315,71,non-US,8,53355,8,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc,0
316,38,non-US,6,200098,75,Other,Husband,Male,State-gov,0
317,50,US,14,34309,81,White,Wife,Female,Private,0
318,90,US,2,235781,99,Amer-Indian-Eskimo,Other-relative,Male,State-gov,0
319,87,US,16,378707,90,Black,Unmarried,Female,Local-gov,1
320,29,US,11,328466,39,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
321,39,US,13,43909,63,Other,Wife,Male,Self-emp-not-inc,0
322,64,US,2,387779,14,Black,Unmarried,Male,Private,0
323,30,non-US,4,275369,39,Black,Wife,Male,Never-worked,0
324,81,non-US,15,107895,32,Black,Own-child,Female,Never-worked,0
325,85,US,1,220237,98,White,Other-relative,Male,Local-gov,1
326,82,non-US,3,201495,60,White,Husband,Female,Local-gov,0
327,46,non-US,15,421065,62,Asian-Pac-Islander,Husband,Female,Local-gov,1
328,64,non-US,2,55764,15,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
329,34,US,3,166894,80,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
330,59,non-US,11,180190,70,White,Husband,Female,Without-pay,0
331,73,non-US,5,252570,75,Asian-Pac-Islander,Unmarried,Female,State-gov,0
332,62,US,6,112838,69,White,Wife,Female,Never-worked,0
333,36,non-US,7,279608,8,Other,Husband,Male,Local-gov,0
334,31,US,6,152731,35,Black,Husband,Female,Without-pay,0
335,45,non-US,1,52386,75,Amer-Indian-Eskimo,Own-child,Female,Without-pay,0
336,89,US,13,245297,78,Asian-Pac-Islander,Own-child,Male,Never-worked,1
337,43,US,4,223792,85,Other,Own-child,Male,Never-worked,0
338,57,non-US,11,228480,63,Amer-Indian-Eskimo,Husband,Male,Private,0
339,84,US,4,89690,76,Asian-Pac-Islander,Own-child,Female,State-gov,0
340,84,non-US,4,250037,2,Other,Unmarried,Female,Self-emp-not-inc,0
341,57,US,1,235951,99,Amer-Indian-Eskimo,Wife,Male,Local-gov,0
342,75,US,13,203570,25,White,Not-in-family,Male,Local-gov,1
343,68,non-US,3,230568,80,White,Not-in-family,Female,State-gov,0
344,43,US,13,179915,51,Black,Not-in-family,Male,Local-gov,1
345,75,US,9,167375,16,Other,Own-child,Female,Without-pay,0
346,42,US,10,200453,39,White,Not-in-family,Male,Self-emp-not-inc,0
347,80,US,2,172370,89,Asian-Pac-Islander,Unmarried,Female,Without-pay,0
348,42,non-US,5,104003,56,Black,Other-relative,Female,State-gov,0
349,43,non-US,11,513100,11,Asian-Pac-Islander,Husband,Male,Self-emp-inc,0
350,81,US,16,377815,81,Asian-Pac-Islander,Not-in-family,Male,Self-emp-inc,1
351,66,US,2,408427,54,Asian-Pac-Islander,Husband,Female,Self-emp-inc,0
352,78,US,10,266489,42,White,Wife,Female,Private,0
353,37,US,4,54566,24,Amer-Indian-Eskimo,Husband,Male,Local-gov,0
354,42,US,14,464552,52,Other,Own-child,Female,State-gov,0
355,73,non-US,15,80123,79,White,Not-in-family,Male,Without-pay,1
356,18,non-US,7,126010,18,Black,Unmarried,Female,Self-emp-not-inc,0
357,81,non-US,14,352448,34,Other,Own-child,Female,Self-emp-not-inc,0
358,70,US,16,112062,65,Asian-Pac-Islander,Not-in-family,Male,Federal-gov,1
359,30,US,15,268913,35,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
360,21,non-US,15,317040,35,Other,Own-child,Male,State-gov,0
361,33,US,2,242768,24,White,Husband,Female,Federal-gov,0
362,54,US,13,149950,58,Amer-Indian-Eskimo,Own-child,Female,Private,0
363,43,non-US,2,150683,65,White,Own-child,Male,Never-worked,0
364,18,US,11,22149,70,Black,Husband,Female,Self-emp-inc,0
