id,age,country,educational-num,fnlwgt,hours-per-week,race,relationship,sex,workclass,class
25,40<x<55,US,1<x<9,209808<x<316597,10<x<30,Asian-Pac-Islander,Own-child,Male,Never-worked,0
26,33<x<35,non-US,10<x<12,316820<x<392849,10<x<30,Other,Unmarried,Male,State-gov,0
27,55<x<62,non-US,1<x<9,209808<x<316597,10<x<30,Amer-Indian-Eskimo,Husband,Male,Never-worked,0
28,x<67,non-US,1<x<9,209808<x<316597,10<x<30,Amer-Indian-Eskimo,Other-relative,Female,Private,0
29,x<67,US,1<x<9,209808<x<316597,50<x<60,Black,Wife,Male,State-gov,0
30,30<x<31,US,12<x<14,209808<x<316597,x<65,Black,Not-in-family,Female,State-gov,0
31,x<67,US,1<x<9,75755<x<209532,50<x<60,Other,Husband,Male,Federal-gov,1
32,x<67,non-US,1<x<9,x<392849,x<65,White,Wife,Male,Federal-gov,1
33,x<67,US,x<1,75755<x<209532,50<x<60,Other,Not-in-family,Male,State-gov,0
34,19<x<21,non-US,1<x<9,75755<x<209532,50<x<60,Black,Own-child,Male,Federal-gov,0
35,x<67,US,1<x<9,75755<x<209532,10<x<30,Black,Own-child,Male,Never-worked,0
36,x<67,non-US,12<x<14,209808<x<316597,50<x<60,Amer-Indian-Eskimo,Husband,Female,Local-gov,1
37,x<67,US,1<x<9,209808<x<316597,50<x<60,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
38,62<x<67,non-US,1<x<9,42869<x<75413,32<x<35,White,Husband,Male,Self-emp-not-inc,0
39,x<67,non-US,1<x<9,75755<x<209532,x<65,White,Unmarried,Female,Federal-gov,0
40,24<x<27,US,1<x<9,316820<x<392849,10<x<30,Asian-Pac-Islander,Not-in-family,Male,Never-worked,0
41,x<67,non-US,15<x<16,75755<x<209532,x<65,White,Not-in-family,Female,Without-pay,1
42,x<67,non-US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc,0
43,55<x<62,non-US,1<x<9,209808<x<316597,x<65,Black,Not-in-family,Female,State-gov,0
44,35<x<40,non-US,15<x<16,75755<x<209532,47<x<50,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc,1
45,x<67,US,1<x<9,75755<x<209532,x<65,Black,Other-relative,Female,Private,0
46,x<67,US,9<x<10,x<392849,10<x<30,Other,Husband,Female,Self-emp-inc,0
47,35<x<40,non-US,1<x<9,209808<x<316597,x<65,White,Own-child,Female,Without-pay,0
48,x<67,non-US,12<x<14,22366<x<37674,x<65,Asian-Pac-Islander,Wife,Female,Private,0
49,40<x<55,non-US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Husband,Female,Never-worked,0
50,40<x<55,non-US,12<x<14,316820<x<392849,x<65,Black,Other-relative,Female,Local-gov,1
51,55<x<62,US,9<x<10,75755<x<209532,10<x<30,Asian-Pac-Islander,Own-child,Male,Self-emp-inc,0
52,19<x<21,non-US,1<x<9,209808<x<316597,50<x<60,White,Other-relative,Female,Private,0
53,35<x<40,US,15<x<16,x<392849,2<x<10,Asian-Pac-Islander,Other-relative,Male,Local-gov,1
54,x<67,US,10<x<12,316820<x<392849,x<65,White,Husband,Male,Without-pay,1
55,x<67,non-US,14<x<15,75755<x<209532,32<x<35,Black,Husband,Female,Without-pay,0
56,x<67,US,1<x<9,x<392849,32<x<35,Other,Own-child,Male,State-gov,0
57,x<67,US,1<x<9,75755<x<209532,2<x<10,Other,Own-child,Male,State-gov,0
58,55<x<62,non-US,14<x<15,75755<x<209532,43<x<47,White,Own-child,Female,Never-worked,1
59,24<x<27,non-US,x<1,75755<x<209532,x<65,Amer-Indian-Eskimo,Other-relative,Female,State-gov,0
60,33<x<35,non-US,12<x<14,209808<x<316597,10<x<30,Other,Husband,Male,Self-emp-inc,0
61,35<x<40,US,1<x<9,316820<x<392849,x<65,Asian-Pac-Islander,Own-child,Female,Federal-gov,0
62,19<x<21,non-US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Wife,Male,Local-gov,0
63,40<x<55,US,1<x<9,75755<x<209532,50<x<60,White,Other-relative,Male,Private,0
64,19<x<21,non-US,1<x<9,75755<x<209532,10<x<30,Asian-Pac-Islander,Unmarried,Male,State-gov,0
65,x<67,non-US,1<x<9,75755<x<209532,43<x<47,Black,Not-in-family,Female,Self-emp-inc,0
66,35<x<40,non-US,1<x<9,75755<x<209532,10<x<30,Amer-Indian-Eskimo,Unmarried,Female,Self-emp-inc,0
67,40<x<55,non-US,1<x<9,75755<x<209532,x<65,Other,Wife,Male,Local-gov,0
68,19<x<21,US,14<x<15,75755<x<209532,10<x<30,White,Not-in-family,Male,Without-pay,0
69,62<x<67,non-US,10<x<12,75755<x<209532,x<65,Asian-Pac-Islander,Unmarried,Male,Without-pay,0
70,55<x<62,US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,0
71,40<x<55,US,1<x<9,209808<x<316597,60<x<65,White,Other-relative,Male,Self-emp-inc,0
72,31<x<33,US,12<x<14,75755<x<209532,x<2,Asian-Pac-Islander,Husband,Male,Private,0
73,35<x<40,non-US,1<x<9,75755<x<209532,x<65,Black,Own-child,Female,Private,0
74,35<x<40,US,1<x<9,209808<x<316597,30<x<32,Amer-Indian-Eskimo,Not-in-family,Female,State-gov,0
75,x<67,non-US,1<x<9,75755<x<209532,10<x<30,Other,Own-child,Female,State-gov,0
76,x<67,US,1<x<9,75755<x<209532,10<x<30,Other,Husband,Male,Self-emp-inc,0
77,62<x<67,US,1<x<9,x<392849,10<x<30,Black,Husband,Female,Local-gov,0
78,28<x<30,US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Wife,Female,Private,0
79,40<x<55,US,1<x<9,75755<x<209532,2<x<10,Black,Not-in-family,Female,Self-emp-inc,0
80,x<67,non-US,1<x<9,316820<x<392849,x<65,Asian-Pac-Islander,Not-in-family,Female,Never-worked,0
81,x<67,non-US,9<x<10,209808<x<316597,x<65,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc,1
82,x<19,US,12<x<14,209808<x<316597,10<x<30,Black,Unmarried,Female,Self-emp-not-inc,0
83,24<x<27,US,1<x<9,209808<x<316597,50<x<60,White,Other-relative,Female,Self-emp-inc,0
84,33<x<35,non-US,1<x<9,316820<x<392849,x<65,Amer-Indian-Eskimo,Own-child,Male,Self-emp-inc,0
85,24<x<27,US,1<x<9,75755<x<209532,x<65,Other,Unmarried,Female,Federal-gov,0
86,x<67,non-US,1<x<9,209808<x<316597,10<x<30,Black,Unmarried,Female,Self-emp-inc,0
87,x<67,US,10<x<12,22366<x<37674,x<65,Other,Wife,Male,Private,1
88,55<x<62,non-US,1<x<9,75755<x<209532,2<x<10,Asian-Pac-Islander,Other-relative,Female,Without-pay,0
89,40<x<55,non-US,1<x<9,75755<x<209532,x<65,Other,Husband,Female,State-gov,0
90,40<x<55,non-US,1<x<9,75755<x<209532,10<x<30,Other,Wife,Male,Without-pay,0
91,40<x<55,US,9<x<10,209808<x<316597,2<x<10,Asian-Pac-Islander,Unmarried,Male,Without-pay,0
92,x<67,non-US,x<1,75755<x<209532,x<65,White,Own-child,Male,Federal-gov,0
93,28<x<30,US,10<x<12,75755<x<209532,50<x<60,Black,Husband,Female,State-gov,0
94,62<x<67,US,10<x<12,75755<x<209532,10<x<30,Black,Wife,Female,Federal-gov,0
95,x<67,non-US,1<x<9,75755<x<209532,x<65,Black,Other-relative,Female,Self-emp-not-inc,0
96,23<x<24,US,1<x<9,75755<x<209532,50<x<60,Amer-Indian-Eskimo,Husband,Male,Federal-gov,0
97,x<67,US,14<x<15,22366<x<37674,x<65,White,Other-relative,Male,State-gov,1
98,55<x<62,non-US,14<x<15,42869<x<75413,x<65,Asian-Pac-Islander,Husband,Male,Self-emp-inc,1
99,x<19,US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Not-in-family,Male,Self-emp-not-inc,0
100,40<x<55,non-US,1<x<9,42869<x<75413,x<65,Other,Unmarried,Female,Local-gov,0
101,40<x<55,US,1<x<9,209808<x<316597,10<x<30,Asian-Pac-Islander,Wife,Female,Local-gov,0
102,40<x<55,non-US,1<x<9,316820<x<392849,x<65,White,Husband,Female,State-gov,0
103,40<x<55,non-US,1<x<9,75755<x<209532,50<x<60,Amer-Indian-Eskimo,Wife,Male,Without-pay,0
104,x<67,US,15<x<16,209808<x<316597,x<65,White,Other-relative,Female,Federal-gov,1
105,35<x<40,non-US,12<x<14,22366<x<37674,x<65,Asian-Pac-Islander,Own-child,Male,Never-worked,1
106,35<x<40,US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Other-relative,Male,Never-worked,0
107,35<x<40,US,1<x<9,209808<x<316597,10<x<30,Amer-Indian-Eskimo,Husband,Male,Self-emp-inc,0
108,55<x<62,non-US,x<1,75755<x<209532,32<x<35,Asian-Pac-Islander,Wife,Female,State-gov,0
109,x<67,non-US,9<x<10,75755<x<209532,41<x<43,Other,Wife,Male,Without-pay,0
110,35<x<40,US,1<x<9,209808<x<316597,2<x<10,Amer-Indian-Eskimo,Own-child,Male,Without-pay,0
111,40<x<55,non-US,14<x<15,75755<x<209532,2<x<10,Amer-Indian-Eskimo,Wife,Male,Never-worked,0
112,35<x<40,non-US,12<x<14,22366<x<37674,10<x<30,Asian-Pac-Islander,Wife,Female,Self-emp-not-inc,0
113,x<67,non-US,15<x<16,316820<x<392849,10<x<30,Other,Husband,Female,Without-pay,1
114,21<x<23,US,10<x<12,209808<x<316597,10<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
115,x<67,US,1<x<9,316820<x<392849,x<65,Amer-Indian-Eskimo,Wife,Female,Self-emp-not-inc,0
116,x<67,US,1<x<9,209808<x<316597,47<x<50,Asian-Pac-Islander,Wife,Male,Private,0
117,x<67,US,10<x<12,37719<x<42869,x<65,Other,Wife,Female,Self-emp-inc,0
118,x<67,US,1<x<9,75755<x<209532,10<x<30,Other,Not-in-family,Male,Federal-gov,0
119,x<67,US,10<x<12,75755<x<209532,50<x<60,Asian-Pac-Islander,Unmarried,Female,Local-gov,0
120,21<x<23,non-US,1<x<9,209808<x<316597,x<65,White,Wife,Female,Local-gov,0
121,x<67,non-US,1<x<9,75755<x<209532,x<65,Other,Other-relative,Male,State-gov,0
122,35<x<40,US,1<x<9,75755<x<209532,50<x<60,White,Own-child,Female,State-gov,0
123,62<x<67,US,10<x<12,209808<x<316597,32<x<35,Amer-Indian-Eskimo,Other-relative,Male,Without-pay,0
124,x<67,US,1<x<9,75755<x<209532,10<x<30,Other,Not-in-family,Female,Federal-gov,0
125,40<x<55,non-US,10<x<12,75755<x<209532,x<65,Amer-Indian-Eskimo,Own-child,Male,Private,0
126,62<x<67,US,1<x<9,75755<x<209532,x<65,Black,Wife,Male,Self-emp-inc,0
127,55<x<62,US,1<x<9,209808<x<316597,10<x<30,Black,Wife,Male,State-gov,0
128,35<x<40,non-US,12<x<14,42869<x<75413,x<65,Other,Wife,Male,Federal-gov,1
129,40<x<55,US,1<x<9,75755<x<209532,10<x<30,Asian-Pac-Islander,Husband,Female,Private,0
130,x<67,US,1<x<9,209808<x<316597,30<x<32,White,Unmarried,Female,Federal-gov,0
131,40<x<55,US,10<x<12,209808<x<316597,35<x<40,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-not-inc,0
132,33<x<35,non-US,10<x<12,75755<x<209532,10<x<30,White,Other-relative,Male,Never-worked,0
133,40<x<55,non-US,1<x<9,75755<x<209532,x<65,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
134,55<x<62,US,10<x<12,209808<x<316597,10<x<30,Asian-Pac-Islander,Not-in-family,Female,Without-pay,0
135,x<19,non-US,12<x<14,75755<x<209532,x<65,Amer-Indian-Eskimo,Husband,Male,Private,0
136,x<67,US,15<x<16,75755<x<209532,x<2,White,Wife,Female,Never-worked,0
137,40<x<55,non-US,15<x<16,75755<x<209532,10<x<30,Amer-Indian-Eskimo,Own-child,Male,Never-worked,1
138,31<x<33,non-US,1<x<9,75755<x<209532,35<x<40,Other,Other-relative,Female,Federal-gov,0
139,23<x<24,non-US,1<x<9,42869<x<75413,x<65,Amer-Indian-Eskimo,Own-child,Female,Local-gov,0
140,x<67,non-US,10<x<12,209808<x<316597,10<x<30,Black,Not-in-family,Female,Federal-gov,0
141,x<67,US,1<x<9,75755<x<209532,32<x<35,Amer-Indian-Eskimo,Not-in-family,Male,Local-gov,0
142,x<67,non-US,x<1,x<392849,x<65,Asian-Pac-Islander,Not-in-family,Female,Never-worked,0
143,x<19,non-US,14<x<15,x<392849,2<x<10,Amer-Indian-Eskimo,Unmarried,Male,Without-pay,0
144,x<67,non-US,14<x<15,75755<x<209532,10<x<30,Other,Wife,Female,State-gov,0
145,x<67,non-US,1<x<9,75755<x<209532,10<x<30,Asian-Pac-Islander,Own-child,Female,Local-gov,0
146,x<67,US,1<x<9,75755<x<209532,50<x<60,Other,Not-in-family,Male,Never-worked,0
147,40<x<55,US,14<x<15,75755<x<209532,43<x<47,Black,Unmarried,Female,Never-worked,0
148,x<67,US,15<x<16,75755<x<209532,2<x<10,Other,Unmarried,Female,Self-emp-not-inc,0
149,x<67,US,10<x<12,75755<x<209532,2<x<10,Black,Husband,Male,Federal-gov,0
150,x<19,US,10<x<12,209808<x<316597,50<x<60,Black,Husband,Female,Federal-gov,0
151,28<x<30,US,14<x<15,75755<x<209532,x<65,Black,Husband,Female,Without-pay,0
152,40<x<55,non-US,1<x<9,75755<x<209532,50<x<60,Other,Other-relative,Male,Never-worked,0
153,x<19,US,1<x<9,316820<x<392849,10<x<30,White,Wife,Male,Self-emp-not-inc,0
154,x<19,non-US,1<x<9,75755<x<209532,2<x<10,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc,0
155,x<67,non-US,1<x<9,75755<x<209532,47<x<50,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
156,40<x<55,US,15<x<16,209808<x<316597,x<65,Other,Wife,Female,Without-pay,1
157,19<x<21,non-US,1<x<9,37719<x<42869,2<x<10,Black,Own-child,Female,Private,0
158,40<x<55,non-US,1<x<9,75755<x<209532,2<x<10,White,Husband,Male,Self-emp-inc,0
159,x<67,US,1<x<9,75755<x<209532,43<x<47,Amer-Indian-Eskimo,Not-in-family,Female,Never-worked,0
160,x<67,non-US,9<x<10,209808<x<316597,x<65,Asian-Pac-Islander,Own-child,Female,State-gov,0
161,31<x<33,non-US,1<x<9,75755<x<209532,10<x<30,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc,0
162,21<x<23,US,9<x<10,42869<x<75413,43<x<47,Other,Other-relative,Female,Self-emp-inc,0
163,33<x<35,non-US,1<x<9,316820<x<392849,32<x<35,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
164,40<x<55,US,10<x<12,75755<x<209532,x<65,White,Unmarried,Male,Federal-gov,1
165,40<x<55,non-US,10<x<12,75755<x<209532,x<65,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc,0
166,35<x<40,non-US,12<x<14,75755<x<209532,2<x<10,Black,Unmarried,Female,Without-pay,0
167,40<x<55,US,1<x<9,75755<x<209532,50<x<60,Asian-Pac-Islander,Husband,Male,Private,0
168,33<x<35,non-US,1<x<9,209808<x<316597,41<x<43,White,Own-child,Female,Without-pay,0
169,x<67,US,15<x<16,209808<x<316597,60<x<65,Black,Other-relative,Male,State-gov,1
170,x<67,non-US,1<x<9,209808<x<316597,10<x<30,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
171,24<x<27,non-US,14<x<15,75755<x<209532,x<65,Asian-Pac-Islander,Own-child,Female,State-gov,0
172,x<67,non-US,1<x<9,75755<x<209532,10<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
173,23<x<24,non-US,12<x<14,75755<x<209532,10<x<30,Asian-Pac-Islander,Own-child,Male,Never-worked,0
174,x<67,non-US,14<x<15,209808<x<316597,x<65,Other,Own-child,Female,Local-gov,1
175,x<67,non-US,9<x<10,42869<x<75413,41<x<43,Asian-Pac-Islander,Husband,Female,Without-pay,0
176,35<x<40,US,12<x<14,316820<x<392849,10<x<30,Asian-Pac-Islander,Husband,Male,Local-gov,0
177,x<67,non-US,10<x<12,75755<x<209532,2<x<10,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
178,x<67,US,15<x<16,75755<x<209532,10<x<30,White,Not-in-family,Male,State-gov,1
179,40<x<55,US,1<x<9,75755<x<209532,41<x<43,Asian-Pac-Islander,Husband,Female,Without-pay,0
180,30<x<31,non-US,1<x<9,316820<x<392849,2<x<10,Asian-Pac-Islander,Wife,Female,Private,0
181,31<x<33,non-US,1<x<9,75755<x<209532,50<x<60,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
182,x<19,non-US,12<x<14,209808<x<316597,10<x<30,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,0
183,x<19,non-US,1<x<9,209808<x<316597,x<65,Asian-Pac-Islander,Own-child,Male,Without-pay,0
184,40<x<55,US,12<x<14,75755<x<209532,x<65,White,Husband,Male,Self-emp-inc,1
185,x<67,non-US,1<x<9,75755<x<209532,43<x<47,Other,Husband,Female,Self-emp-inc,0
186,31<x<33,US,14<x<15,75755<x<209532,50<x<60,Black,Husband,Male,State-gov,1
187,55<x<62,US,12<x<14,42869<x<75413,50<x<60,White,Other-relative,Female,Local-gov,1
188,x<67,US,1<x<9,75755<x<209532,43<x<47,Other,Own-child,Male,Self-emp-not-inc,0
189,62<x<67,US,1<x<9,42869<x<75413,50<x<60,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc,0
190,x<67,US,9<x<10,75755<x<209532,2<x<10,Asian-Pac-Islander,Own-child,Female,Never-worked,0
191,62<x<67,non-US,9<x<10,75755<x<209532,50<x<60,Other,Unmarried,Male,Never-worked,0
192,27<x<28,US,1<x<9,75755<x<209532,35<x<40,Amer-Indian-Eskimo,Husband,Male,Never-worked,0
193,62<x<67,non-US,10<x<12,75755<x<209532,32<x<35,Other,Other-relative,Male,Local-gov,0
194,x<19,non-US,14<x<15,75755<x<209532,30<x<32,White,Own-child,Male,Self-emp-inc,0
195,x<19,non-US,9<x<10,75755<x<209532,10<x<30,Asian-Pac-Islander,Own-child,Male,Private,0
196,28<x<30,non-US,x<1,209808<x<316597,50<x<60,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
197,62<x<67,US,1<x<9,75755<x<209532,60<x<65,Black,Own-child,Male,Without-pay,0
198,x<67,US,1<x<9,75755<x<209532,2<x<10,Asian-Pac-Islander,Other-relative,Male,Private,0
199,27<x<28,non-US,x<1,75755<x<209532,x<65,Amer-Indian-Eskimo,Not-in-family,Male,Never-worked,0
200,x<67,non-US,x<1,316820<x<392849,10<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Private,0
201,x<67,US,10<x<12,75755<x<209532,x<2,Other,Not-in-family,Female,Self-emp-inc,0
202,x<67,US,12<x<14,209808<x<316597,60<x<65,Amer-Indian-Eskimo,Own-child,Female,Federal-gov,1
203,62<x<67,non-US,1<x<9,x<392849,x<65,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc,0
204,40<x<55,US,10<x<12,75755<x<209532,x<65,Asian-Pac-Islander,Husband,Female,Federal-gov,0
205,19<x<21,non-US,1<x<9,75755<x<209532,60<x<65,Amer-Indian-Eskimo,Husband,Female,Never-worked,0
206,55<x<62,US,15<x<16,316820<x<392849,30<x<32,Black,Husband,Male,Federal-gov,1
207,21<x<23,non-US,12<x<14,75755<x<209532,x<65,Other,Unmarried,Female,Local-gov,0
208,x<67,non-US,14<x<15,75755<x<209532,43<x<47,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,1
209,33<x<35,US,1<x<9,209808<x<316597,10<x<30,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
210,40<x<55,US,12<x<14,75755<x<209532,40<x<41,White,Other-relative,Female,Local-gov,0
211,27<x<28,US,10<x<12,75755<x<209532,2<x<10,Other,Husband,Male,Federal-gov,0
212,31<x<33,non-US,15<x<16,209808<x<316597,50<x<60,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
213,40<x<55,US,12<x<14,75755<x<209532,47<x<50,Amer-Indian-Eskimo,Unmarried,Male,Without-pay,0
214,x<19,US,12<x<14,209808<x<316597,x<65,Black,Not-in-family,Female,Local-gov,0
215,x<67,non-US,1<x<9,209808<x<316597,2<x<10,Other,Own-child,Male,Never-worked,0
216,x<19,US,1<x<9,209808<x<316597,x<65,Black,Husband,Male,State-gov,0
217,x<67,US,1<x<9,209808<x<316597,x<65,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-not-inc,0
218,24<x<27,US,10<x<12,209808<x<316597,x<65,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
219,55<x<62,US,9<x<10,75755<x<209532,x<65,Asian-Pac-Islander,Husband,Female,Local-gov,0
220,40<x<55,US,1<x<9,42869<x<75413,2<x<10,Amer-Indian-Eskimo,Other-relative,Female,State-gov,0
221,x<19,non-US,15<x<16,209808<x<316597,35<x<40,Asian-Pac-Islander,Other-relative,Male,Never-worked,0
222,28<x<30,non-US,10<x<12,209808<x<316597,x<2,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
223,x<67,US,14<x<15,209808<x<316597,2<x<10,White,Own-child,Male,Local-gov,1
224,33<x<35,US,1<x<9,209808<x<316597,10<x<30,White,Not-in-family,Female,Local-gov,0
225,24<x<27,US,1<x<9,75755<x<209532,x<65,White,Unmarried,Male,Self-emp-inc,0
226,33<x<35,non-US,10<x<12,75755<x<209532,2<x<10,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc,0
227,40<x<55,US,1<x<9,x<392849,60<x<65,Asian-Pac-Islander,Unmarried,Male,Local-gov,0
228,40<x<55,US,10<x<12,42869<x<75413,10<x<30,Black,Husband,Male,Federal-gov,0
229,x<67,US,14<x<15,x<392849,x<65,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-not-inc,1
230,62<x<67,non-US,1<x<9,209808<x<316597,41<x<43,White,Own-child,Female,State-gov,0
231,x<67,US,10<x<12,316820<x<392849,2<x<10,Asian-Pac-Islander,Other-relative,Female,Private,0
232,x<67,non-US,9<x<10,75755<x<209532,10<x<30,Asian-Pac-Islander,Husband,Female,Federal-gov,0
233,x<67,US,15<x<16,75755<x<209532,x<65,Black,Wife,Male,Local-gov,1
234,35<x<40,US,15<x<16,75755<x<209532,10<x<30,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
235,40<x<55,US,14<x<15,22366<x<37674,50<x<60,Black,Not-in-family,Male,State-gov,1
236,30<x<31,US,1<x<9,75755<x<209532,10<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
237,x<67,non-US,1<x<9,75755<x<209532,10<x<30,Black,Unmarried,Female,Local-gov,0
238,40<x<55,US,14<x<15,22366<x<37674,x<65,Other,Husband,Female,Without-pay,1
239,x<67,non-US,1<x<9,75755<x<209532,50<x<60,Other,Unmarried,Female,Self-emp-inc,0
240,24<x<27,non-US,1<x<9,22366<x<37674,x<65,Asian-Pac-Islander,Wife,Female,Self-emp-inc,0
241,62<x<67,US,1<x<9,316820<x<392849,35<x<40,Other,Other-relative,Female,State-gov,0
242,62<x<67,non-US,1<x<9,209808<x<316597,35<x<40,Other,Other-relative,Female,Private,0
243,40<x<55,US,1<x<9,42869<x<75413,35<x<40,Other,Not-in-family,Female,Private,0
244,x<19,US,1<x<9,75755<x<209532,x<65,Black,Wife,Female,Without-pay,0
245,x<19,US,1<x<9,75755<x<209532,2<x<10,Black,Other-relative,Male,Private,0
246,x<67,non-US,x<1,75755<x<209532,50<x<60,Black,Husband,Female,Private,0
247,40<x<55,US,12<x<14,75755<x<209532,50<x<60,Other,Husband,Female,Private,1
248,x<67,non-US,14<x<15,x<392849,2<x<10,Asian-Pac-Islander,Own-child,Male,Private,1
249,x<67,US,1<x<9,x<392849,x<65,Other,Unmarried,Female,Federal-gov,0
250,40<x<55,US,1<x<9,75755<x<209532,10<x<30,Other,Not-in-family,Male,Without-pay,0
251,24<x<27,non-US,15<x<16,75755<x<209532,30<x<32,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc,0
252,40<x<55,US,1<x<9,316820<x<392849,50<x<60,Other,Other-relative,Male,Self-emp-not-inc,0
253,40<x<55,US,1<x<9,x<392849,x<65,Other,Wife,Female,Local-gov,0
254,x<67,US,1<x<9,75755<x<209532,x<65,Black,Not-in-family,Female,Local-gov,0
255,40<x<55,non-US,x<1,22366<x<37674,x<65,Other,Other-relative,Female,Private,0
256,31<x<33,US,1<x<9,209808<x<316597,30<x<32,Other,Unmarried,Male,Self-emp-inc,0
257,28<x<30,non-US,1<x<9,37719<x<42869,10<x<30,Asian-Pac-Islander,Not-in-family,Male,Never-worked,0
258,x<67,non-US,1<x<9,75755<x<209532,x<65,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
259,19<x<21,non-US,1<x<9,209808<x<316597,x<65,Black,Not-in-family,Female,Self-emp-not-inc,0
