,antecedent,pd,cls,conf_pd,conf_pnd,elift,sup_pd,sup_pnd
636,"['ParentschoolSatisfaction=Good', 'Discussion=50<x<74', 'VisITedResources=24<x<49']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1211,"['ParentschoolSatisfaction=Good', 'SectionID=B', 'GradeID=G-08']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1187,"['AnnouncementsView=49<x<73', 'NationalITy=Iran']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1174,"['AnnouncementsView=24<x<49', 'Topic=Geology']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1166,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'Topic=Geology']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1107,"['ParentschoolSatisfaction=Good', 'StageID=HighSchool', 'raisedhands=25<x<50']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
1104,"['Relation=Mum', 'StageID=HighSchool', 'raisedhands=25<x<50']",gender=F,class=L,0.5555555555555556,0.6666666666666666,0.8333333333333334,5.0,12.0
1069,"['Relation=Mum', 'Topic=French']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1066,"['SectionID=A', 'NationalITy=Syria']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1064,"['ParentAnsweringSurvey=Yes', 'NationalITy=Syria']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1036,"['Relation=Mum', 'AnnouncementsView=24<x<49', 'Discussion=50<x<74']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1013,"['ParentschoolSatisfaction=Good', 'Semester=F', 'StageID=HighSchool', 'Discussion=50<x<74']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
631,"['ParentAnsweringSurvey=Yes', 'StageID=MiddleSchool', 'VisITedResources=24<x<49']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
1000,"['Discussion=50<x<74', 'Topic=Biology']",gender=F,class=L,0.5555555555555556,0.6666666666666666,0.8333333333333334,5.0,12.0
934,"['ParentAnsweringSurvey=Yes', 'StageID=HighSchool', 'raisedhands=0<x<25']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
875,"['StageID=HighSchool', 'GradeID=G-04']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
800,"['Discussion=50<x<74', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
799,"['StageID=HighSchool', 'SectionID=A', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
752,"['Discussion=50<x<74', 'VisITedResources=x>74']",gender=F,class=L,0.5,0.6,0.8333333333333334,5.0,12.0
735,"['ParentAnsweringSurvey=Yes', 'StageID=HighSchool', 'VisITedResources=x>74']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
688,"['GradeID=G-09', 'PlaceofBirth=Iraq']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
687,"['raisedhands=0<x<25', 'PlaceofBirth=Iraq']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
681,"['ParentschoolSatisfaction=Good', 'PlaceofBirth=Iraq']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
678,"['Relation=Mum', 'SectionID=A', 'GradeID=G-07']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
659,"['ParentAnsweringSurvey=Yes', 'ParentschoolSatisfaction=Good', 'GradeID=G-07']",gender=F,class=L,0.5555555555555556,0.6666666666666666,0.8333333333333334,5.0,12.0
945,"['Relation=Mum', 'StageID=MiddleSchool', 'SectionID=A', 'raisedhands=0<x<25']",gender=F,class=L,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,12.0
784,"['Relation=Mum', 'StageID=HighSchool', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.625,0.75,0.8333333333333334,5.0,12.0
1217,"['Relation=Mum', 'GradeID=G-08']",gender=F,class=L,0.5555555555555556,0.6666666666666666,0.8333333333333334,5.0,12.0
938,"['SectionID=A', 'raisedhands=0<x<25']",gender=F,class=L,0.7222222222222222,0.8611111111111112,0.8387096774193548,13.0,31.0
143,"['Semester=F', 'StageID=HighSchool', 'VisITedResources=49<x<74']",gender=F,class=L,0.6666666666666666,0.7916666666666666,0.8421052631578947,8.0,19.0
371,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'VisITedResources=0<x<24']",gender=F,class=L,0.7272727272727273,0.8636363636363636,0.8421052631578948,8.0,19.0
932,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'raisedhands=0<x<25']",gender=F,class=L,0.7272727272727273,0.8636363636363636,0.8421052631578948,8.0,19.0
34,"['Relation=Mum', 'Semester=F', 'SectionID=B']",gender=F,class=L,0.5333333333333333,0.6333333333333333,0.8421052631578948,8.0,19.0
591,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'StageID=HighSchool']",gender=F,class=L,0.6111111111111112,0.7222222222222222,0.8461538461538463,11.0,26.0
311,"['Relation=Mum', 'AnnouncementsView=x>73']",gender=F,class=L,0.6363636363636364,0.75,0.8484848484848485,14.0,33.0
1028,"['Semester=F', 'Discussion=50<x<74']",gender=F,class=L,0.6086956521739131,0.717391304347826,0.8484848484848486,14.0,33.0
525,"['ParentschoolSatisfaction=Good', 'SectionID=B', 'raisedhands=50<x<75']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
145,"['SectionID=B', 'StageID=HighSchool', 'VisITedResources=49<x<74']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
1127,"['ParentAnsweringSurvey=Yes', 'NationalITy=Morocco']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
637,"['raisedhands=0<x<25', 'VisITedResources=24<x<49']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
908,"['Relation=Mum', 'Semester=F', 'raisedhands=0<x<25']",gender=F,class=L,0.75,0.875,0.8571428571428571,9.0,21.0
419,"['Relation=Mum', 'AnnouncementsView=49<x<73']",gender=F,class=L,0.6818181818181818,0.7954545454545454,0.8571428571428571,15.0,35.0
661,"['ParentschoolSatisfaction=Good', 'StageID=HighSchool', 'GradeID=G-07']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
627,"['Relation=Mum', 'VisITedResources=24<x<49']",gender=F,class=L,0.6818181818181818,0.7954545454545454,0.8571428571428571,15.0,35.0
1126,"['SectionID=A', 'NationalITy=Morocco']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
251,"['Semester=F', 'StageID=HighSchool', 'SectionID=A']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
1038,"['Relation=Mum', 'StageID=MiddleSchool', 'Discussion=50<x<74']",gender=F,class=L,0.5454545454545454,0.6363636363636364,0.8571428571428571,6.0,14.0
441,"['ParentAnsweringSurvey=Yes', 'VisITedResources=24<x<49', 'AnnouncementsView=49<x<73']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
382,"['ParentschoolSatisfaction=Good', 'SectionID=B', 'VisITedResources=0<x<24']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
383,"['Relation=Mum', 'SectionID=B', 'VisITedResources=0<x<24']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
73,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'Discussion=x>74']",gender=F,class=L,0.6923076923076923,0.8076923076923077,0.8571428571428571,9.0,21.0
20,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'SectionID=B']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,12.0,28.0
1010,"['ParentschoolSatisfaction=Good', 'StageID=HighSchool', 'Discussion=50<x<74']",gender=F,class=L,0.6923076923076923,0.8076923076923077,0.8571428571428571,9.0,21.0
952,"['Semester=F', 'GradeID=G-09']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
996,"['StageID=HighSchool', 'Topic=Biology']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
739,"['Semester=F', 'StageID=HighSchool', 'VisITedResources=x>74']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
599,"['ParentAnsweringSurvey=Yes', 'ParentschoolSatisfaction=Good', 'Semester=F', 'StageID=HighSchool']",gender=F,class=L,0.5454545454545454,0.6363636363636364,0.8571428571428571,6.0,14.0
955,"['Relation=Mum', 'GradeID=G-09']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
393,"['Relation=Mum', 'StageID=lowerlevel', 'VisITedResources=0<x<24']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
1046,"['SectionID=B', 'StageID=lowerlevel', 'Discussion=50<x<74']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
442,"['Relation=Mum', 'VisITedResources=24<x<49', 'AnnouncementsView=49<x<73']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
389,"['Relation=Mum', 'raisedhands=0<x<25', 'VisITedResources=0<x<24']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
287,"['Relation=Mum', 'Semester=F', 'Discussion=x<1']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
284,"['Semester=F', 'StageID=HighSchool', 'Discussion=x<1']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
334,"['SectionID=A', 'PlaceofBirth=Iran']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
75,"['Relation=Mum', 'StageID=MiddleSchool', 'Discussion=x>74']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
1172,"['Discussion=50<x<74', 'Topic=Geology']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
351,"['Semester=F', 'NationalITy=Iraq']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
484,"['raisedhands=x>75', 'NationalITy=Egypt']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
783,"['ParentAnsweringSurvey=Yes', 'StageID=HighSchool', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.6666666666666666,0.7777777777777778,0.8571428571428571,6.0,14.0
796,"['ParentschoolSatisfaction=Good', 'SectionID=A', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.75,0.875,0.8571428571428571,6.0,14.0
506,"['SectionID=B', 'StageID=HighSchool', 'raisedhands=50<x<75']",gender=F,class=L,0.6,0.7,0.8571428571428572,6.0,14.0
577,"['Relation=Mum', 'PlaceofBirth=Egypt']",gender=F,class=L,0.6,0.7,0.8571428571428572,6.0,14.0
237,"['ParentAnsweringSurvey=Yes', 'Relation=Mum', 'SectionID=A']",gender=F,class=L,0.625,0.7291666666666666,0.8571428571428572,15.0,35.0
330,"['Relation=Mum', 'Semester=F', 'AnnouncementsView=x>73']",gender=F,class=L,0.6,0.7,0.8571428571428572,6.0,14.0
1093,"['ParentschoolSatisfaction=Good', 'SectionID=B', 'raisedhands=25<x<50']",gender=F,class=L,0.6,0.7,0.8571428571428572,6.0,14.0
138,"['Semester=F', 'VisITedResources=49<x<74']",gender=F,class=L,0.64,0.74,0.8648648648648649,16.0,37.0
523,"['SectionID=B', 'raisedhands=50<x<75']",gender=F,class=L,0.6666666666666666,0.7666666666666667,0.8695652173913042,10.0,23.0
933,"['StageID=HighSchool', 'raisedhands=0<x<25']",gender=F,class=L,0.7692307692307693,0.8846153846153846,0.8695652173913044,10.0,23.0
827,"['Relation=Mum', 'StageID=lowerlevel']",gender=F,class=L,0.68,0.78,0.8717948717948718,17.0,39.0
626,"['ParentAnsweringSurvey=Yes', 'VisITedResources=24<x<49']",gender=F,class=L,0.7083333333333334,0.8125,0.8717948717948718,17.0,39.0
282,"['Relation=Mum', 'StageID=HighSchool', 'Discussion=x<1']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
431,"['Semester=F', 'StageID=HighSchool', 'AnnouncementsView=49<x<73']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
1094,"['Relation=Mum', 'SectionID=B', 'raisedhands=25<x<50']",gender=F,class=L,0.5384615384615384,0.6153846153846154,0.8749999999999999,7.0,16.0
451,"['raisedhands=50<x<75', 'AnnouncementsView=49<x<73']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
856,"['Relation=Mum', 'SectionID=B', 'raisedhands=x>75']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
395,"['ParentschoolSatisfaction=Good', 'StageID=lowerlevel', 'VisITedResources=0<x<24']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
522,"['ParentschoolSatisfaction=Good', 'Discussion=50<x<74', 'raisedhands=50<x<75']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
722,"['ParentAnsweringSurvey=Yes', 'ParentschoolSatisfaction=Good', 'Semester=F', 'VisITedResources=x>74']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
316,"['Discussion=x>74', 'AnnouncementsView=x>73']",gender=F,class=L,0.7,0.8,0.8749999999999999,7.0,16.0
304,"['ParentschoolSatisfaction=Good', 'SectionID=B', 'AnnouncementsView=x>73']",gender=F,class=L,0.6363636363636364,0.7272727272727273,0.875,7.0,16.0
567,"['Relation=Mum', 'Topic=Chemistry']",gender=F,class=L,0.6363636363636364,0.7272727272727273,0.875,7.0,16.0
105,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'VisITedResources=49<x<74']",gender=F,class=L,0.6363636363636364,0.7272727272727273,0.875,7.0,16.0
1182,"['Relation=Mum', 'NationalITy=Iran']",gender=F,class=L,0.6363636363636364,0.7272727272727273,0.875,7.0,16.0
995,"['Relation=Mum', 'Topic=Biology']",gender=F,class=L,0.6363636363636364,0.7272727272727273,0.875,7.0,16.0
747,"['ParentAnsweringSurvey=Yes', 'ParentschoolSatisfaction=Good', 'VisITedResources=x>74']",gender=F,class=L,0.5833333333333334,0.6666666666666666,0.8750000000000001,7.0,16.0
541,"['Relation=Mum', 'SectionID=B', 'AnnouncementsView=x<0']",gender=F,class=L,0.5833333333333334,0.6666666666666666,0.8750000000000001,7.0,16.0
398,"['Relation=Mum', 'Discussion=x>74', 'VisITedResources=0<x<24']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
1156,"['Relation=Mum', 'PlaceofBirth=KuwaIT']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
1086,"['VisITedResources=49<x<74', 'Topic=French']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
508,"['ParentschoolSatisfaction=Good', 'AnnouncementsView=24<x<49', 'raisedhands=50<x<75']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
789,"['ParentschoolSatisfaction=Good', 'StageID=HighSchool', 'AnnouncementsView=0<x<24']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
504,"['Semester=F', 'StageID=HighSchool', 'raisedhands=50<x<75']",gender=F,class=L,0.5833333333333334,0.6666666666666666,0.8750000000000001,7.0,16.0
954,"['StageID=HighSchool', 'GradeID=G-09']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
992,"['SectionID=B', 'Topic=Biology']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
876,"['SectionID=A', 'GradeID=G-04']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
632,"['Relation=Mum', 'StageID=MiddleSchool', 'VisITedResources=24<x<49']",gender=F,class=L,0.7777777777777778,0.8888888888888888,0.8750000000000001,7.0,16.0
928,"['Relation=Mum', 'raisedhands=0<x<25']",gender=F,class=L,0.7857142857142857,0.8928571428571429,0.8799999999999999,22.0,50.0
1033,"['AnnouncementsView=24<x<49', 'Discussion=50<x<74']",gender=F,class=L,0.7857142857142857,0.8928571428571429,0.8799999999999999,11.0,25.0
1047,"['SectionID=B', 'Discussion=50<x<74']",gender=F,class=L,0.6470588235294118,0.7352941176470589,0.88,11.0,25.0
521,"['Discussion=50<x<74', 'raisedhands=50<x<75']",gender=F,class=L,0.6875,0.78125,0.88,11.0,25.0
893,"['ParentschoolSatisfaction=Good', 'Relation=Mum', 'Semester=F']",gender=F,class=L,0.6111111111111112,0.6944444444444444,0.8800000000000001,11.0,25.0
680,['PlaceofBirth=Iraq'],gender=F,class=L,0.7894736842105263,0.8947368421052632,0.8823529411764706,15.0,34.0
71,"['Relation=Mum', 'Discussion=x>74']",gender=F,class=L,0.7142857142857143,0.8095238095238095,0.8823529411764706,15.0,34.0
104,"['Relation=Mum', 'VisITedResources=49<x<74']",gender=F,class=L,0.6785714285714286,0.7678571428571429,0.8837209302325582,19.0,43.0
588,"['Relation=Mum', 'StageID=HighSchool']",gender=F,class=L,0.675,0.7625,0.8852459016393444,27.0,61.0
19,"['Relation=Mum', 'SectionID=B']",gender=F,class=L,0.6585365853658537,0.7439024390243902,0.8852459016393444,27.0,61.0
1002,['Discussion=50<x<74'],gender=F,class=L,0.6964285714285714,0.7857142857142857,0.8863636363636364,39.0,88.0
518,"['Relation=Mum', 'raisedhands=50<x<75']",gender=F,class=L,0.5714285714285714,0.6428571428571429,0.8888888888888887,12.0,27.0
589,"['ParentAnsweringSurvey=Yes', 'Relation=Mum', 'StageID=HighSchool']",gender=F,class=L,0.5714285714285714,0.6428571428571429,0.8888888888888887,12.0,27.0
667,"['Semester=F', 'GradeID=G-07']",gender=F,class=L,0.6666666666666666,0.75,0.8888888888888888,8.0,18.0
607,"['ParentschoolSatisfaction=Good', 'Semester=F', 'SectionID=B', 'StageID=HighSchool']",gender=F,class=L,0.7272727272727273,0.8181818181818182,0.8888888888888888,8.0,18.0
598,"['ParentschoolSatisfaction=Good', 'Semester=F', 'StageID=HighSchool']",gender=F,class=L,0.6956521739130435,0.782608695652174,0.8888888888888888,16.0,36.0
