id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
17,unemployed,single,secondary,no,yes,yes,unknown,feb,unknown,56<x<75,-2282<x<11435,1<x<8,973<x<1942,16<x<32,0<x<14,1
18,management,divorced,tertiary,no,yes,yes,cellular,mar,other,x>75,-2282<x<11435,1<x<8,973<x<1942,32<x<47,29<x<43,1
19,self-employed,married,unknown,no,yes,no,cellular,jan,unknown,56<x<75,-2282<x<11435,x>23,4<x<973,32<x<47,0<x<14,0
20,retired,married,unknown,yes,yes,yes,cellular,jul,success,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
21,housemaid,single,primary,no,no,yes,cellular,aug,other,56<x<75,-2282<x<11435,x>23,1942<x<2911,16<x<32,x<0,1
22,admin.,single,primary,yes,no,yes,cellular,jan,other,x>75,-2282<x<11435,16<x<23,4<x<973,16<x<32,0<x<14,0
23,unemployed,married,secondary,yes,yes,no,cellular,jan,unknown,56<x<75,-2282<x<11435,1<x<8,973<x<1942,1<x<16,0<x<14,1
24,unknown,divorced,unknown,no,no,no,telephone,may,other,18<x<37,-2282<x<11435,8<x<16,973<x<1942,16<x<32,0<x<14,1
25,unemployed,single,tertiary,no,no,yes,cellular,may,other,x>75,-2282<x<11435,16<x<23,4<x<973,32<x<47,14<x<29,1
26,services,single,primary,yes,yes,no,cellular,mar,unknown,56<x<75,11435<x<25152,1<x<8,4<x<973,16<x<32,29<x<43,1
27,student,single,tertiary,yes,no,yes,telephone,jul,unknown,x>75,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
28,self-employed,single,tertiary,no,no,yes,telephone,jun,success,x>75,-2282<x<11435,8<x<16,973<x<1942,16<x<32,0<x<14,1
29,technician,divorced,unknown,yes,no,no,cellular,jun,failure,x>75,-2282<x<11435,1<x<8,4<x<973,x>47,0<x<14,1
30,admin.,married,unknown,no,no,yes,cellular,mar,other,37<x<56,-2282<x<11435,x>23,4<x<973,16<x<32,x<0,0
31,entrepreneur,single,unknown,yes,no,no,unknown,jul,unknown,56<x<75,-2282<x<11435,1<x<8,4<x<973,16<x<32,14<x<29,0
32,management,married,secondary,yes,no,yes,cellular,nov,failure,56<x<75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
33,services,single,unknown,no,yes,yes,unknown,sep,other,x>75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
34,housemaid,divorced,secondary,yes,yes,yes,unknown,oct,unknown,37<x<56,-2282<x<11435,16<x<23,4<x<973,32<x<47,0<x<14,1
35,unemployed,divorced,unknown,yes,no,yes,telephone,jan,other,18<x<37,11435<x<25152,x>23,4<x<973,1<x<16,0<x<14,0
36,technician,divorced,primary,no,yes,no,cellular,jun,unknown,56<x<75,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
37,student,married,primary,yes,yes,yes,cellular,may,unknown,37<x<56,-2282<x<11435,8<x<16,4<x<973,x>47,0<x<14,0
38,admin.,married,tertiary,yes,yes,no,telephone,nov,other,18<x<37,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,0
39,management,married,tertiary,yes,no,yes,cellular,sep,failure,18<x<37,-2282<x<11435,x>23,973<x<1942,32<x<47,29<x<43,1
40,student,single,tertiary,no,no,no,telephone,jun,other,56<x<75,-2282<x<11435,16<x<23,4<x<973,16<x<32,29<x<43,1
41,unknown,single,unknown,no,no,yes,unknown,dec,other,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,x>43,0
42,retired,married,tertiary,no,yes,no,unknown,may,unknown,37<x<56,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
43,unknown,single,tertiary,no,no,yes,cellular,jan,failure,56<x<75,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,0
44,unknown,divorced,secondary,no,no,yes,telephone,oct,failure,x>75,-2282<x<11435,16<x<23,973<x<1942,32<x<47,14<x<29,1
45,housemaid,single,unknown,yes,no,no,telephone,dec,unknown,56<x<75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,1
46,unknown,divorced,secondary,yes,yes,yes,telephone,dec,unknown,56<x<75,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
47,services,married,unknown,yes,yes,no,telephone,nov,success,56<x<75,-2282<x<11435,16<x<23,4<x<973,1<x<16,14<x<29,0
48,management,divorced,secondary,no,yes,no,telephone,aug,other,37<x<56,-2282<x<11435,1<x<8,4<x<973,16<x<32,14<x<29,0
49,services,single,secondary,no,yes,no,telephone,jan,success,18<x<37,-2282<x<11435,8<x<16,4<x<973,1<x<16,29<x<43,0
50,housemaid,divorced,primary,no,no,yes,telephone,dec,failure,x>75,-2282<x<11435,1<x<8,4<x<973,32<x<47,0<x<14,1
51,unknown,single,unknown,yes,yes,yes,cellular,jan,other,56<x<75,-2282<x<11435,16<x<23,973<x<1942,1<x<16,14<x<29,1
52,technician,single,primary,yes,yes,no,unknown,jan,success,x<18,-2282<x<11435,16<x<23,4<x<973,16<x<32,x>43,0
53,admin.,single,primary,yes,yes,no,cellular,apr,unknown,x>75,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,1
54,entrepreneur,divorced,unknown,no,no,no,unknown,aug,success,37<x<56,-2282<x<11435,16<x<23,4<x<973,1<x<16,14<x<29,1
55,unemployed,single,tertiary,yes,yes,no,cellular,jun,other,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
56,management,single,primary,no,no,yes,telephone,nov,failure,56<x<75,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
57,entrepreneur,single,tertiary,no,yes,no,cellular,may,unknown,56<x<75,-2282<x<11435,16<x<23,973<x<1942,1<x<16,0<x<14,1
58,entrepreneur,married,primary,yes,yes,yes,telephone,apr,other,18<x<37,-2282<x<11435,x>23,973<x<1942,16<x<32,x>43,1
59,entrepreneur,married,tertiary,yes,yes,no,cellular,nov,failure,37<x<56,-2282<x<11435,16<x<23,973<x<1942,x>47,14<x<29,0
60,management,single,secondary,no,yes,yes,cellular,jul,other,56<x<75,11435<x<25152,1<x<8,4<x<973,1<x<16,0<x<14,0
61,student,married,secondary,yes,no,no,unknown,dec,success,37<x<56,-2282<x<11435,8<x<16,4<x<973,32<x<47,14<x<29,0
62,retired,divorced,unknown,no,no,yes,unknown,sep,unknown,56<x<75,-2282<x<11435,16<x<23,4<x<973,16<x<32,29<x<43,0
63,admin.,married,tertiary,no,yes,no,telephone,jan,unknown,x>75,-2282<x<11435,16<x<23,4<x<973,16<x<32,0<x<14,0
64,blue-collar,single,tertiary,yes,no,yes,telephone,feb,success,x>75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,0
65,retired,married,unknown,no,no,yes,cellular,feb,success,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,1
66,unemployed,married,unknown,yes,no,no,telephone,may,failure,37<x<56,-2282<x<11435,x>23,973<x<1942,16<x<32,0<x<14,1
67,services,single,primary,yes,yes,yes,cellular,jun,failure,x>75,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
68,admin.,divorced,unknown,yes,no,no,cellular,oct,unknown,56<x<75,-2282<x<11435,x>23,4<x<973,1<x<16,14<x<29,1
69,retired,divorced,primary,yes,no,yes,unknown,oct,other,x>75,-2282<x<11435,16<x<23,4<x<973,16<x<32,14<x<29,1
70,housemaid,divorced,unknown,no,yes,no,unknown,jul,success,x>75,-2282<x<11435,16<x<23,4<x<973,1<x<16,14<x<29,0
71,housemaid,married,secondary,yes,no,yes,cellular,dec,other,18<x<37,-2282<x<11435,x>23,973<x<1942,16<x<32,0<x<14,1
72,housemaid,divorced,secondary,yes,yes,yes,cellular,feb,success,x>75,-2282<x<11435,16<x<23,4<x<973,32<x<47,29<x<43,0
73,unemployed,married,unknown,yes,no,no,cellular,mar,failure,x>75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,1
74,retired,single,primary,yes,no,yes,cellular,may,unknown,37<x<56,-2282<x<11435,8<x<16,4<x<973,1<x<16,0<x<14,1
75,retired,single,tertiary,no,no,yes,cellular,apr,failure,x>75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
76,self-employed,married,secondary,yes,no,yes,unknown,dec,failure,18<x<37,-2282<x<11435,16<x<23,4<x<973,x>47,x>43,0
77,services,single,unknown,no,no,no,unknown,jan,failure,18<x<37,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,0
78,technician,divorced,secondary,no,no,yes,unknown,nov,other,37<x<56,-2282<x<11435,16<x<23,4<x<973,16<x<32,0<x<14,0
79,unknown,single,unknown,yes,yes,yes,cellular,may,failure,x>75,11435<x<25152,x>23,4<x<973,16<x<32,29<x<43,0
80,services,divorced,secondary,yes,no,no,cellular,mar,other,x<18,-2282<x<11435,x>23,973<x<1942,1<x<16,0<x<14,1
81,housemaid,divorced,unknown,no,no,yes,unknown,jan,other,18<x<37,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,1
82,admin.,single,secondary,yes,no,no,unknown,may,success,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,14<x<29,1
83,management,single,secondary,no,yes,no,telephone,oct,unknown,x>75,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,1
84,student,divorced,unknown,no,yes,no,unknown,jun,failure,18<x<37,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,0
85,student,married,secondary,yes,no,yes,cellular,jun,unknown,37<x<56,-2282<x<11435,16<x<23,973<x<1942,16<x<32,x>43,1
86,housemaid,divorced,secondary,no,no,no,unknown,feb,success,x>75,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,0
87,services,divorced,secondary,yes,yes,yes,cellular,jul,failure,18<x<37,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,0
88,unemployed,single,tertiary,yes,yes,yes,cellular,dec,failure,x>75,-2282<x<11435,x>23,973<x<1942,1<x<16,29<x<43,1
89,entrepreneur,divorced,unknown,no,no,no,telephone,jul,success,56<x<75,-2282<x<11435,x<1,4<x<973,1<x<16,29<x<43,1
90,services,divorced,tertiary,no,no,yes,telephone,jul,other,56<x<75,-2282<x<11435,x>23,4<x<973,32<x<47,14<x<29,0
91,technician,single,secondary,yes,yes,no,cellular,jun,other,37<x<56,11435<x<25152,8<x<16,4<x<973,1<x<16,14<x<29,1
92,retired,divorced,primary,no,yes,no,cellular,apr,other,18<x<37,-2282<x<11435,x>23,973<x<1942,1<x<16,x>43,1
93,retired,married,primary,yes,no,no,cellular,jul,success,56<x<75,-2282<x<11435,8<x<16,4<x<973,1<x<16,14<x<29,1
94,unemployed,married,primary,yes,no,no,telephone,jan,success,x>75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,0
95,entrepreneur,married,tertiary,no,no,no,unknown,sep,other,56<x<75,-2282<x<11435,8<x<16,973<x<1942,x>47,14<x<29,1
96,blue-collar,single,unknown,yes,yes,yes,cellular,feb,success,56<x<75,-2282<x<11435,8<x<16,4<x<973,1<x<16,14<x<29,1
97,self-employed,divorced,tertiary,no,yes,no,telephone,nov,unknown,x>75,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
98,self-employed,single,primary,no,no,yes,telephone,apr,failure,18<x<37,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,1
99,self-employed,divorced,unknown,yes,yes,yes,cellular,jan,other,x>75,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,0
100,admin.,divorced,unknown,no,no,no,unknown,mar,success,18<x<37,-2282<x<11435,x>23,4<x<973,32<x<47,14<x<29,0
101,technician,married,primary,no,yes,no,telephone,mar,unknown,56<x<75,-2282<x<11435,16<x<23,973<x<1942,16<x<32,x<0,1
102,management,divorced,unknown,no,no,yes,telephone,apr,other,x>75,-2282<x<11435,8<x<16,4<x<973,1<x<16,x>43,0
103,housemaid,single,unknown,no,no,no,unknown,dec,failure,x>75,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,1
104,unknown,married,secondary,yes,no,no,telephone,jan,other,18<x<37,-2282<x<11435,x>23,4<x<973,1<x<16,14<x<29,0
105,blue-collar,divorced,secondary,no,yes,no,cellular,apr,success,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,29<x<43,1
106,unknown,married,secondary,no,no,yes,cellular,oct,other,37<x<56,11435<x<25152,1<x<8,4<x<973,32<x<47,0<x<14,0
107,student,single,secondary,yes,yes,no,unknown,jan,success,37<x<56,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
108,student,divorced,primary,no,yes,yes,unknown,apr,unknown,x>75,-2282<x<11435,x>23,973<x<1942,16<x<32,0<x<14,1
109,unknown,single,secondary,no,no,yes,telephone,feb,other,56<x<75,-2282<x<11435,16<x<23,4<x<973,16<x<32,14<x<29,0
110,entrepreneur,married,tertiary,yes,yes,no,unknown,jul,other,56<x<75,-2282<x<11435,x>23,973<x<1942,1<x<16,14<x<29,1
111,entrepreneur,married,secondary,yes,yes,no,unknown,may,success,56<x<75,-2282<x<11435,x>23,973<x<1942,32<x<47,0<x<14,1
112,management,divorced,unknown,yes,yes,no,unknown,mar,success,18<x<37,-2282<x<11435,16<x<23,4<x<973,16<x<32,29<x<43,0
113,unemployed,divorced,tertiary,no,yes,no,telephone,nov,unknown,x>75,-2282<x<11435,16<x<23,4<x<973,16<x<32,14<x<29,0
114,self-employed,single,primary,no,yes,no,unknown,jan,unknown,37<x<56,11435<x<25152,1<x<8,4<x<973,x<1,0<x<14,1
115,retired,married,unknown,no,no,yes,telephone,aug,success,18<x<37,-2282<x<11435,1<x<8,4<x<973,16<x<32,29<x<43,0
116,unemployed,single,primary,no,yes,yes,unknown,sep,success,56<x<75,-2282<x<11435,x>23,4<x<973,32<x<47,14<x<29,0
117,self-employed,single,secondary,no,no,no,cellular,may,other,56<x<75,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,1
118,retired,married,secondary,no,no,yes,cellular,jun,other,x>75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,1
119,housemaid,married,unknown,yes,yes,yes,telephone,sep,success,37<x<56,-2282<x<11435,1<x<8,4<x<973,16<x<32,x>43,1
120,management,married,secondary,yes,no,no,cellular,oct,other,x>75,-2282<x<11435,8<x<16,4<x<973,1<x<16,0<x<14,1
121,services,single,unknown,no,yes,yes,telephone,aug,failure,x>75,-2282<x<11435,x>23,973<x<1942,1<x<16,0<x<14,1
122,student,divorced,primary,no,yes,yes,telephone,apr,failure,56<x<75,-2282<x<11435,8<x<16,4<x<973,1<x<16,x>43,0
123,retired,married,tertiary,yes,no,no,unknown,mar,success,x>75,-2282<x<11435,1<x<8,4<x<973,1<x<16,14<x<29,1
124,services,married,unknown,no,no,yes,cellular,oct,failure,18<x<37,-2282<x<11435,x>23,4<x<973,32<x<47,0<x<14,1
125,admin.,married,primary,no,no,yes,telephone,aug,failure,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
126,services,divorced,primary,yes,yes,no,unknown,jul,failure,18<x<37,-2282<x<11435,16<x<23,973<x<1942,x<1,14<x<29,1
127,management,divorced,tertiary,no,no,no,cellular,sep,other,37<x<56,-2282<x<11435,1<x<8,973<x<1942,1<x<16,0<x<14,1
128,retired,married,primary,yes,no,no,unknown,nov,failure,37<x<56,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,0
129,retired,married,tertiary,no,no,no,unknown,dec,other,37<x<56,11435<x<25152,1<x<8,973<x<1942,32<x<47,14<x<29,1
130,unknown,married,tertiary,no,no,no,unknown,jul,success,56<x<75,-2282<x<11435,1<x<8,4<x<973,1<x<16,14<x<29,1
131,student,divorced,secondary,no,no,no,cellular,jun,unknown,37<x<56,25152<x<38869,x>23,4<x<973,16<x<32,14<x<29,0
132,student,divorced,secondary,yes,yes,yes,telephone,mar,unknown,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
133,self-employed,single,tertiary,no,no,yes,unknown,sep,success,37<x<56,-2282<x<11435,x>23,4<x<973,16<x<32,14<x<29,0
134,admin.,single,tertiary,yes,yes,no,cellular,dec,unknown,18<x<37,-2282<x<11435,1<x<8,973<x<1942,16<x<32,0<x<14,1
135,management,single,primary,yes,yes,no,telephone,oct,unknown,x>75,-2282<x<11435,x>23,973<x<1942,1<x<16,x>43,1
136,housemaid,married,tertiary,no,yes,no,unknown,may,failure,x>75,-2282<x<11435,x>23,4<x<973,16<x<32,29<x<43,0
137,technician,single,primary,no,no,no,telephone,aug,failure,56<x<75,-2282<x<11435,x>23,973<x<1942,1<x<16,x>43,1
138,student,divorced,primary,yes,no,no,cellular,aug,failure,18<x<37,-2282<x<11435,x<1,4<x<973,1<x<16,14<x<29,1
139,retired,divorced,primary,no,yes,no,cellular,may,failure,x>75,-2282<x<11435,x<1,4<x<973,16<x<32,14<x<29,0
140,retired,married,secondary,yes,no,yes,cellular,mar,failure,18<x<37,-2282<x<11435,x>23,4<x<973,x>47,29<x<43,0
141,retired,married,tertiary,yes,no,yes,cellular,mar,success,x>75,-2282<x<11435,8<x<16,973<x<1942,1<x<16,29<x<43,1
142,unemployed,divorced,secondary,yes,yes,no,unknown,feb,unknown,56<x<75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
143,admin.,single,tertiary,yes,yes,no,cellular,aug,unknown,56<x<75,-2282<x<11435,1<x<8,973<x<1942,1<x<16,29<x<43,1
144,retired,divorced,unknown,no,yes,no,cellular,feb,failure,37<x<56,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
145,housemaid,married,secondary,no,no,no,unknown,may,unknown,x>75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,0
146,blue-collar,divorced,secondary,no,yes,yes,cellular,apr,failure,x>75,-2282<x<11435,8<x<16,4<x<973,1<x<16,0<x<14,0
147,blue-collar,married,tertiary,yes,no,yes,unknown,jun,failure,56<x<75,-2282<x<11435,16<x<23,4<x<973,32<x<47,29<x<43,0
148,self-employed,single,unknown,yes,no,yes,unknown,may,other,37<x<56,-2282<x<11435,x>23,4<x<973,1<x<16,14<x<29,0
149,unknown,single,tertiary,no,no,yes,telephone,feb,success,18<x<37,11435<x<25152,1<x<8,x>2911,1<x<16,x<0,1
150,self-employed,married,secondary,no,yes,yes,telephone,may,success,37<x<56,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,0
151,services,divorced,secondary,yes,yes,yes,telephone,may,failure,x>75,-2282<x<11435,x<1,4<x<973,1<x<16,29<x<43,0
152,self-employed,married,secondary,no,yes,no,cellular,jun,failure,56<x<75,-2282<x<11435,1<x<8,973<x<1942,16<x<32,14<x<29,1
153,self-employed,divorced,tertiary,yes,no,yes,telephone,jan,other,18<x<37,-2282<x<11435,8<x<16,4<x<973,1<x<16,x<0,0
154,housemaid,divorced,unknown,yes,yes,yes,unknown,nov,unknown,37<x<56,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,0
155,blue-collar,married,secondary,no,no,yes,telephone,aug,failure,18<x<37,-2282<x<11435,8<x<16,973<x<1942,1<x<16,29<x<43,0
156,management,single,unknown,no,yes,yes,telephone,oct,failure,x>75,-2282<x<11435,8<x<16,4<x<973,32<x<47,14<x<29,1
157,entrepreneur,single,tertiary,no,no,no,unknown,mar,unknown,18<x<37,-2282<x<11435,1<x<8,4<x<973,16<x<32,29<x<43,0
158,unknown,married,secondary,no,yes,yes,unknown,dec,success,18<x<37,-2282<x<11435,8<x<16,4<x<973,1<x<16,29<x<43,0
159,unknown,divorced,tertiary,yes,no,yes,unknown,jan,unknown,18<x<37,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,0
160,student,single,tertiary,no,no,yes,telephone,feb,other,x>75,-2282<x<11435,8<x<16,4<x<973,1<x<16,0<x<14,0
161,student,divorced,unknown,no,no,yes,unknown,nov,failure,x>75,-2282<x<11435,16<x<23,973<x<1942,16<x<32,0<x<14,1
162,technician,divorced,secondary,yes,no,no,telephone,nov,success,56<x<75,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,0
163,housemaid,divorced,unknown,no,no,no,telephone,jul,success,x>75,-2282<x<11435,1<x<8,4<x<973,16<x<32,14<x<29,1
164,housemaid,married,unknown,yes,no,no,telephone,mar,other,56<x<75,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,1
165,admin.,single,unknown,no,yes,yes,telephone,aug,success,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
166,retired,divorced,secondary,no,yes,no,unknown,may,success,56<x<75,-2282<x<11435,8<x<16,4<x<973,1<x<16,0<x<14,1
167,entrepreneur,married,tertiary,yes,no,yes,telephone,nov,other,18<x<37,-2282<x<11435,16<x<23,973<x<1942,1<x<16,29<x<43,1
168,self-employed,married,secondary,no,no,no,cellular,jul,other,56<x<75,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
169,technician,married,secondary,yes,no,no,unknown,aug,failure,37<x<56,-2282<x<11435,1<x<8,4<x<973,x>47,0<x<14,0
170,unemployed,divorced,unknown,no,yes,no,telephone,jun,other,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
171,self-employed,married,primary,no,no,yes,unknown,aug,other,56<x<75,-2282<x<11435,16<x<23,973<x<1942,16<x<32,0<x<14,0
172,self-employed,single,tertiary,no,yes,yes,telephone,jul,other,x>75,-2282<x<11435,1<x<8,973<x<1942,1<x<16,14<x<29,1
173,self-employed,single,secondary,no,no,yes,unknown,apr,success,x>75,-2282<x<11435,8<x<16,4<x<973,16<x<32,14<x<29,0
174,entrepreneur,married,secondary,no,no,yes,cellular,feb,other,18<x<37,-2282<x<11435,16<x<23,4<x<973,1<x<16,x>43,0
175,management,single,tertiary,yes,yes,no,unknown,oct,success,56<x<75,-2282<x<11435,1<x<8,4<x<973,16<x<32,0<x<14,0
176,entrepreneur,divorced,primary,no,yes,no,cellular,sep,unknown,37<x<56,-2282<x<11435,16<x<23,4<x<973,16<x<32,0<x<14,1
177,housemaid,married,tertiary,no,yes,no,cellular,sep,failure,56<x<75,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,1
178,retired,single,primary,no,no,no,cellular,nov,failure,x>75,-2282<x<11435,x>23,4<x<973,1<x<16,29<x<43,1
179,retired,married,primary,yes,yes,yes,unknown,may,unknown,18<x<37,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
180,housemaid,single,secondary,no,no,no,telephone,may,success,18<x<37,-2282<x<11435,x>23,4<x<973,16<x<32,0<x<14,0
181,self-employed,single,tertiary,no,no,no,cellular,oct,unknown,18<x<37,-2282<x<11435,16<x<23,4<x<973,1<x<16,14<x<29,1
182,admin.,divorced,primary,yes,yes,yes,telephone,nov,unknown,56<x<75,-2282<x<11435,x>23,973<x<1942,x<1,0<x<14,1
183,self-employed,single,secondary,no,no,yes,unknown,jan,failure,x>75,-2282<x<11435,x>23,4<x<973,1<x<16,14<x<29,0
184,management,married,secondary,no,yes,yes,unknown,jan,failure,18<x<37,-2282<x<11435,16<x<23,4<x<973,16<x<32,14<x<29,0
185,unemployed,single,unknown,no,no,yes,unknown,jan,success,56<x<75,-2282<x<11435,1<x<8,973<x<1942,1<x<16,0<x<14,1
186,admin.,divorced,secondary,yes,yes,no,cellular,mar,unknown,37<x<56,-2282<x<11435,8<x<16,973<x<1942,16<x<32,x>43,1
187,services,single,secondary,yes,yes,no,cellular,may,unknown,x>75,25152<x<38869,16<x<23,973<x<1942,16<x<32,14<x<29,1
188,admin.,married,tertiary,no,no,yes,unknown,jul,other,x>75,11435<x<25152,x>23,1942<x<2911,16<x<32,29<x<43,1
189,housemaid,single,tertiary,yes,yes,yes,telephone,mar,failure,56<x<75,-2282<x<11435,x>23,973<x<1942,16<x<32,0<x<14,1
190,unknown,married,unknown,yes,yes,no,telephone,feb,unknown,56<x<75,-2282<x<11435,8<x<16,973<x<1942,16<x<32,14<x<29,1
191,entrepreneur,married,unknown,no,no,no,cellular,jan,failure,56<x<75,-2282<x<11435,1<x<8,4<x<973,16<x<32,14<x<29,0
192,services,married,unknown,yes,no,no,telephone,oct,failure,56<x<75,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
193,unknown,divorced,secondary,yes,yes,yes,cellular,apr,failure,18<x<37,-2282<x<11435,16<x<23,4<x<973,1<x<16,0<x<14,0
194,housemaid,divorced,primary,no,no,yes,cellular,dec,failure,18<x<37,-2282<x<11435,1<x<8,4<x<973,1<x<16,0<x<14,1
195,unknown,married,unknown,no,no,no,telephone,dec,other,x>75,-2282<x<11435,16<x<23,973<x<1942,1<x<16,x>43,1
196,services,married,tertiary,no,yes,yes,telephone,jun,other,37<x<56,-2282<x<11435,8<x<16,4<x<973,16<x<32,0<x<14,0
197,technician,divorced,primary,yes,no,yes,telephone,may,success,56<x<75,-2282<x<11435,16<x<23,973<x<1942,1<x<16,14<x<29,1
198,housemaid,divorced,primary,no,no,no,telephone,feb,other,x>75,-2282<x<11435,16<x<23,973<x<1942,1<x<16,29<x<43,1
199,entrepreneur,married,unknown,no,yes,yes,unknown,jun,success,x>75,-2282<x<11435,x>23,4<x<973,1<x<16,0<x<14,1
