id,age,country,educational-num,fnlwgt,hours-per-week,race,relationship,sex,workclass,class
150,x<19,US,10<x<12,209808<x<316597,50<x<60,Black,Husband,Female,Federal-gov,0
151,28<x<31,US,14<x<15,75742<x<209301,60<x<99,Black,Husband,Female,Without-pay,1
152,41<x<55,non-US,3<x<9,75742<x<209301,50<x<60,Other,Other-relative,Male,Never-worked,0
153,x<19,US,3<x<9,316820<x<392849,2<x<30,White,Wife,Male,Self-emp-not-inc,0
154,x<19,non-US,3<x<9,75742<x<209301,2<x<30,Amer-Indian-Eskimo,Husband,Female,Self-emp-inc,0
155,x>67,non-US,x<3,75742<x<209301,43<x<50,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
156,41<x<55,US,x>15,209808<x<316597,60<x<99,Other,Wife,Female,Without-pay,1
157,19<x<21,non-US,3<x<9,37719<x<42881,2<x<30,Black,Own-child,Female,Private,0
158,41<x<55,non-US,x<3,75742<x<209301,2<x<30,White,Husband,Male,Self-emp-inc,0
159,x>67,US,3<x<9,75742<x<209301,43<x<50,Amer-Indian-Eskimo,Not-in-family,Female,Never-worked,0
160,x>67,non-US,9<x<10,209808<x<316597,60<x<99,Asian-Pac-Islander,Own-child,Female,State-gov,0
161,31<x<33,non-US,3<x<9,75742<x<209301,2<x<30,Asian-Pac-Islander,Unmarried,Male,Self-emp-inc,0
162,21<x<24,US,9<x<10,42881<x<75413,43<x<50,Other,Other-relative,Female,Self-emp-inc,0
163,33<x<35,non-US,3<x<9,316820<x<392849,30<x<35,Amer-Indian-Eskimo,Other-relative,Male,Federal-gov,0
164,41<x<55,US,10<x<12,75742<x<209301,60<x<99,White,Unmarried,Male,Federal-gov,0
165,41<x<55,non-US,10<x<12,75742<x<209301,60<x<99,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-inc,0
166,35<x<41,non-US,12<x<13,75742<x<209301,2<x<30,Black,Unmarried,Female,Without-pay,0
167,41<x<55,US,3<x<9,75742<x<209301,50<x<60,Asian-Pac-Islander,Husband,Male,Private,0
168,33<x<35,non-US,3<x<9,209808<x<316597,42<x<43,White,Own-child,Female,Without-pay,0
169,x>67,US,x>15,209808<x<316597,60<x<99,Black,Other-relative,Male,State-gov,0
170,x>67,non-US,3<x<9,209808<x<316597,2<x<30,Asian-Pac-Islander,Husband,Female,Self-emp-not-inc,0
171,26<x<28,non-US,14<x<15,75742<x<209301,60<x<99,Asian-Pac-Islander,Own-child,Female,State-gov,0
172,x>67,non-US,3<x<9,75742<x<209301,2<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Federal-gov,0
173,21<x<24,non-US,13<x<14,75742<x<209301,2<x<30,Asian-Pac-Islander,Own-child,Male,Never-worked,0
174,x>67,non-US,14<x<15,209808<x<316597,60<x<99,Other,Own-child,Female,Local-gov,0
175,x>67,non-US,9<x<10,42881<x<75413,42<x<43,Asian-Pac-Islander,Husband,Female,Without-pay,0
176,35<x<41,US,13<x<14,316820<x<392849,2<x<30,Asian-Pac-Islander,Husband,Male,Local-gov,1
177,x>67,non-US,10<x<12,75742<x<209301,2<x<30,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
178,x>67,US,x>15,75742<x<209301,2<x<30,White,Not-in-family,Male,State-gov,0
179,41<x<55,US,3<x<9,75742<x<209301,42<x<43,Asian-Pac-Islander,Husband,Female,Without-pay,0
180,28<x<31,non-US,3<x<9,316820<x<392849,2<x<30,Asian-Pac-Islander,Wife,Female,Private,0
181,31<x<33,non-US,3<x<9,75742<x<209301,50<x<60,Asian-Pac-Islander,Not-in-family,Male,Without-pay,0
182,x<19,non-US,13<x<14,209808<x<316597,2<x<30,Asian-Pac-Islander,Unmarried,Female,Self-emp-inc,0
183,x<19,non-US,3<x<9,209808<x<316597,60<x<99,Asian-Pac-Islander,Own-child,Male,Without-pay,0
184,35<x<41,US,13<x<14,75742<x<209301,60<x<99,White,Husband,Male,Self-emp-inc,1
185,x>67,non-US,3<x<9,75742<x<209301,43<x<50,Other,Husband,Female,Self-emp-inc,0
186,31<x<33,US,14<x<15,75742<x<209301,50<x<60,Black,Husband,Male,State-gov,1
187,55<x<61,US,12<x<13,42881<x<75413,50<x<60,White,Other-relative,Female,Local-gov,0
188,x>67,US,3<x<9,75742<x<209301,43<x<50,Other,Own-child,Male,Self-emp-not-inc,0
189,61<x<67,US,3<x<9,42881<x<75413,50<x<60,Amer-Indian-Eskimo,Wife,Female,Self-emp-inc,0
190,x>67,US,9<x<10,75742<x<209301,2<x<30,Asian-Pac-Islander,Own-child,Female,Never-worked,0
191,61<x<67,non-US,9<x<10,75742<x<209301,50<x<60,Other,Unmarried,Male,Never-worked,0
192,26<x<28,US,3<x<9,75742<x<209301,35<x<40,Amer-Indian-Eskimo,Husband,Male,Never-worked,0
193,61<x<67,non-US,10<x<12,75742<x<209301,30<x<35,Other,Other-relative,Male,Local-gov,0
194,x<19,non-US,14<x<15,75742<x<209301,30<x<35,White,Own-child,Male,Self-emp-inc,0
195,x<19,non-US,9<x<10,75742<x<209301,2<x<30,Asian-Pac-Islander,Own-child,Male,Private,0
196,28<x<31,non-US,x<3,209808<x<316597,50<x<60,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
197,61<x<67,US,3<x<9,75742<x<209301,60<x<99,Black,Own-child,Male,Without-pay,0
198,x>67,US,3<x<9,75742<x<209301,2<x<30,Asian-Pac-Islander,Other-relative,Male,Private,0
199,26<x<28,non-US,x<3,75742<x<209301,60<x<99,Amer-Indian-Eskimo,Not-in-family,Male,Never-worked,0
200,x>67,non-US,x<3,316820<x<392849,2<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Private,0
201,x>67,US,10<x<12,75742<x<209301,x<1,Other,Not-in-family,Female,Self-emp-inc,0
202,x>67,US,13<x<14,209808<x<316597,60<x<99,Amer-Indian-Eskimo,Own-child,Female,Federal-gov,0
203,61<x<67,non-US,3<x<9,x>392849,60<x<99,Asian-Pac-Islander,Own-child,Male,Self-emp-not-inc,0
204,41<x<55,US,10<x<12,75742<x<209301,60<x<99,Asian-Pac-Islander,Husband,Female,Federal-gov,0
205,19<x<21,non-US,3<x<9,75742<x<209301,60<x<99,Amer-Indian-Eskimo,Husband,Female,Never-worked,0
206,55<x<61,US,x>15,316820<x<392849,30<x<35,Black,Husband,Male,Federal-gov,1
207,21<x<24,non-US,12<x<13,75742<x<209301,60<x<99,Other,Unmarried,Female,Local-gov,0
208,x>67,non-US,14<x<15,75742<x<209301,43<x<50,Asian-Pac-Islander,Other-relative,Female,Self-emp-not-inc,0
209,33<x<35,US,3<x<9,209808<x<316597,2<x<30,Amer-Indian-Eskimo,Own-child,Female,State-gov,0
210,41<x<55,US,13<x<14,75742<x<209301,40<x<42,White,Other-relative,Female,Local-gov,0
211,26<x<28,US,10<x<12,75742<x<209301,2<x<30,Other,Husband,Male,Federal-gov,0
212,31<x<33,non-US,x>15,209808<x<316597,50<x<60,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
213,41<x<55,US,12<x<13,75742<x<209301,43<x<50,Amer-Indian-Eskimo,Unmarried,Male,Without-pay,0
214,x<19,US,12<x<13,209808<x<316597,60<x<99,Black,Not-in-family,Female,Local-gov,0
215,x>67,non-US,x<3,209808<x<316597,2<x<30,Other,Own-child,Male,Never-worked,0
216,x<19,US,3<x<9,209808<x<316597,60<x<99,Black,Husband,Male,State-gov,0
217,x>67,US,3<x<9,209808<x<316597,60<x<99,Amer-Indian-Eskimo,Not-in-family,Male,Self-emp-not-inc,0
218,24<x<26,US,10<x<12,209808<x<316597,60<x<99,Asian-Pac-Islander,Other-relative,Female,Never-worked,0
219,55<x<61,US,9<x<10,75742<x<209301,60<x<99,Asian-Pac-Islander,Husband,Female,Local-gov,0
220,41<x<55,US,3<x<9,42881<x<75413,2<x<30,Amer-Indian-Eskimo,Other-relative,Female,State-gov,0
221,x<19,non-US,x>15,209808<x<316597,35<x<40,Asian-Pac-Islander,Other-relative,Male,Never-worked,0
222,28<x<31,non-US,10<x<12,209808<x<316597,x<1,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
223,x>67,US,14<x<15,209808<x<316597,2<x<30,White,Own-child,Male,Local-gov,0
224,33<x<35,US,x<3,209808<x<316597,2<x<30,White,Not-in-family,Female,Local-gov,0
225,24<x<26,US,x<3,75742<x<209301,60<x<99,White,Unmarried,Male,Self-emp-inc,0
226,33<x<35,non-US,10<x<12,75742<x<209301,2<x<30,Asian-Pac-Islander,Wife,Male,Self-emp-not-inc,0
227,41<x<55,US,x<3,x>392849,60<x<99,Asian-Pac-Islander,Unmarried,Male,Local-gov,0
228,41<x<55,US,10<x<12,42881<x<75413,2<x<30,Black,Husband,Male,Federal-gov,0
229,x>67,US,14<x<15,x>392849,60<x<99,Amer-Indian-Eskimo,Other-relative,Male,Self-emp-not-inc,0
230,61<x<67,non-US,3<x<9,209808<x<316597,42<x<43,White,Own-child,Female,State-gov,0
231,x>67,US,10<x<12,316820<x<392849,2<x<30,Asian-Pac-Islander,Other-relative,Female,Private,0
232,x>67,non-US,9<x<10,75742<x<209301,2<x<30,Asian-Pac-Islander,Husband,Female,Federal-gov,0
233,x>67,US,x>15,75742<x<209301,60<x<99,Black,Wife,Male,Local-gov,1
234,35<x<41,US,x>15,75742<x<209301,2<x<30,Asian-Pac-Islander,Unmarried,Female,Self-emp-not-inc,0
235,41<x<55,US,14<x<15,22366<x<37674,50<x<60,Black,Not-in-family,Male,State-gov,0
236,28<x<31,US,3<x<9,75742<x<209301,2<x<30,Amer-Indian-Eskimo,Not-in-family,Female,Self-emp-inc,0
237,x>67,non-US,x<3,75742<x<209301,2<x<30,Black,Unmarried,Female,Local-gov,0
238,41<x<55,US,14<x<15,22366<x<37674,60<x<99,Other,Husband,Female,Without-pay,1
239,x>67,non-US,3<x<9,75742<x<209301,50<x<60,Other,Unmarried,Female,Self-emp-inc,0
240,24<x<26,non-US,3<x<9,22366<x<37674,60<x<99,Asian-Pac-Islander,Wife,Female,Self-emp-inc,0
241,61<x<67,US,3<x<9,316820<x<392849,35<x<40,Other,Other-relative,Female,State-gov,0
242,61<x<67,non-US,x<3,209808<x<316597,35<x<40,Other,Other-relative,Female,Private,0
243,41<x<55,US,3<x<9,42881<x<75413,35<x<40,Other,Not-in-family,Female,Private,0
244,x<19,US,3<x<9,75742<x<209301,60<x<99,Black,Wife,Female,Without-pay,0
245,x<19,US,3<x<9,75742<x<209301,2<x<30,Black,Other-relative,Male,Private,0
246,x>67,non-US,x<3,75742<x<209301,50<x<60,Black,Husband,Female,Private,0
247,41<x<55,US,13<x<14,75742<x<209301,50<x<60,Other,Husband,Female,Private,1
248,x>67,non-US,14<x<15,x>392849,2<x<30,Asian-Pac-Islander,Own-child,Male,Private,0
249,x>67,US,3<x<9,x>392849,60<x<99,Other,Unmarried,Female,Federal-gov,0
250,41<x<55,US,3<x<9,75742<x<209301,2<x<30,Other,Not-in-family,Male,Without-pay,0
251,24<x<26,non-US,x>15,75742<x<209301,30<x<35,Asian-Pac-Islander,Other-relative,Male,Self-emp-inc,0
252,41<x<55,US,3<x<9,316820<x<392849,50<x<60,Other,Other-relative,Male,Self-emp-not-inc,0
253,41<x<55,US,3<x<9,x>392849,60<x<99,Other,Wife,Female,Local-gov,0
254,x>67,US,3<x<9,75742<x<209301,60<x<99,Black,Not-in-family,Female,Local-gov,0
255,41<x<55,non-US,x<3,22366<x<37674,60<x<99,Other,Other-relative,Female,Private,0
256,31<x<33,US,3<x<9,209808<x<316597,30<x<35,Other,Unmarried,Male,Self-emp-inc,0
257,28<x<31,non-US,3<x<9,37719<x<42881,2<x<30,Asian-Pac-Islander,Not-in-family,Male,Never-worked,0
258,x>67,non-US,3<x<9,75742<x<209301,60<x<99,Amer-Indian-Eskimo,Own-child,Male,Federal-gov,0
