id,age,country,educational-num,fnlwgt,gender,hours-per-week,race,relationship,workclass,class
122,29,US,10,160303,Male,46,Amer-Indian-Eskimo,Wife,Local-gov,0
123,68,non-US,15,174964,Male,79,White,Own-child,Without-pay,0
124,52,non-US,5,152452,Female,12,Amer-Indian-Eskimo,Not-in-family,State-gov,0
125,74,non-US,2,119890,Female,63,White,Not-in-family,Self-emp-inc,0
126,29,non-US,16,487347,Male,80,Other,Other-relative,Without-pay,0
127,17,non-US,3,322799,Male,97,Black,Husband,State-gov,0
128,64,US,16,131401,Female,39,White,Other-relative,Without-pay,0
129,17,non-US,8,184117,Male,39,Asian-Pac-Islander,Own-child,Private,0
130,89,US,1,63577,Female,64,Black,Wife,Self-emp-not-inc,0
131,65,US,1,229756,Female,36,Amer-Indian-Eskimo,Husband,Federal-gov,0
132,80,non-US,7,234880,Female,75,Asian-Pac-Islander,Husband,Local-gov,0
133,35,non-US,2,96129,Male,53,Asian-Pac-Islander,Other-relative,Private,0
134,30,US,7,201268,Male,40,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
135,35,US,8,262688,Male,68,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
136,54,non-US,1,289405,Female,47,Asian-Pac-Islander,Not-in-family,Federal-gov,0
137,66,non-US,13,104024,Female,10,White,Wife,Private,0
138,31,non-US,5,119913,Male,31,Black,Wife,Self-emp-inc,0
139,80,US,5,30673,Male,5,Amer-Indian-Eskimo,Unmarried,Federal-gov,0
140,67,non-US,16,79387,Female,64,Black,Wife,Never-worked,0
141,59,US,11,104164,Female,14,Asian-Pac-Islander,Other-relative,Never-worked,0
142,70,US,2,341762,Female,21,White,Husband,State-gov,0
143,50,US,9,148903,Female,76,White,Not-in-family,Without-pay,0
144,48,non-US,16,256019,Female,35,Asian-Pac-Islander,Not-in-family,Without-pay,0
145,76,non-US,6,82578,Female,99,White,Husband,Local-gov,0
146,40,non-US,1,193815,Female,84,Other,Wife,Without-pay,0
147,90,non-US,5,102343,Male,97,Asian-Pac-Islander,Wife,Federal-gov,0
148,52,non-US,1,95462,Male,54,White,Other-relative,Local-gov,0
149,51,non-US,10,58913,Male,42,Black,Unmarried,Without-pay,0
150,67,non-US,3,314149,Male,77,Amer-Indian-Eskimo,Wife,Federal-gov,0
151,22,US,3,175769,Male,89,Asian-Pac-Islander,Unmarried,Private,0
152,19,US,2,255386,Male,43,Other,Other-relative,Local-gov,0
153,72,non-US,2,220836,Male,85,White,Wife,Self-emp-not-inc,0
154,57,US,10,324420,Female,34,White,Own-child,Local-gov,0
155,31,non-US,16,116814,Female,42,Other,Other-relative,Never-worked,0
156,27,non-US,15,180911,Male,28,White,Own-child,Self-emp-not-inc,0
157,61,US,2,242619,Female,36,Amer-Indian-Eskimo,Other-relative,State-gov,0
158,33,non-US,13,166606,Female,85,Black,Husband,Self-emp-inc,1
159,45,non-US,4,116367,Male,65,White,Wife,Local-gov,0
160,70,US,16,103538,Female,14,White,Other-relative,Without-pay,0
161,52,non-US,7,148900,Male,95,Other,Not-in-family,Without-pay,0
162,53,non-US,4,50459,Female,74,Other,Not-in-family,Never-worked,0
163,44,non-US,14,45795,Male,59,White,Unmarried,Self-emp-not-inc,1
164,26,US,15,178154,Female,66,Asian-Pac-Islander,Other-relative,Without-pay,0
165,77,US,10,112485,Male,40,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
166,33,non-US,9,159269,Male,40,Asian-Pac-Islander,Unmarried,Without-pay,0
167,49,non-US,7,225913,Male,69,White,Own-child,State-gov,0
168,87,non-US,2,266855,Female,47,Black,Husband,Self-emp-inc,0
169,77,non-US,13,274445,Male,56,Other,Own-child,Private,0
170,34,non-US,3,115198,Male,99,Amer-Indian-Eskimo,Other-relative,Without-pay,0
171,63,non-US,9,114639,Female,32,Asian-Pac-Islander,Unmarried,Without-pay,0
172,83,non-US,10,475324,Female,76,Amer-Indian-Eskimo,Not-in-family,Local-gov,0
173,45,non-US,12,216208,Female,85,White,Wife,Local-gov,1
174,71,US,1,195248,Male,69,Black,Unmarried,Private,0
175,62,US,14,73679,Male,98,Black,Not-in-family,Private,0
176,86,US,16,38032,Male,16,Amer-Indian-Eskimo,Own-child,Private,0
177,73,US,6,361842,Male,15,Amer-Indian-Eskimo,Not-in-family,State-gov,0
178,33,US,4,168330,Female,40,Asian-Pac-Islander,Wife,Self-emp-not-inc,0
179,40,non-US,2,73402,Female,74,Amer-Indian-Eskimo,Husband,Without-pay,0
180,60,non-US,3,285457,Female,17,Black,Wife,Self-emp-not-inc,0
181,53,non-US,5,109509,Male,60,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
182,22,non-US,14,173963,Female,38,White,Unmarried,Federal-gov,0
183,83,non-US,5,126847,Female,76,Asian-Pac-Islander,Unmarried,Without-pay,0
184,48,US,16,274964,Female,34,Asian-Pac-Islander,Not-in-family,Federal-gov,0
185,53,US,5,187060,Male,52,Other,Wife,Private,0
186,62,US,14,77322,Male,96,White,Not-in-family,Private,0
187,90,non-US,7,54576,Male,89,Black,Not-in-family,Never-worked,0
188,22,non-US,7,108438,Male,80,White,Not-in-family,Self-emp-not-inc,0
189,78,non-US,5,293114,Female,31,Black,Husband,Private,0
190,56,US,11,188615,Female,34,White,Wife,State-gov,0
191,25,US,12,369781,Female,34,Amer-Indian-Eskimo,Wife,State-gov,0
192,75,US,16,314052,Male,84,White,Other-relative,Self-emp-inc,0
193,42,US,5,302711,Male,88,Black,Other-relative,Local-gov,0
194,25,US,2,171655,Female,91,White,Not-in-family,Private,0
195,30,US,7,102583,Male,47,Amer-Indian-Eskimo,Husband,Local-gov,0
196,55,US,4,263637,Female,32,Asian-Pac-Islander,Husband,Local-gov,0
197,71,non-US,8,219591,Female,87,Black,Unmarried,Federal-gov,0
198,79,US,6,104001,Female,58,Asian-Pac-Islander,Own-child,Private,0
199,18,US,2,178489,Female,86,White,Own-child,Never-worked,0
200,74,non-US,15,337666,Male,69,Asian-Pac-Islander,Not-in-family,Self-emp-inc,0
201,32,non-US,16,391257,Male,2,Black,Wife,Self-emp-not-inc,0
202,18,US,4,126011,Female,63,Black,Unmarried,Self-emp-inc,0
203,86,US,14,255364,Male,18,Amer-Indian-Eskimo,Wife,Self-emp-inc,0
204,43,non-US,15,196638,Male,44,Asian-Pac-Islander,Wife,Never-worked,1
205,52,US,3,120986,Male,39,Black,Other-relative,Self-emp-not-inc,0
206,79,US,1,260954,Female,67,Amer-Indian-Eskimo,Unmarried,Self-emp-inc,0
207,45,non-US,9,87745,Male,13,Other,Husband,Local-gov,0
208,38,non-US,8,140676,Male,33,Other,Wife,Private,0
209,64,non-US,6,153326,Male,32,White,Own-child,Self-emp-inc,0
210,49,non-US,8,173944,Female,35,Other,Not-in-family,Private,0
211,51,US,12,255921,Female,84,Asian-Pac-Islander,Own-child,Self-emp-not-inc,0
212,50,US,12,168723,Male,48,Other,Wife,Self-emp-not-inc,1
213,34,non-US,3,329005,Female,29,Black,Husband,Local-gov,0
214,73,non-US,14,160118,Male,1,Black,Unmarried,Federal-gov,0
215,72,non-US,1,342907,Male,78,Amer-Indian-Eskimo,Not-in-family,Private,0
216,53,US,4,157911,Female,81,Asian-Pac-Islander,Husband,Local-gov,0
217,18,US,5,280714,Male,44,Other,Unmarried,Without-pay,0
218,67,US,9,96445,Male,56,Other,Other-relative,State-gov,0
219,40,US,4,307786,Female,6,Asian-Pac-Islander,Wife,Private,0
220,22,non-US,9,195124,Female,11,Asian-Pac-Islander,Own-child,Local-gov,0
221,52,US,14,96262,Female,66,White,Wife,State-gov,1
222,72,non-US,10,83601,Female,60,Black,Not-in-family,Never-worked,0
223,80,non-US,3,495061,Male,22,White,Other-relative,Private,0
224,88,non-US,4,170915,Male,20,Amer-Indian-Eskimo,Other-relative,Federal-gov,0
225,82,US,8,46645,Male,17,Other,Unmarried,Local-gov,0
226,62,non-US,3,331482,Male,36,White,Unmarried,Local-gov,0
227,30,US,16,186370,Female,7,Amer-Indian-Eskimo,Husband,Federal-gov,0
228,68,US,15,319303,Male,37,Asian-Pac-Islander,Wife,Federal-gov,0
229,31,non-US,5,171373,Male,27,White,Unmarried,Without-pay,0
230,73,non-US,13,191893,Female,82,Amer-Indian-Eskimo,Wife,Private,0
231,30,US,14,41890,Male,16,Asian-Pac-Islander,Own-child,Private,0
232,41,US,7,319303,Male,78,Black,Own-child,Self-emp-inc,0
233,27,US,3,154017,Female,46,Black,Husband,Self-emp-inc,0
234,83,non-US,11,195576,Female,16,Amer-Indian-Eskimo,Wife,Local-gov,0
235,22,non-US,5,152508,Female,31,Amer-Indian-Eskimo,Unmarried,Local-gov,0
236,69,non-US,4,251196,Male,70,White,Unmarried,Without-pay,0
237,74,US,13,143046,Male,33,White,Wife,Private,0
238,73,non-US,16,587310,Male,34,Asian-Pac-Islander,Wife,Never-worked,0
239,73,non-US,3,169071,Male,54,Asian-Pac-Islander,Other-relative,State-gov,0
240,60,non-US,8,194140,Male,62,Black,Husband,Without-pay,0
241,81,US,10,103529,Male,15,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
242,26,US,7,56121,Female,32,Amer-Indian-Eskimo,Wife,State-gov,0
243,68,non-US,6,184456,Female,54,Other,Other-relative,Never-worked,0
244,34,non-US,15,43150,Male,43,Asian-Pac-Islander,Other-relative,Without-pay,0
245,87,non-US,8,365328,Female,89,Amer-Indian-Eskimo,Husband,Local-gov,0
246,27,non-US,15,459556,Male,25,Asian-Pac-Islander,Unmarried,Self-emp-not-inc,0
247,26,non-US,11,343021,Male,27,Black,Husband,Federal-gov,0
248,63,US,10,76081,Female,69,White,Unmarried,Self-emp-not-inc,0
249,90,non-US,6,133654,Male,25,White,Unmarried,Private,0
250,86,US,8,79483,Male,60,White,Own-child,State-gov,0
251,24,non-US,5,218249,Female,45,Asian-Pac-Islander,Not-in-family,Never-worked,0
252,56,non-US,10,358554,Female,75,Black,Husband,Self-emp-inc,0
253,85,non-US,1,144723,Male,40,White,Wife,Self-emp-not-inc,0
254,68,non-US,5,651396,Female,27,Black,Not-in-family,Local-gov,0
255,44,non-US,9,250121,Female,87,White,Not-in-family,Without-pay,0
256,26,US,5,370727,Male,95,Other,Wife,Without-pay,0
257,65,US,10,129298,Female,9,Asian-Pac-Islander,Other-relative,Local-gov,0
258,48,non-US,7,147640,Male,60,Amer-Indian-Eskimo,Husband,Local-gov,0
259,19,US,4,149546,Female,85,Amer-Indian-Eskimo,Not-in-family,Private,0
260,48,non-US,2,193235,Female,55,Other,Own-child,Never-worked,0
261,71,US,5,391936,Female,76,White,Unmarried,Self-emp-inc,0
262,59,non-US,14,175873,Female,12,White,Other-relative,Self-emp-not-inc,0
263,69,US,4,157111,Male,67,White,Wife,Self-emp-inc,0
264,79,US,7,224947,Female,48,White,Other-relative,Self-emp-not-inc,0
265,58,non-US,11,134470,Male,87,Other,Own-child,Self-emp-inc,0
266,60,non-US,1,141649,Female,99,Black,Unmarried,Self-emp-inc,0
267,82,non-US,9,191784,Female,26,Amer-Indian-Eskimo,Own-child,Federal-gov,0
268,24,non-US,2,250066,Female,91,White,Other-relative,Without-pay,0
269,20,non-US,12,91571,Male,80,Asian-Pac-Islander,Own-child,State-gov,0
270,37,non-US,16,293076,Male,61,White,Unmarried,Federal-gov,0
271,43,non-US,14,240183,Female,18,Amer-Indian-Eskimo,Wife,Local-gov,0
272,88,non-US,15,248059,Female,39,Asian-Pac-Islander,Other-relative,Private,0
273,31,non-US,2,194404,Female,10,Amer-Indian-Eskimo,Husband,Local-gov,0
274,75,non-US,1,262684,Male,48,Asian-Pac-Islander,Unmarried,Private,0
275,20,non-US,12,548303,Male,72,Black,Husband,Without-pay,0
276,51,US,15,154713,Female,26,Amer-Indian-Eskimo,Not-in-family,State-gov,0
277,78,US,15,223921,Female,88,White,Wife,State-gov,0
278,58,US,10,280670,Female,82,Amer-Indian-Eskimo,Wife,Without-pay,0
279,57,non-US,11,654141,Female,47,White,Wife,State-gov,0
280,37,US,1,183186,Male,92,White,Husband,Never-worked,0
281,66,non-US,7,252231,Male,86,Other,Own-child,Federal-gov,0
282,48,non-US,16,29312,Female,23,Amer-Indian-Eskimo,Husband,Federal-gov,0
283,58,non-US,1,184441,Male,29,Amer-Indian-Eskimo,Unmarried,Local-gov,0
284,88,non-US,7,406811,Male,41,White,Unmarried,Self-emp-inc,0
285,90,US,4,190836,Female,26,Black,Own-child,Never-worked,0
286,66,non-US,11,294387,Male,12,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
287,72,non-US,6,78036,Male,51,Other,Own-child,Without-pay,0
288,61,US,7,68684,Male,16,Amer-Indian-Eskimo,Not-in-family,Self-emp-inc,0
289,38,non-US,5,103205,Male,1,Asian-Pac-Islander,Not-in-family,Private,0
290,69,non-US,8,193882,Female,59,White,Own-child,State-gov,0
291,23,non-US,16,192829,Male,25,Amer-Indian-Eskimo,Other-relative,Self-emp-not-inc,0
292,49,non-US,10,204518,Female,67,Other,Husband,Local-gov,0
293,18,non-US,5,329797,Male,20,Black,Unmarried,State-gov,0
294,43,non-US,12,113035,Female,85,Other,Wife,Self-emp-not-inc,0
295,21,US,10,132636,Female,48,Amer-Indian-Eskimo,Wife,Never-worked,0
296,32,non-US,2,154017,Male,20,Other,Own-child,Local-gov,0
297,58,US,15,115364,Male,20,Other,Unmarried,Never-worked,0
298,44,non-US,13,204648,Female,92,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
299,23,non-US,4,139344,Female,9,White,Husband,Federal-gov,0
300,41,US,3,166662,Male,57,Other,Husband,State-gov,0
301,26,US,1,203279,Male,72,Asian-Pac-Islander,Husband,Self-emp-inc,0
302,69,US,8,275181,Female,78,Other,Own-child,Self-emp-not-inc,0
303,58,US,8,135102,Male,53,Asian-Pac-Islander,Wife,Private,0
304,59,US,7,302473,Female,27,Asian-Pac-Islander,Unmarried,Never-worked,0
305,54,US,16,110318,Female,3,Asian-Pac-Islander,Unmarried,Self-emp-inc,0
306,60,US,3,45604,Female,92,White,Unmarried,Without-pay,0
307,79,US,10,220558,Female,49,Amer-Indian-Eskimo,Own-child,Federal-gov,0
308,33,US,12,312631,Male,62,Other,Wife,Self-emp-not-inc,1
309,38,US,4,137192,Male,89,Asian-Pac-Islander,Husband,Local-gov,0
310,76,non-US,5,279802,Male,25,Other,Not-in-family,Never-worked,0
311,56,non-US,15,183916,Male,27,Other,Other-relative,Without-pay,0
312,42,US,10,114927,Male,68,White,Unmarried,Private,0
313,39,non-US,15,176064,Male,72,Amer-Indian-Eskimo,Other-relative,Local-gov,0
314,63,non-US,13,187115,Female,80,Asian-Pac-Islander,Not-in-family,Never-worked,0
315,51,US,7,317761,Female,6,Asian-Pac-Islander,Other-relative,Federal-gov,0
316,27,US,10,347867,Male,89,Other,Unmarried,Self-emp-inc,0
317,80,non-US,12,138634,Male,18,Amer-Indian-Eskimo,Wife,Local-gov,0
318,27,non-US,2,157308,Male,38,Other,Own-child,Self-emp-not-inc,0
319,74,US,15,45857,Female,33,Amer-Indian-Eskimo,Husband,Local-gov,0
320,19,non-US,12,358121,Female,35,Asian-Pac-Islander,Other-relative,Without-pay,0
321,65,US,5,198634,Male,15,Other,Other-relative,Private,0
322,55,non-US,3,144236,Female,36,Black,Other-relative,Without-pay,0
323,44,non-US,5,340428,Female,76,Amer-Indian-Eskimo,Wife,Never-worked,0
324,85,non-US,9,185575,Female,11,White,Unmarried,Self-emp-inc,0
325,68,US,16,318533,Male,52,Asian-Pac-Islander,Other-relative,Private,0
326,44,non-US,1,232914,Male,1,Black,Husband,Private,0
327,43,non-US,16,151023,Male,81,Amer-Indian-Eskimo,Other-relative,Self-emp-inc,0
328,60,non-US,12,76129,Female,5,Black,Not-in-family,State-gov,0
329,30,non-US,2,27663,Male,81,Asian-Pac-Islander,Wife,Local-gov,0
330,83,non-US,7,80933,Male,39,White,Wife,State-gov,0
331,69,non-US,6,205737,Male,51,Black,Own-child,Without-pay,0
332,55,US,14,67136,Male,2,Amer-Indian-Eskimo,Other-relative,State-gov,0
333,38,US,11,78255,Female,67,Amer-Indian-Eskimo,Unmarried,State-gov,0
334,47,US,15,90275,Male,79,Black,Unmarried,Federal-gov,0
335,34,US,15,112077,Male,52,White,Unmarried,Never-worked,0
336,88,US,1,173929,Male,65,Black,Own-child,Private,0
337,76,non-US,8,226441,Male,34,Amer-Indian-Eskimo,Wife,Federal-gov,0
338,75,US,4,202084,Male,44,White,Own-child,Self-emp-not-inc,0
339,31,US,15,105540,Male,54,Black,Husband,Private,1
340,80,US,5,198244,Male,32,Asian-Pac-Islander,Husband,Self-emp-inc,0
341,24,non-US,12,481060,Male,28,Asian-Pac-Islander,Other-relative,Federal-gov,0
342,68,non-US,11,357691,Female,23,Amer-Indian-Eskimo,Not-in-family,Federal-gov,0
343,67,non-US,11,112683,Male,57,Other,Unmarried,Without-pay,0
344,88,non-US,5,207100,Male,44,Amer-Indian-Eskimo,Wife,Private,0
345,21,non-US,9,104790,Female,84,Asian-Pac-Islander,Wife,State-gov,0
346,67,US,2,277507,Female,90,Black,Husband,Federal-gov,0
347,27,US,10,87250,Female,24,Black,Not-in-family,Federal-gov,0
348,49,US,3,110327,Male,4,White,Not-in-family,Self-emp-inc,0
349,49,US,11,238216,Male,86,Asian-Pac-Islander,Wife,Self-emp-inc,0
350,39,US,1,121761,Male,14,Amer-Indian-Eskimo,Wife,Self-emp-not-inc,0
351,88,non-US,14,399522,Male,34,Other,Wife,State-gov,0
352,52,US,9,587310,Female,74,Amer-Indian-Eskimo,Not-in-family,Without-pay,0
353,23,US,3,110122,Female,30,Asian-Pac-Islander,Not-in-family,Federal-gov,0
354,21,non-US,16,38472,Male,46,Other,Wife,Federal-gov,0
355,45,non-US,10,171111,Female,96,Asian-Pac-Islander,Husband,Self-emp-inc,0
356,72,non-US,16,306567,Male,3,Black,Wife,Without-pay,0
357,81,US,11,100345,Female,41,Other,Other-relative,Self-emp-not-inc,0
358,24,US,6,296897,Female,58,White,Other-relative,Federal-gov,0
359,61,non-US,3,140446,Male,44,Other,Wife,Federal-gov,1
360,69,US,6,323016,Male,10,Amer-Indian-Eskimo,Other-relative,Local-gov,0
361,79,non-US,10,138946,Male,15,Amer-Indian-Eskimo,Husband,Local-gov,0
362,90,non-US,2,311920,Female,61,Other,Husband,Federal-gov,0
363,37,non-US,11,41400,Female,80,Amer-Indian-Eskimo,Wife,Without-pay,0
364,41,non-US,14,109009,Male,12,Amer-Indian-Eskimo,Unmarried,Self-emp-not-inc,0
365,57,non-US,1,153542,Male,33,Other,Unmarried,Without-pay,0
366,88,US,15,153238,Male,12,White,Not-in-family,Self-emp-inc,0
