id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
60,management,single,secondary,no,yes,yes,cellular,jul,other,67,23495,7,129,3,11,0
61,student,married,secondary,yes,no,no,unknown,dec,success,39,1738,13,406,41,21,0
62,retired,divorced,unknown,no,no,yes,unknown,sep,unknown,62,1258,19,147,17,41,0
63,admin.,married,tertiary,no,yes,no,telephone,jan,unknown,87,19,23,511,32,4,0
64,blue-collar,single,tertiary,yes,no,yes,telephone,feb,success,90,975,2,488,18,2,0
65,retired,married,unknown,no,no,yes,cellular,feb,success,24,829,10,376,28,13,1
66,unemployed,married,unknown,yes,no,no,telephone,may,failure,48,3050,29,1269,19,11,1
67,services,single,primary,yes,yes,yes,cellular,jun,failure,85,4646,30,501,21,9,0
68,admin.,divorced,unknown,yes,no,no,cellular,oct,unknown,73,5953,31,657,6,22,1
69,retired,divorced,primary,yes,no,yes,unknown,oct,other,92,381,19,878,32,21,1
70,housemaid,divorced,unknown,no,yes,no,unknown,jul,success,77,609,20,587,16,17,0
71,housemaid,married,secondary,yes,no,yes,cellular,dec,other,32,4717,30,1248,26,12,1
72,housemaid,divorced,secondary,yes,yes,yes,cellular,feb,success,83,4151,17,333,41,30,0
73,unemployed,married,unknown,yes,no,no,cellular,mar,failure,84,7867,2,609,20,2,1
74,retired,single,primary,yes,no,yes,cellular,may,unknown,41,6513,15,671,11,2,1
75,retired,single,tertiary,no,no,yes,cellular,apr,failure,81,1074,12,571,23,8,0
76,self-employed,married,secondary,yes,no,yes,unknown,dec,failure,26,2183,17,560,63,58,0
77,services,single,unknown,no,no,no,unknown,jan,failure,31,709,30,218,7,13,0
78,technician,divorced,secondary,no,no,yes,unknown,nov,other,41,4519,18,881,18,6,0
79,unknown,single,unknown,yes,yes,yes,cellular,may,failure,78,13094,30,754,22,41,0
80,services,divorced,secondary,yes,no,no,cellular,mar,other,18,1537,31,1867,11,9,1
81,housemaid,divorced,unknown,no,no,yes,unknown,jan,other,19,1223,28,177,8,14,1
82,admin.,single,secondary,yes,no,no,unknown,may,success,21,-39,3,39,15,15,1
83,management,single,secondary,no,yes,no,telephone,oct,unknown,90,1960,18,512,5,6,1
84,student,divorced,unknown,no,yes,no,unknown,jun,failure,19,2033,28,545,20,17,0
85,student,married,secondary,yes,no,yes,cellular,jun,unknown,50,1297,21,1164,29,55,1
86,housemaid,divorced,secondary,no,no,no,unknown,feb,success,78,3765,4,472,10,10,0
87,services,divorced,secondary,yes,yes,yes,cellular,jul,failure,24,610,23,244,10,4,0
88,unemployed,single,tertiary,yes,yes,yes,cellular,dec,failure,81,600,25,1558,9,37,1
89,entrepreneur,divorced,unknown,no,no,no,telephone,jul,success,58,-194,1,664,12,37,1
90,services,divorced,tertiary,no,no,yes,telephone,jul,other,64,1766,25,152,41,20,0
91,technician,single,secondary,yes,yes,no,cellular,jun,other,40,13818,11,873,3,15,1
92,retired,divorced,primary,no,yes,no,cellular,apr,other,31,2170,29,1363,13,58,1
93,retired,married,primary,yes,no,no,cellular,jul,success,69,-47,16,901,16,23,1
94,unemployed,married,primary,yes,no,no,telephone,jan,success,88,1664,7,751,24,7,0
95,entrepreneur,married,tertiary,no,no,no,unknown,sep,other,68,-546,15,1463,63,26,1
96,blue-collar,single,unknown,yes,yes,yes,cellular,feb,success,73,1239,12,689,11,28,1
97,self-employed,divorced,tertiary,no,yes,no,telephone,nov,unknown,84,1289,24,613,27,12,0
98,self-employed,single,primary,no,no,yes,telephone,apr,failure,23,4515,2,435,23,4,1
99,self-employed,divorced,unknown,yes,yes,yes,cellular,jan,other,86,4329,29,483,23,27,0
100,admin.,divorced,unknown,no,no,no,unknown,mar,success,33,3286,30,96,33,16,0
101,technician,married,primary,no,yes,no,telephone,mar,unknown,65,436,22,1227,25,0,1
102,management,divorced,unknown,no,no,yes,telephone,apr,other,83,5086,10,297,12,55,0
103,housemaid,single,unknown,no,no,no,unknown,dec,failure,78,7098,24,581,31,16,1
104,unknown,married,secondary,yes,no,no,telephone,jan,other,32,-1386,30,421,11,17,0
105,blue-collar,divorced,secondary,no,yes,no,cellular,apr,success,26,6513,6,946,14,30,1
106,unknown,married,secondary,no,no,yes,cellular,oct,other,47,14930,2,599,41,8,0
107,student,single,secondary,yes,yes,no,unknown,jan,success,48,7876,13,446,20,22,0
108,student,divorced,primary,no,yes,yes,unknown,apr,unknown,87,2117,27,1723,19,5,1
109,unknown,single,secondary,no,no,yes,telephone,feb,other,69,1411,18,940,30,21,0
110,entrepreneur,married,tertiary,yes,yes,no,unknown,jul,other,62,1020,30,1500,15,23,1
111,entrepreneur,married,secondary,yes,yes,no,unknown,may,success,61,98,29,1449,41,14,1
112,management,divorced,unknown,yes,yes,no,unknown,mar,success,33,524,22,796,21,40,0
113,unemployed,divorced,tertiary,no,yes,no,telephone,nov,unknown,95,219,17,941,26,17,0
114,self-employed,single,primary,no,yes,no,unknown,jan,unknown,51,12569,4,443,1,14,1
115,retired,married,unknown,no,no,yes,telephone,aug,success,35,-634,8,881,27,40,0
116,unemployed,single,primary,no,yes,yes,unknown,sep,success,61,7050,27,507,43,21,0
117,self-employed,single,secondary,no,no,no,cellular,may,other,70,949,22,674,5,10,1
118,retired,married,secondary,no,no,yes,cellular,jun,other,88,5724,10,535,27,10,1
119,housemaid,married,unknown,yes,yes,yes,telephone,sep,success,40,1529,8,603,21,58,1
120,management,married,secondary,yes,no,no,cellular,oct,other,81,544,16,893,2,6,1
121,services,single,unknown,no,yes,yes,telephone,aug,failure,92,3203,30,1374,8,8,1
122,student,divorced,primary,no,yes,yes,telephone,apr,failure,60,1123,15,459,5,58,0
123,retired,married,tertiary,yes,no,no,unknown,mar,success,90,503,3,92,13,28,1
124,services,married,unknown,no,no,yes,cellular,oct,failure,30,5313,27,780,33,13,1
125,admin.,married,primary,no,no,yes,telephone,aug,failure,29,1129,11,812,30,19,0
126,services,divorced,primary,yes,yes,no,unknown,jul,failure,32,1273,19,1119,1,21,1
127,management,divorced,tertiary,no,no,no,cellular,sep,other,56,-227,8,1159,16,5,1
128,retired,married,primary,yes,no,no,unknown,nov,failure,45,648,27,63,25,22,0
129,retired,married,tertiary,no,no,no,unknown,dec,other,42,17924,3,1341,43,19,1
130,unknown,married,tertiary,no,no,no,unknown,jul,success,74,236,6,375,8,21,1
131,student,divorced,secondary,no,no,no,cellular,jun,unknown,46,29080,24,57,29,15,0
132,student,divorced,secondary,yes,yes,yes,telephone,mar,unknown,32,5154,6,458,13,11,1
133,self-employed,single,tertiary,no,no,yes,unknown,sep,success,42,-33,29,216,31,29,0
134,admin.,single,tertiary,yes,yes,no,cellular,dec,unknown,30,1602,7,1206,27,1,1
135,management,single,primary,yes,yes,no,telephone,oct,unknown,82,2855,27,1240,15,55,1
136,housemaid,married,tertiary,no,yes,no,unknown,may,failure,79,962,25,451,32,30,0
137,technician,single,primary,no,no,no,telephone,aug,failure,74,288,31,1210,14,58,1
138,student,divorced,primary,yes,no,no,cellular,aug,failure,32,10465,1,694,12,16,1
139,retired,divorced,primary,no,yes,no,cellular,may,failure,92,963,1,552,25,17,0
140,retired,married,secondary,yes,no,yes,cellular,mar,failure,35,271,31,643,63,40,0
141,retired,married,tertiary,yes,no,yes,cellular,mar,success,85,625,12,1658,9,30,1
142,unemployed,divorced,secondary,yes,yes,no,unknown,feb,unknown,60,10884,11,21,25,14,0
143,admin.,single,tertiary,yes,yes,no,cellular,aug,unknown,64,-525,7,976,8,40,1
144,retired,divorced,unknown,no,yes,no,cellular,feb,failure,42,-114,11,346,30,3,0
145,housemaid,married,secondary,no,no,no,unknown,may,unknown,84,1127,5,288,30,6,0
146,blue-collar,divorced,secondary,no,yes,yes,cellular,apr,failure,83,366,15,359,10,8,0
147,blue-collar,married,tertiary,yes,no,yes,unknown,jun,failure,65,184,20,33,41,30,0
148,self-employed,single,unknown,yes,no,yes,unknown,may,other,42,1220,29,708,15,18,0
149,unknown,single,tertiary,no,no,yes,telephone,feb,success,31,14220,5,3076,11,0,1
150,self-employed,married,secondary,no,yes,yes,telephone,may,success,44,2579,2,647,2,10,0
151,services,divorced,secondary,yes,yes,yes,telephone,may,failure,93,10438,1,427,2,40,0
152,self-employed,married,secondary,no,yes,no,cellular,jun,failure,67,1743,3,1608,23,28,1
153,self-employed,divorced,tertiary,yes,no,yes,telephone,jan,other,22,3792,9,562,16,0,0
154,housemaid,divorced,unknown,yes,yes,yes,unknown,nov,unknown,46,3413,8,460,24,5,0
155,blue-collar,married,secondary,no,no,yes,telephone,aug,failure,37,1414,14,1047,10,41,0
156,management,single,unknown,no,yes,yes,telephone,oct,failure,87,1728,11,959,41,19,1
157,entrepreneur,single,tertiary,no,no,no,unknown,mar,unknown,21,486,2,566,29,41,0
158,unknown,married,secondary,no,yes,yes,unknown,dec,success,25,3992,14,458,14,37,0
159,unknown,divorced,tertiary,yes,no,yes,unknown,jan,unknown,25,1822,26,85,12,12,0
160,student,single,tertiary,no,no,yes,telephone,feb,other,79,-414,15,391,6,11,0
161,student,divorced,unknown,no,no,yes,unknown,nov,failure,90,966,18,1328,28,3,1
162,technician,divorced,secondary,yes,no,no,telephone,nov,success,75,2139,26,51,5,5,0
163,housemaid,divorced,unknown,no,no,no,telephone,jul,success,95,433,5,247,23,26,1
164,housemaid,married,unknown,yes,no,no,telephone,mar,other,75,1909,13,363,28,10,1
165,admin.,single,unknown,no,yes,yes,telephone,aug,success,36,2325,12,635,30,15,0
166,retired,divorced,secondary,no,yes,no,unknown,may,success,69,1747,13,321,6,9,1
167,entrepreneur,married,tertiary,yes,no,yes,telephone,nov,other,26,2246,22,1045,2,30,1
168,self-employed,married,secondary,no,no,no,cellular,jul,other,75,3317,4,731,10,6,1
169,technician,married,secondary,yes,no,no,unknown,aug,failure,54,527,6,7,63,7,0
170,unemployed,divorced,unknown,no,yes,no,telephone,jun,other,26,151,14,677,28,19,0
171,self-employed,married,primary,no,no,yes,unknown,aug,other,71,1480,18,1169,21,7,0
172,self-employed,single,tertiary,no,yes,yes,telephone,jul,other,76,2768,7,1212,6,20,1
173,self-employed,single,secondary,no,no,yes,unknown,apr,success,83,6307,13,154,32,29,0
174,entrepreneur,married,secondary,no,no,yes,cellular,feb,other,29,1147,20,309,6,55,0
175,management,single,tertiary,yes,yes,no,unknown,oct,success,63,926,3,629,17,14,0
176,entrepreneur,divorced,primary,no,yes,no,cellular,sep,unknown,42,3967,20,59,31,3,1
177,housemaid,married,tertiary,no,yes,no,cellular,sep,failure,59,1066,26,281,10,5,1
178,retired,single,primary,no,no,no,cellular,nov,failure,78,1693,27,417,5,40,1
179,retired,married,primary,yes,yes,yes,unknown,may,unknown,25,4807,13,598,24,9,0
180,housemaid,single,secondary,no,no,no,telephone,may,success,23,9676,30,890,27,7,0
181,self-employed,single,tertiary,no,no,no,cellular,oct,unknown,25,-208,18,135,14,23,1
182,admin.,divorced,primary,yes,yes,yes,telephone,nov,unknown,63,786,26,1656,1,11,1
183,self-employed,single,secondary,no,no,yes,unknown,jan,failure,84,2741,25,368,4,28,0
184,management,married,secondary,no,yes,yes,unknown,jan,failure,33,3954,22,915,20,29,0
185,unemployed,single,unknown,no,no,yes,unknown,jan,success,74,1434,4,1344,3,8,1
186,admin.,divorced,secondary,yes,yes,no,cellular,mar,unknown,52,510,12,1386,17,58,1
187,services,single,secondary,yes,yes,no,cellular,may,unknown,87,36252,20,1111,25,20,1
188,admin.,married,tertiary,no,no,yes,unknown,jul,other,76,14968,28,1978,21,37,1
189,housemaid,single,tertiary,yes,yes,yes,telephone,mar,failure,62,5613,25,1426,29,4,1
190,unknown,married,unknown,yes,yes,no,telephone,feb,unknown,60,9569,13,1144,20,22,1
191,entrepreneur,married,unknown,no,no,no,cellular,jan,failure,68,416,3,522,30,23,0
192,services,married,unknown,yes,no,no,telephone,oct,failure,62,1600,4,58,5,6,1
193,unknown,divorced,secondary,yes,yes,yes,cellular,apr,failure,33,1425,17,612,4,3,0
194,housemaid,divorced,primary,no,no,yes,cellular,dec,failure,37,945,3,346,12,6,1
195,unknown,married,unknown,no,no,no,telephone,dec,other,83,700,22,1395,2,55,1
196,services,married,tertiary,no,yes,yes,telephone,jun,other,48,1868,16,801,28,9,0
197,technician,divorced,primary,yes,no,yes,telephone,may,success,65,3079,19,1100,6,20,1
198,housemaid,divorced,primary,no,no,no,telephone,feb,other,86,5784,18,1030,7,30,1
199,entrepreneur,married,unknown,no,yes,yes,unknown,jun,success,79,5737,30,762,11,5,1
200,blue-collar,divorced,secondary,no,no,yes,telephone,nov,unknown,48,1490,23,364,9,23,0
201,student,married,tertiary,yes,yes,no,unknown,aug,success,74,3771,13,62,9,0,0
202,retired,single,tertiary,yes,no,yes,unknown,sep,success,72,321,9,1017,10,23,1
203,self-employed,single,secondary,no,yes,no,unknown,mar,other,90,1731,4,41,6,11,1
204,housemaid,divorced,tertiary,yes,yes,yes,unknown,jul,unknown,23,2678,25,662,18,7,0
205,housemaid,married,tertiary,yes,yes,yes,cellular,sep,unknown,65,2331,20,212,3,5,1
206,retired,married,primary,yes,no,no,unknown,jan,failure,30,8585,1,633,9,7,0
207,management,divorced,unknown,no,yes,yes,unknown,jul,success,86,8121,25,572,22,27,0
208,student,divorced,unknown,no,no,yes,unknown,apr,other,48,-451,5,721,13,10,1
209,self-employed,married,primary,no,no,yes,telephone,apr,success,55,-14,12,1045,19,21,1
210,services,married,primary,yes,yes,no,cellular,nov,other,62,-122,6,1353,2,14,1
211,technician,divorced,primary,no,yes,yes,unknown,sep,other,84,5435,23,73,4,37,1
212,self-employed,married,secondary,no,no,no,cellular,feb,unknown,92,2485,31,1040,12,13,1
213,services,divorced,unknown,no,yes,no,telephone,aug,other,51,4158,25,819,28,22,0
214,retired,divorced,primary,yes,no,yes,cellular,apr,failure,88,508,1,1391,9,26,1
215,self-employed,married,secondary,yes,yes,no,unknown,jan,other,21,299,5,1721,21,41,1
216,blue-collar,married,tertiary,no,yes,yes,telephone,jan,success,84,0,26,213,4,13,1
217,student,single,tertiary,yes,no,yes,unknown,feb,other,76,768,27,558,16,2,0
218,retired,divorced,unknown,no,yes,yes,cellular,may,failure,73,4287,8,1046,8,18,1
219,management,single,primary,no,no,yes,unknown,may,failure,74,294,20,252,4,2,1
220,services,married,tertiary,no,no,yes,cellular,aug,other,40,3169,25,1038,31,23,1
221,admin.,divorced,tertiary,yes,no,no,telephone,jan,failure,67,2408,14,181,15,12,1
222,management,divorced,secondary,no,no,no,cellular,aug,other,40,475,10,1100,5,12,1
223,entrepreneur,single,secondary,yes,no,yes,cellular,apr,other,29,1236,10,647,43,40,0
224,management,single,primary,no,no,yes,telephone,mar,success,80,3561,27,834,28,3,1
225,services,divorced,unknown,yes,no,yes,cellular,jun,other,22,1086,12,168,22,5,0
226,unknown,single,primary,no,no,no,telephone,sep,success,48,3876,29,1149,14,37,1
227,technician,married,unknown,no,yes,no,telephone,may,failure,34,-368,2,1276,17,9,1
228,entrepreneur,married,primary,no,no,no,cellular,nov,unknown,93,7876,21,649,16,17,1
229,self-employed,single,unknown,yes,no,yes,telephone,mar,unknown,61,-180,14,351,33,0,0
230,retired,divorced,tertiary,yes,yes,no,unknown,dec,unknown,89,316,1,228,30,58,0
231,technician,single,tertiary,no,yes,yes,telephone,jun,failure,47,1019,29,322,19,26,0
232,technician,divorced,tertiary,no,no,no,cellular,jun,other,67,4513,20,934,33,58,0
233,management,married,unknown,no,yes,yes,telephone,may,success,59,1781,28,316,7,22,0
234,housemaid,married,tertiary,yes,no,yes,cellular,apr,other,63,3782,5,1309,13,7,1
235,management,divorced,secondary,no,yes,no,telephone,jun,unknown,44,1015,6,1058,2,13,1
236,blue-collar,single,unknown,yes,no,no,telephone,apr,other,70,-320,2,3881,30,20,1
237,retired,married,secondary,no,no,yes,telephone,nov,unknown,52,2693,3,2372,31,12,1
238,management,single,tertiary,no,yes,yes,unknown,apr,other,76,1928,25,534,41,55,1
239,services,married,primary,no,yes,no,unknown,apr,success,95,4256,24,214,32,8,1
240,unknown,married,secondary,yes,yes,yes,cellular,jan,unknown,34,411,9,792,22,28,0
241,retired,divorced,primary,no,yes,yes,cellular,aug,other,66,492,3,738,13,26,0
242,self-employed,divorced,unknown,no,yes,yes,cellular,apr,success,71,137,27,501,7,12,1
243,admin.,married,tertiary,yes,yes,no,cellular,jun,other,50,7628,30,557,1,15,1
244,housemaid,divorced,secondary,no,yes,no,unknown,aug,failure,62,803,27,213,30,16,0
245,entrepreneur,divorced,primary,yes,yes,yes,telephone,sep,success,71,7707,18,652,20,10,1
246,entrepreneur,married,unknown,yes,yes,yes,unknown,aug,success,71,105,13,433,43,10,1
247,technician,divorced,primary,yes,no,yes,cellular,feb,unknown,84,144,18,539,31,3,0
248,unknown,divorced,secondary,yes,no,no,telephone,oct,unknown,38,-1489,18,592,24,2,1
249,unemployed,divorced,primary,no,no,yes,unknown,oct,other,18,-581,24,1973,5,23,1
250,student,divorced,primary,yes,yes,no,telephone,mar,other,54,641,14,1277,41,2,1
251,services,single,unknown,yes,yes,yes,unknown,nov,success,23,1608,18,391,21,6,0
252,housemaid,married,tertiary,no,yes,no,unknown,jan,success,76,349,21,681,25,10,1
253,unknown,divorced,tertiary,no,yes,no,cellular,sep,unknown,63,659,29,751,41,2,1
254,unknown,single,tertiary,yes,yes,yes,telephone,apr,unknown,56,923,7,414,15,41,1
255,student,divorced,unknown,yes,no,yes,telephone,oct,unknown,34,-196,11,385,20,6,1
256,self-employed,divorced,tertiary,yes,yes,no,telephone,feb,success,75,1710,2,599,63,4,0
257,housemaid,single,secondary,no,no,no,telephone,jan,other,35,2030,18,573,22,9,0
258,admin.,married,secondary,no,yes,no,telephone,jul,other,82,1114,5,65,16,41,1
259,unknown,divorced,unknown,yes,no,no,cellular,mar,other,83,-257,12,1209,3,58,1
260,entrepreneur,married,unknown,yes,no,no,telephone,sep,failure,62,7098,21,263,4,12,1
261,management,divorced,secondary,yes,yes,yes,unknown,apr,failure,44,1527,18,507,21,11,1
262,unknown,married,primary,no,no,no,unknown,dec,unknown,90,4118,4,1469,1,3,1
263,management,married,primary,yes,no,yes,unknown,oct,other,22,3728,6,1119,26,58,1
264,admin.,divorced,primary,no,no,yes,unknown,jun,failure,75,5888,20,978,15,6,1
265,entrepreneur,divorced,secondary,no,yes,yes,unknown,aug,success,66,5888,31,337,21,18,0
266,management,married,primary,no,no,no,cellular,oct,other,22,732,10,483,30,18,1
267,technician,married,primary,no,no,no,cellular,apr,success,50,369,18,1346,30,5,1
268,self-employed,divorced,secondary,yes,no,no,telephone,mar,success,54,688,18,286,6,41,1
269,admin.,single,secondary,yes,yes,no,cellular,sep,failure,62,-910,19,1622,11,58,1
270,unknown,single,secondary,yes,yes,no,cellular,nov,failure,48,3043,3,409,14,30,1
271,management,single,unknown,yes,yes,yes,cellular,apr,success,19,12223,23,1437,6,22,1
272,services,single,unknown,no,no,yes,cellular,dec,other,55,2366,9,622,16,27,0
273,self-employed,divorced,tertiary,yes,no,yes,unknown,jan,other,61,181,12,1484,6,0,1
274,blue-collar,divorced,unknown,yes,yes,yes,telephone,may,unknown,84,1287,14,830,33,11,0
275,management,divorced,tertiary,yes,yes,yes,unknown,dec,unknown,31,2226,13,617,22,4,1
276,self-employed,married,secondary,yes,no,no,telephone,mar,other,56,2176,28,622,7,30,1
277,technician,married,primary,yes,no,yes,cellular,dec,success,44,631,26,498,3,28,1
278,blue-collar,married,tertiary,yes,yes,no,telephone,may,other,52,878,27,1204,33,15,1
279,services,single,primary,no,no,yes,cellular,may,success,41,4227,6,583,23,26,0
280,admin.,single,tertiary,no,yes,yes,cellular,jun,unknown,25,4499,9,7,25,41,0
281,housemaid,single,unknown,yes,yes,yes,telephone,mar,unknown,74,6831,3,1098,23,2,1
282,admin.,single,primary,no,yes,yes,unknown,jun,unknown,31,1329,23,1297,18,17,1
283,student,married,unknown,no,yes,no,cellular,jul,failure,72,-700,15,804,15,21,1
284,technician,single,primary,no,yes,yes,telephone,feb,other,84,1144,29,912,31,13,0
285,entrepreneur,divorced,unknown,yes,yes,no,unknown,dec,success,44,1296,26,93,11,4,1
286,blue-collar,divorced,secondary,yes,no,yes,cellular,may,success,40,4062,4,201,17,23,0
287,management,divorced,unknown,yes,no,yes,unknown,jul,other,49,8828,19,1012,12,10,1
288,retired,single,primary,no,yes,no,unknown,jul,unknown,33,753,22,380,6,11,0
289,entrepreneur,married,primary,no,no,yes,cellular,oct,failure,49,2838,13,1882,28,16,1
290,management,single,primary,no,yes,no,unknown,sep,unknown,45,246,16,859,4,10,0
291,retired,single,primary,yes,no,no,cellular,mar,unknown,74,842,31,992,30,58,1
292,self-employed,single,tertiary,no,yes,no,cellular,mar,success,33,1727,19,1567,32,15,1
293,student,single,primary,yes,yes,yes,cellular,jun,unknown,90,-325,1,645,28,18,1
294,admin.,divorced,unknown,no,no,yes,cellular,oct,failure,74,-253,29,797,63,5,1
295,unemployed,single,primary,yes,no,yes,cellular,oct,unknown,84,5313,24,167,22,16,1
296,self-employed,single,primary,yes,no,no,cellular,jul,failure,28,1575,5,1230,32,8,1
297,retired,divorced,tertiary,no,yes,yes,cellular,dec,unknown,28,1840,31,124,23,40,0
298,management,married,primary,yes,no,yes,telephone,apr,unknown,82,1139,30,634,18,14,0
299,housemaid,married,primary,no,yes,no,telephone,feb,other,88,1756,21,263,41,1,0
300,self-employed,divorced,primary,yes,no,yes,cellular,apr,failure,71,746,5,211,30,17,0
301,blue-collar,divorced,tertiary,no,yes,yes,telephone,sep,success,47,-26,12,157,43,4,1
302,blue-collar,single,tertiary,yes,yes,yes,unknown,jul,other,69,2085,27,242,5,16,0
303,services,divorced,unknown,no,no,yes,cellular,jun,other,87,1471,8,838,5,0,1
304,admin.,married,primary,yes,yes,no,telephone,nov,other,27,10541,9,81,8,18,0
305,unknown,divorced,primary,no,yes,no,cellular,oct,other,78,20723,3,994,15,19,1
306,self-employed,married,primary,no,yes,no,telephone,sep,success,74,3165,13,1077,30,3,1
307,entrepreneur,divorced,secondary,yes,yes,no,telephone,jan,success,76,748,9,335,33,55,0
308,student,divorced,tertiary,no,no,no,unknown,mar,success,43,1618,21,746,1,27,1
309,management,divorced,unknown,no,yes,yes,telephone,may,unknown,77,2242,14,21,22,28,0
