id,job,marital,education,default,housing,loan,contact,month,poutcome,age,balance,day,duration,campaign,previous,class
38,self-employed,single,primary,yes,yes,yes,telephone,sep,other,18<x<37,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,1
39,housemaid,single,primary,yes,yes,no,cellular,sep,success,x>75,-6847<x<3526,x>23,x>2440,16<x<32,14<x<29,1
40,services,divorced,tertiary,no,yes,no,cellular,apr,unknown,x>75,-6847<x<3526,16<x<23,814<x<1627,32<x<47,x>43,1
41,entrepreneur,divorced,tertiary,no,yes,no,cellular,aug,success,x>75,-6847<x<3526,16<x<23,814<x<1627,16<x<32,0<x<14,1
42,blue-collar,single,secondary,no,yes,no,telephone,jun,unknown,37<x<56,13899<x<24272,x>23,814<x<1627,1<x<16,29<x<43,1
43,entrepreneur,single,secondary,no,yes,no,unknown,aug,success,x>75,-6847<x<3526,x>23,2<x<814,32<x<47,0<x<14,1
44,retired,divorced,primary,no,no,yes,cellular,mar,unknown,56<x<75,13899<x<24272,8<x<16,2<x<814,1<x<16,0<x<14,1
45,unemployed,single,tertiary,no,no,yes,cellular,mar,success,37<x<56,-6847<x<3526,16<x<23,814<x<1627,16<x<32,0<x<14,1
46,student,married,primary,yes,no,yes,cellular,dec,success,18<x<37,-6847<x<3526,8<x<16,814<x<1627,x<1,14<x<29,1
47,housemaid,single,primary,yes,yes,yes,telephone,may,other,37<x<56,-6847<x<3526,1<x<8,814<x<1627,16<x<32,0<x<14,0
48,admin.,single,secondary,no,no,no,telephone,aug,other,37<x<56,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,1
49,admin.,divorced,secondary,yes,yes,yes,unknown,oct,other,x>75,-6847<x<3526,16<x<23,814<x<1627,x>47,0<x<14,1
50,self-employed,divorced,unknown,no,no,no,cellular,nov,success,56<x<75,-6847<x<3526,1<x<8,814<x<1627,1<x<16,0<x<14,1
51,housemaid,divorced,unknown,yes,no,no,telephone,jun,unknown,56<x<75,13899<x<24272,1<x<8,2<x<814,16<x<32,0<x<14,1
52,technician,married,tertiary,yes,yes,no,cellular,nov,unknown,56<x<75,-6847<x<3526,16<x<23,814<x<1627,16<x<32,14<x<29,0
53,services,divorced,unknown,no,no,yes,telephone,oct,success,x>75,-6847<x<3526,8<x<16,2<x<814,1<x<16,x<0,1
54,entrepreneur,single,tertiary,yes,yes,yes,telephone,mar,unknown,18<x<37,-6847<x<3526,1<x<8,814<x<1627,x<1,0<x<14,0
55,admin.,married,secondary,no,yes,no,unknown,oct,success,56<x<75,3526<x<13899,x>23,2<x<814,x<1,0<x<14,1
56,management,divorced,unknown,no,yes,no,telephone,jan,unknown,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
57,technician,married,unknown,no,no,no,cellular,sep,other,18<x<37,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
58,entrepreneur,married,primary,no,yes,yes,telephone,mar,unknown,18<x<37,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,0
59,management,single,primary,no,no,yes,cellular,jun,failure,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
60,technician,single,tertiary,yes,yes,no,telephone,feb,success,56<x<75,-6847<x<3526,8<x<16,814<x<1627,x>47,14<x<29,1
61,management,divorced,unknown,yes,no,no,telephone,jun,failure,18<x<37,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
62,blue-collar,single,primary,yes,yes,yes,telephone,jul,unknown,56<x<75,3526<x<13899,8<x<16,814<x<1627,16<x<32,14<x<29,0
63,student,married,unknown,yes,yes,no,telephone,aug,failure,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
64,management,divorced,secondary,no,no,yes,unknown,nov,success,56<x<75,-6847<x<3526,1<x<8,2<x<814,1<x<16,29<x<43,1
65,technician,married,unknown,no,yes,yes,unknown,apr,unknown,37<x<56,-6847<x<3526,16<x<23,2<x<814,x<1,0<x<14,1
66,entrepreneur,divorced,secondary,no,no,yes,telephone,aug,success,37<x<56,-6847<x<3526,8<x<16,814<x<1627,1<x<16,0<x<14,1
67,admin.,married,unknown,no,yes,no,telephone,oct,success,37<x<56,3526<x<13899,x<1,1627<x<2440,16<x<32,0<x<14,1
68,blue-collar,single,tertiary,yes,yes,yes,telephone,jun,other,56<x<75,-6847<x<3526,8<x<16,814<x<1627,1<x<16,0<x<14,1
69,unknown,single,unknown,no,no,yes,telephone,sep,other,x>75,13899<x<24272,x>23,814<x<1627,1<x<16,0<x<14,1
70,technician,divorced,unknown,yes,yes,yes,cellular,aug,success,x>75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,0
71,entrepreneur,married,primary,no,yes,no,cellular,may,unknown,x>75,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,0
72,unemployed,married,unknown,no,yes,yes,telephone,apr,unknown,37<x<56,3526<x<13899,8<x<16,1627<x<2440,16<x<32,14<x<29,1
73,entrepreneur,married,tertiary,yes,yes,yes,unknown,jul,other,x>75,-6847<x<3526,8<x<16,814<x<1627,1<x<16,14<x<29,0
74,housemaid,married,primary,yes,yes,no,unknown,jan,unknown,18<x<37,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,0
75,student,married,secondary,no,yes,no,telephone,aug,failure,37<x<56,-6847<x<3526,1<x<8,814<x<1627,32<x<47,0<x<14,1
76,admin.,married,unknown,yes,no,no,cellular,sep,failure,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,1
77,technician,divorced,tertiary,yes,no,no,telephone,sep,other,56<x<75,3526<x<13899,x>23,2<x<814,1<x<16,0<x<14,1
78,unknown,married,secondary,yes,no,yes,unknown,may,success,37<x<56,13899<x<24272,x>23,1627<x<2440,x<1,0<x<14,0
79,technician,single,tertiary,no,yes,no,cellular,nov,other,56<x<75,-6847<x<3526,8<x<16,814<x<1627,16<x<32,14<x<29,0
80,admin.,single,tertiary,no,no,no,telephone,oct,failure,x>75,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,1
81,student,divorced,unknown,no,yes,yes,telephone,may,unknown,37<x<56,-6847<x<3526,1<x<8,814<x<1627,1<x<16,29<x<43,0
82,blue-collar,married,tertiary,yes,yes,yes,cellular,may,success,x>75,3526<x<13899,x>23,2<x<814,1<x<16,0<x<14,1
83,student,married,secondary,yes,no,no,unknown,dec,other,18<x<37,-6847<x<3526,8<x<16,1627<x<2440,16<x<32,29<x<43,1
84,unknown,divorced,secondary,yes,yes,yes,cellular,nov,success,x<18,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,0
85,unemployed,married,primary,no,yes,no,unknown,feb,success,18<x<37,3526<x<13899,16<x<23,2<x<814,1<x<16,29<x<43,1
86,entrepreneur,single,tertiary,no,yes,yes,unknown,jun,other,37<x<56,-6847<x<3526,x>23,814<x<1627,1<x<16,14<x<29,1
87,services,married,unknown,yes,yes,yes,unknown,nov,unknown,x>75,-6847<x<3526,x>23,1627<x<2440,1<x<16,14<x<29,0
88,retired,married,unknown,no,no,no,cellular,oct,success,18<x<37,3526<x<13899,8<x<16,2<x<814,1<x<16,0<x<14,1
89,housemaid,divorced,tertiary,no,no,yes,unknown,apr,unknown,37<x<56,x<-6847,x>23,1627<x<2440,32<x<47,14<x<29,1
90,services,divorced,tertiary,yes,yes,yes,telephone,apr,success,37<x<56,3526<x<13899,8<x<16,814<x<1627,16<x<32,14<x<29,1
91,housemaid,single,secondary,yes,yes,yes,unknown,feb,other,18<x<37,-6847<x<3526,8<x<16,2<x<814,32<x<47,0<x<14,0
92,management,married,tertiary,no,no,no,unknown,jul,failure,37<x<56,-6847<x<3526,x<1,814<x<1627,16<x<32,14<x<29,1
93,technician,married,unknown,yes,yes,yes,telephone,jul,success,37<x<56,-6847<x<3526,1<x<8,1627<x<2440,16<x<32,29<x<43,1
94,unknown,divorced,primary,yes,no,no,telephone,apr,unknown,x>75,-6847<x<3526,x>23,2<x<814,16<x<32,29<x<43,1
95,technician,divorced,tertiary,no,no,no,unknown,dec,failure,x>75,3526<x<13899,1<x<8,2<x<814,16<x<32,14<x<29,1
96,unemployed,single,unknown,no,yes,yes,telephone,jan,success,18<x<37,-6847<x<3526,16<x<23,2<x<814,1<x<16,29<x<43,1
97,entrepreneur,single,secondary,yes,no,no,cellular,sep,success,37<x<56,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,1
98,entrepreneur,divorced,secondary,yes,yes,yes,unknown,may,success,x<18,-6847<x<3526,16<x<23,2<x<814,1<x<16,29<x<43,0
99,services,married,tertiary,no,yes,yes,cellular,mar,unknown,37<x<56,3526<x<13899,x>23,2<x<814,16<x<32,14<x<29,0
100,unknown,married,unknown,no,no,yes,unknown,apr,unknown,x>75,-6847<x<3526,1<x<8,2<x<814,16<x<32,0<x<14,1
101,self-employed,married,secondary,yes,yes,no,cellular,may,unknown,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
102,unemployed,single,tertiary,yes,yes,no,cellular,jan,unknown,x>75,-6847<x<3526,16<x<23,x>2440,32<x<47,14<x<29,1
103,unemployed,divorced,primary,yes,no,yes,unknown,jul,success,56<x<75,-6847<x<3526,x>23,2<x<814,16<x<32,x<0,0
104,technician,married,primary,no,yes,no,unknown,jan,success,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
105,unemployed,married,secondary,no,yes,no,cellular,nov,unknown,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,x>43,0
106,admin.,married,unknown,no,no,no,cellular,sep,other,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
107,unknown,single,tertiary,no,no,no,cellular,jan,failure,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
108,unknown,single,primary,no,yes,yes,unknown,apr,failure,56<x<75,-6847<x<3526,16<x<23,814<x<1627,1<x<16,0<x<14,1
109,self-employed,married,secondary,yes,no,no,telephone,mar,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
110,services,single,tertiary,yes,no,yes,telephone,jul,success,56<x<75,3526<x<13899,1<x<8,814<x<1627,16<x<32,0<x<14,0
111,technician,divorced,secondary,no,no,yes,unknown,jul,failure,56<x<75,-6847<x<3526,8<x<16,2<x<814,32<x<47,0<x<14,1
112,blue-collar,divorced,secondary,yes,yes,yes,telephone,jan,failure,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,14<x<29,0
113,unknown,single,primary,no,no,yes,cellular,may,failure,18<x<37,-6847<x<3526,16<x<23,2<x<814,16<x<32,x>43,0
114,entrepreneur,single,secondary,no,yes,no,unknown,jul,unknown,18<x<37,3526<x<13899,16<x<23,2<x<814,16<x<32,0<x<14,0
115,housemaid,divorced,tertiary,no,no,yes,unknown,aug,success,18<x<37,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,1
116,housemaid,married,primary,yes,yes,no,cellular,jan,other,56<x<75,3526<x<13899,1<x<8,814<x<1627,1<x<16,0<x<14,0
117,student,married,primary,no,no,yes,unknown,feb,other,56<x<75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,0
118,self-employed,divorced,primary,yes,yes,yes,telephone,sep,unknown,18<x<37,3526<x<13899,x>23,814<x<1627,16<x<32,0<x<14,0
119,blue-collar,single,secondary,yes,yes,yes,cellular,apr,other,56<x<75,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
120,unknown,divorced,secondary,yes,yes,yes,telephone,apr,failure,37<x<56,-6847<x<3526,8<x<16,814<x<1627,1<x<16,14<x<29,1
121,unknown,married,unknown,no,yes,no,telephone,may,failure,37<x<56,3526<x<13899,x>23,2<x<814,16<x<32,14<x<29,1
122,self-employed,married,primary,no,no,no,unknown,jan,other,37<x<56,3526<x<13899,1<x<8,814<x<1627,1<x<16,29<x<43,0
123,unemployed,single,tertiary,no,yes,yes,unknown,feb,other,56<x<75,3526<x<13899,16<x<23,814<x<1627,1<x<16,14<x<29,1
124,student,single,unknown,no,yes,no,unknown,aug,unknown,37<x<56,3526<x<13899,8<x<16,814<x<1627,x<1,14<x<29,1
125,housemaid,single,secondary,no,yes,yes,cellular,feb,other,37<x<56,3526<x<13899,x>23,1627<x<2440,1<x<16,14<x<29,0
126,unknown,divorced,secondary,no,yes,no,telephone,dec,failure,18<x<37,-6847<x<3526,x>23,1627<x<2440,16<x<32,14<x<29,1
127,unemployed,divorced,secondary,no,yes,yes,telephone,jan,success,18<x<37,-6847<x<3526,x>23,814<x<1627,1<x<16,14<x<29,0
128,entrepreneur,single,unknown,no,yes,no,telephone,nov,unknown,56<x<75,3526<x<13899,8<x<16,2<x<814,16<x<32,14<x<29,0
129,admin.,single,secondary,no,yes,yes,cellular,jun,success,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,0<x<14,0
130,technician,married,tertiary,no,yes,no,cellular,nov,success,56<x<75,-6847<x<3526,8<x<16,1627<x<2440,16<x<32,0<x<14,1
131,retired,divorced,unknown,no,no,no,cellular,mar,unknown,37<x<56,3526<x<13899,1<x<8,2<x<814,1<x<16,29<x<43,1
132,student,single,secondary,no,yes,no,telephone,mar,unknown,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,0
133,retired,single,unknown,no,no,yes,telephone,jan,other,18<x<37,-6847<x<3526,8<x<16,2<x<814,16<x<32,14<x<29,1
134,admin.,single,unknown,no,yes,yes,unknown,dec,failure,x>75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
135,unemployed,divorced,tertiary,yes,yes,yes,unknown,may,failure,18<x<37,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,0
136,management,single,unknown,no,no,yes,telephone,jul,unknown,56<x<75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,0
137,student,married,secondary,no,no,no,telephone,oct,other,37<x<56,3526<x<13899,x>23,814<x<1627,32<x<47,29<x<43,1
138,technician,single,tertiary,yes,no,yes,unknown,jan,failure,18<x<37,3526<x<13899,1<x<8,2<x<814,x>47,x>43,0
139,unemployed,divorced,primary,no,no,yes,telephone,jul,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
140,housemaid,divorced,primary,no,no,yes,unknown,aug,failure,56<x<75,3526<x<13899,1<x<8,2<x<814,16<x<32,14<x<29,1
141,retired,single,primary,yes,no,no,telephone,aug,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
142,services,married,tertiary,no,yes,yes,unknown,oct,success,56<x<75,-6847<x<3526,x>23,2<x<814,x>47,0<x<14,0
143,retired,divorced,primary,yes,yes,no,unknown,oct,success,37<x<56,-6847<x<3526,16<x<23,814<x<1627,1<x<16,0<x<14,1
144,unemployed,married,unknown,no,no,yes,cellular,sep,unknown,x>75,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,1
145,services,married,unknown,no,yes,yes,unknown,dec,failure,18<x<37,3526<x<13899,16<x<23,1627<x<2440,16<x<32,0<x<14,0
146,management,married,tertiary,yes,yes,yes,telephone,jun,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
147,blue-collar,single,secondary,no,no,yes,unknown,aug,unknown,x>75,-6847<x<3526,x>23,814<x<1627,16<x<32,14<x<29,0
148,student,married,secondary,no,no,no,unknown,jul,other,x>75,-6847<x<3526,1<x<8,2<x<814,16<x<32,14<x<29,1
149,blue-collar,divorced,primary,yes,yes,no,telephone,nov,other,37<x<56,3526<x<13899,8<x<16,1627<x<2440,1<x<16,14<x<29,0
150,retired,divorced,secondary,no,yes,yes,unknown,jan,other,37<x<56,-6847<x<3526,x<1,2<x<814,1<x<16,14<x<29,0
151,unemployed,divorced,secondary,yes,no,yes,cellular,oct,other,18<x<37,-6847<x<3526,x>23,2<x<814,16<x<32,14<x<29,1
152,self-employed,single,primary,no,yes,no,cellular,sep,failure,37<x<56,-6847<x<3526,16<x<23,2<x<814,1<x<16,14<x<29,0
153,self-employed,married,primary,no,yes,no,unknown,jan,success,56<x<75,-6847<x<3526,x>23,2<x<814,16<x<32,x<0,0
154,management,divorced,secondary,yes,no,yes,cellular,dec,other,56<x<75,-6847<x<3526,1<x<8,814<x<1627,16<x<32,29<x<43,1
155,admin.,divorced,unknown,no,no,no,telephone,nov,other,56<x<75,-6847<x<3526,x>23,2<x<814,1<x<16,x>43,0
156,self-employed,single,secondary,no,no,no,unknown,feb,failure,56<x<75,3526<x<13899,1<x<8,2<x<814,16<x<32,0<x<14,0
157,admin.,married,secondary,yes,no,no,telephone,oct,other,56<x<75,-6847<x<3526,8<x<16,1627<x<2440,32<x<47,14<x<29,1
158,entrepreneur,divorced,primary,yes,no,no,unknown,may,success,x>75,3526<x<13899,x>23,2<x<814,16<x<32,0<x<14,0
159,unemployed,single,primary,yes,no,yes,cellular,jul,success,56<x<75,3526<x<13899,1<x<8,814<x<1627,1<x<16,14<x<29,1
160,unemployed,married,tertiary,yes,no,yes,unknown,sep,success,37<x<56,3526<x<13899,1<x<8,814<x<1627,1<x<16,14<x<29,1
161,self-employed,married,primary,no,yes,no,unknown,nov,failure,x>75,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,0
162,entrepreneur,married,primary,no,no,no,unknown,aug,failure,56<x<75,-6847<x<3526,8<x<16,814<x<1627,1<x<16,0<x<14,1
163,student,married,secondary,no,yes,no,telephone,mar,failure,x>75,-6847<x<3526,1<x<8,814<x<1627,1<x<16,14<x<29,0
164,unknown,single,unknown,yes,no,no,unknown,jul,unknown,x>75,-6847<x<3526,8<x<16,814<x<1627,16<x<32,14<x<29,0
165,technician,divorced,unknown,no,no,no,cellular,jan,unknown,56<x<75,3526<x<13899,16<x<23,2<x<814,1<x<16,14<x<29,1
166,entrepreneur,divorced,secondary,no,yes,no,unknown,jun,unknown,18<x<37,3526<x<13899,1<x<8,814<x<1627,x>47,0<x<14,0
167,housemaid,married,secondary,yes,yes,yes,telephone,may,success,x<18,3526<x<13899,8<x<16,2<x<814,16<x<32,0<x<14,0
168,management,divorced,tertiary,yes,no,yes,unknown,dec,success,56<x<75,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
169,admin.,single,unknown,no,yes,no,cellular,jan,unknown,37<x<56,3526<x<13899,8<x<16,2<x<814,1<x<16,0<x<14,1
170,technician,married,tertiary,no,yes,yes,cellular,mar,success,56<x<75,-6847<x<3526,16<x<23,814<x<1627,16<x<32,0<x<14,1
171,unknown,divorced,secondary,no,yes,no,unknown,jul,failure,56<x<75,13899<x<24272,8<x<16,814<x<1627,1<x<16,0<x<14,1
172,unemployed,divorced,tertiary,no,yes,yes,unknown,jul,success,x>75,-6847<x<3526,16<x<23,2<x<814,1<x<16,x>43,0
173,blue-collar,married,primary,yes,yes,no,unknown,jan,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,0
174,unknown,divorced,primary,no,no,no,unknown,apr,failure,x>75,13899<x<24272,1<x<8,2<x<814,16<x<32,29<x<43,1
175,unemployed,divorced,unknown,no,no,yes,cellular,oct,unknown,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,0<x<14,1
176,blue-collar,married,primary,no,no,no,telephone,aug,other,37<x<56,-6847<x<3526,8<x<16,814<x<1627,16<x<32,0<x<14,1
177,technician,single,primary,no,yes,no,cellular,feb,success,18<x<37,-6847<x<3526,x>23,814<x<1627,16<x<32,0<x<14,1
178,retired,married,unknown,no,no,no,cellular,jan,failure,37<x<56,-6847<x<3526,x>23,814<x<1627,1<x<16,14<x<29,0
179,retired,married,tertiary,yes,yes,yes,telephone,jul,failure,18<x<37,-6847<x<3526,1<x<8,814<x<1627,16<x<32,14<x<29,1
180,unemployed,married,unknown,yes,yes,yes,telephone,aug,success,37<x<56,-6847<x<3526,1<x<8,814<x<1627,16<x<32,14<x<29,1
181,blue-collar,single,primary,yes,no,no,telephone,may,failure,37<x<56,3526<x<13899,x>23,2<x<814,16<x<32,14<x<29,0
182,admin.,divorced,secondary,no,yes,no,telephone,oct,other,37<x<56,13899<x<24272,16<x<23,814<x<1627,16<x<32,29<x<43,1
183,services,married,unknown,yes,no,yes,cellular,apr,success,37<x<56,-6847<x<3526,16<x<23,814<x<1627,16<x<32,14<x<29,1
184,entrepreneur,single,unknown,yes,no,yes,unknown,jan,failure,x>75,-6847<x<3526,8<x<16,814<x<1627,1<x<16,14<x<29,1
185,housemaid,single,primary,no,yes,yes,cellular,apr,other,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,0
186,unemployed,married,unknown,yes,yes,no,cellular,apr,other,37<x<56,3526<x<13899,8<x<16,814<x<1627,16<x<32,0<x<14,1
187,services,divorced,primary,yes,yes,no,cellular,jun,failure,x>75,-6847<x<3526,x>23,2<x<814,1<x<16,0<x<14,1
188,entrepreneur,single,primary,no,yes,no,unknown,aug,other,56<x<75,3526<x<13899,x>23,2<x<814,16<x<32,14<x<29,1
189,blue-collar,married,primary,no,no,yes,unknown,oct,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,1<x<16,14<x<29,0
190,admin.,divorced,secondary,yes,yes,yes,cellular,aug,other,18<x<37,-6847<x<3526,x>23,2<x<814,32<x<47,14<x<29,1
191,unknown,married,secondary,yes,no,yes,telephone,may,success,56<x<75,-6847<x<3526,16<x<23,2<x<814,32<x<47,x>43,1
192,entrepreneur,divorced,unknown,no,yes,yes,telephone,feb,unknown,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,x<0,0
193,services,single,secondary,no,no,no,cellular,jan,other,37<x<56,3526<x<13899,16<x<23,2<x<814,16<x<32,0<x<14,1
194,admin.,divorced,unknown,yes,no,yes,cellular,sep,other,37<x<56,-6847<x<3526,x>23,2<x<814,1<x<16,14<x<29,1
195,unknown,married,tertiary,no,no,yes,telephone,jun,other,37<x<56,-6847<x<3526,8<x<16,2<x<814,16<x<32,x>43,1
196,housemaid,single,unknown,yes,no,no,unknown,nov,unknown,18<x<37,-6847<x<3526,16<x<23,2<x<814,1<x<16,0<x<14,0
197,services,single,tertiary,yes,no,no,telephone,nov,success,56<x<75,-6847<x<3526,x<1,2<x<814,16<x<32,14<x<29,1
198,management,divorced,secondary,no,yes,yes,telephone,jun,other,x>75,-6847<x<3526,x>23,2<x<814,16<x<32,14<x<29,1
199,housemaid,married,unknown,no,no,no,unknown,sep,success,37<x<56,-6847<x<3526,16<x<23,2<x<814,16<x<32,0<x<14,1
