workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
 State_gov, 1st_4th, Other_relative, Asian_Pac_Islander, Female, South,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_inc, HS_grad, Own_child, Other, Female, El_Salvador,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, Prof_school, Husband, White, Female, Jamaica,53<x<71,274186<x<527198,8<x<12,50<x<74,1
 Self_emp_inc, 11th, Wife, Asian_Pac_Islander, Female, Germany,17<x<35,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, HS_grad, Own_child, Other, Female, Italy,53<x<71,21174<x<274186,4<x<8,50<x<74,1
 Federal_gov, Doctorate, Not_in_family, Black, Female, Italy,53<x<71,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_not_inc, Some_college, Own_child, Other, Female, Mexico,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, 10th, Unmarried, White, Male, Japan,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, Preschool, Unmarried, Black, Male, Ecuador,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, 1st_4th, Husband, Black, Male, Yugoslavia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Assoc_voc, Own_child, Black, Male, Dominican_Republic,x>71,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_inc, Assoc_voc, Not_in_family, Other, Female, Taiwan,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Private, 11th, Wife, Other, Female, Jamaica,x>71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Assoc_voc, Own_child, Black, Male, France,x>71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, Assoc_voc, Wife, Other, Female, Ecuador,17<x<35,21174<x<274186,x>12,25<x<50,1
 State_gov, Prof_school, Other_relative, Black, Female, Haiti,53<x<71,21174<x<274186,1<x<4,x<1,1
 Federal_gov, 10th, Unmarried, Other, Female, Honduras,x>71,21174<x<274186,4<x<8,25<x<50,1
 Private, HS_grad, Other_relative, Asian_Pac_Islander, Female, Philippines,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Private, Doctorate, Own_child, Amer_Indian_Eskimo, Male, Columbia,35<x<53,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_not_inc, Some_college, Husband, Amer_Indian_Eskimo, Male, France,35<x<53,21174<x<274186,8<x<12,25<x<50,0
 Local_gov, 10th, Wife, White, Male, Jamaica,x>71,274186<x<527198,x>12,1<x<25,1
 Self_emp_inc, Doctorate, Husband, Asian_Pac_Islander, Female, Laos,17<x<35,21174<x<274186,x>12,50<x<74,0
 Federal_gov, 10th, Unmarried, Asian_Pac_Islander, Male, Yugoslavia,17<x<35,21174<x<274186,8<x<12,50<x<74,1
 Local_gov, Prof_school, Husband, Amer_Indian_Eskimo, Male, Guatemala,x>71,21174<x<274186,4<x<8,x>74,1
 Private, Preschool, Own_child, Other, Male, United_States,53<x<71,21174<x<274186,x>12,50<x<74,1
 State_gov, Some_college, Wife, White, Female, Iran,53<x<71,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_not_inc, 7th_8th, Wife, Asian_Pac_Islander, Male, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 10th, Not_in_family, White, Male, Yugoslavia,53<x<71,21174<x<274186,x<1,25<x<50,1
 Private, 9th, Own_child, Black, Female, Philippines,x<17,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 10th, Own_child, Amer_Indian_Eskimo, Male, France,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Doctorate, Unmarried, Asian_Pac_Islander, Female, Columbia,x>71,21174<x<274186,8<x<12,50<x<74,1
 Private, Doctorate, Wife, Amer_Indian_Eskimo, Male, Japan,x>71,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, 10th, Wife, Black, Female, Portugal,53<x<71,21174<x<274186,x<1,50<x<74,1
 Self_emp_not_inc, 10th, Own_child, Asian_Pac_Islander, Male, Germany,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 State_gov, HS_grad, Not_in_family, Other, Male, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Private, 1st_4th, Wife, Amer_Indian_Eskimo, Male, Philippines,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Private, Some_college, Own_child, Amer_Indian_Eskimo, Male, South,53<x<71,21174<x<274186,8<x<12,x>74,1
 Local_gov, Masters, Own_child, White, Female, Dominican_Republic,53<x<71,21174<x<274186,1<x<4,1<x<25,1
 State_gov, 7th_8th, Not_in_family, Asian_Pac_Islander, Female, Iran,17<x<35,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, HS_grad, Not_in_family, Amer_Indian_Eskimo, Male, Philippines,x>71,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Female, United_States,17<x<35,21174<x<274186,x>12,50<x<74,1
 Federal_gov, 10th, Other_relative, White, Male, Poland,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, Masters, Husband, Black, Male, Columbia,x<17,21174<x<274186,x>12,1<x<25,1
 State_gov, 7th_8th, Not_in_family, White, Male, Portugal,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 9th, Husband, Asian_Pac_Islander, Male, China,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_inc, Doctorate, Own_child, Other, Male, Germany,17<x<35,527198<x<780210,8<x<12,x>74,1
 Private, Assoc_acdm, Wife, Amer_Indian_Eskimo, Female, Poland,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Private, Prof_school, Wife, Amer_Indian_Eskimo, Male, Iran,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_not_inc, 9th, Own_child, White, Female, Honduras,x>71,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, HS_grad, Own_child, White, Female, Iran,17<x<35,21174<x<274186,x>12,1<x<25,1
 Private, 9th, Own_child, Amer_Indian_Eskimo, Female, Germany,17<x<35,274186<x<527198,x>12,25<x<50,1
 Self_emp_not_inc, 11th, Husband, Other, Female, Dominican_Republic,35<x<53,274186<x<527198,x<1,25<x<50,1
 Self_emp_not_inc, 12th, Husband, White, Female, Italy,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, Assoc_acdm, Wife, Black, Male, Japan,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_inc, 9th, Other_relative, Amer_Indian_Eskimo, Male, France,17<x<35,21174<x<274186,4<x<8,x>74,1
 Local_gov, 12th, Not_in_family, Asian_Pac_Islander, Female, Haiti,17<x<35,274186<x<527198,4<x<8,50<x<74,1
 Local_gov, 10th, Not_in_family, Amer_Indian_Eskimo, Female, Iran,17<x<35,21174<x<274186,1<x<4,1<x<25,1
 Federal_gov, HS_grad, Other_relative, Asian_Pac_Islander, Female, Philippines,17<x<35,21174<x<274186,x<1,1<x<25,1
 Self_emp_not_inc, 7th_8th, Not_in_family, Other, Male, Italy,53<x<71,21174<x<274186,x>12,1<x<25,1
 Private, Doctorate, Other_relative, Other, Male, Mexico,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Local_gov, Assoc_voc, Other_relative, Black, Male, Poland,x>71,21174<x<274186,x>12,25<x<50,1
 Federal_gov, Masters, Wife, Asian_Pac_Islander, Male, Dominican_Republic,17<x<35,21174<x<274186,x>12,25<x<50,1
 Local_gov, 12th, Other_relative, White, Female, England,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, 5th_6th, Wife, Black, Male, Cambodia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, 1st_4th, Own_child, Asian_Pac_Islander, Male, Poland,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, Doctorate, Other_relative, Asian_Pac_Islander, Male, United_States,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, 12th, Own_child, White, Male, Italy,35<x<53,21174<x<274186,x>12,1<x<25,1
 Local_gov, Preschool, Wife, Other, Male, Yugoslavia,35<x<53,274186<x<527198,1<x<4,25<x<50,1
 Private, 11th, Unmarried, Other, Male, South,17<x<35,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, 10th, Not_in_family, Asian_Pac_Islander, Male, Mexico,x>71,21174<x<274186,4<x<8,x>74,1
 Local_gov, 1st_4th, Husband, Other, Male, South,x>71,21174<x<274186,x>12,25<x<50,0
 Local_gov, 1st_4th, Not_in_family, Other, Male, Italy,17<x<35,21174<x<274186,x<1,1<x<25,1
 Local_gov, HS_grad, Husband, Black, Female, Canada,x>71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, 12th, Other_relative, Asian_Pac_Islander, Male, Portugal,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, 12th, Other_relative, Amer_Indian_Eskimo, Male, Yugoslavia,x>71,21174<x<274186,1<x<4,1<x<25,1
 Local_gov, Preschool, Own_child, Amer_Indian_Eskimo, Female, Haiti,x>71,21174<x<274186,8<x<12,50<x<74,1
 Local_gov, Preschool, Not_in_family, Amer_Indian_Eskimo, Female, Philippines,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_inc, Preschool, Own_child, Amer_Indian_Eskimo, Male, Mexico,17<x<35,21174<x<274186,x<1,x>74,1
 Self_emp_inc, Some_college, Other_relative, Amer_Indian_Eskimo, Female, Haiti,x>71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Prof_school, Other_relative, Amer_Indian_Eskimo, Male, Italy,35<x<53,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, Assoc_voc, Wife, Amer_Indian_Eskimo, Female, Portugal,x>71,21174<x<274186,x>12,25<x<50,1
 Private, 10th, Husband, Other, Female, Iran,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Masters, Unmarried, White, Female, Puerto_Rico,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 State_gov, 11th, Not_in_family, Amer_Indian_Eskimo, Female, Yugoslavia,17<x<35,21174<x<274186,1<x<4,1<x<25,1
 Local_gov, HS_grad, Not_in_family, Other, Male, Italy,x>71,21174<x<274186,8<x<12,x>74,1
 State_gov, 10th, Not_in_family, White, Male, Thailand,53<x<71,527198<x<780210,8<x<12,1<x<25,1
 Private, 9th, Unmarried, Other, Female, Portugal,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Private, 5th_6th, Other_relative, Asian_Pac_Islander, Male, China,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Masters, Unmarried, Asian_Pac_Islander, Female, Honduras,53<x<71,21174<x<274186,x>12,x>74,1
 Self_emp_not_inc, Doctorate, Unmarried, Amer_Indian_Eskimo, Female, Taiwan,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Private, 11th, Own_child, Amer_Indian_Eskimo, Female, Columbia,53<x<71,274186<x<527198,x>12,25<x<50,1
 Self_emp_not_inc, 11th, Unmarried, Asian_Pac_Islander, Female, Honduras,35<x<53,274186<x<527198,8<x<12,25<x<50,1
 Federal_gov, 12th, Own_child, White, Female, Honduras,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Preschool, Not_in_family, Other, Female, Iran,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_inc, 1st_4th, Husband, Other, Female, France,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Private, Bachelors, Not_in_family, Asian_Pac_Islander, Female, France,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 12th, Not_in_family, Other, Male, Philippines,17<x<35,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_inc, Assoc_acdm, Not_in_family, Black, Female, Honduras,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, 1st_4th, Husband, Other, Female, Canada,17<x<35,21174<x<274186,x>12,25<x<50,0
 State_gov, HS_grad, Unmarried, Black, Male, El_Salvador,x>71,21174<x<274186,x>12,1<x<25,1
 Private, Some_college, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Federal_gov, 1st_4th, Husband, Asian_Pac_Islander, Female, Cuba,17<x<35,21174<x<274186,1<x<4,1<x<25,1
 State_gov, HS_grad, Husband, Asian_Pac_Islander, Female, Taiwan,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 Private, Doctorate, Unmarried, Amer_Indian_Eskimo, Male, South,x>71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, 9th, Wife, Amer_Indian_Eskimo, Male, Jamaica,17<x<35,21174<x<274186,x<1,50<x<74,1
 State_gov, Bachelors, Other_relative, Black, Female, Germany,x<17,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Preschool, Husband, Other, Female, Yugoslavia,53<x<71,21174<x<274186,x<1,25<x<50,1
 Self_emp_inc, 10th, Unmarried, Black, Female, El_Salvador,35<x<53,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Some_college, Other_relative, Amer_Indian_Eskimo, Female, Taiwan,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_not_inc, 1st_4th, Not_in_family, Black, Female, Germany,17<x<35,21174<x<274186,x<1,x>74,1
 State_gov, 9th, Unmarried, Amer_Indian_Eskimo, Female, England,17<x<35,21174<x<274186,x>12,25<x<50,1
 Local_gov, Preschool, Husband, White, Male, Guatemala,17<x<35,274186<x<527198,x<1,50<x<74,1
 Federal_gov, Some_college, Own_child, Other, Female, Canada,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Masters, Own_child, Asian_Pac_Islander, Female, Dominican_Republic,x>71,21174<x<274186,x>12,25<x<50,1
 Self_emp_not_inc, 12th, Own_child, Asian_Pac_Islander, Male, El_Salvador,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Local_gov, Some_college, Not_in_family, Asian_Pac_Islander, Female, Honduras,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, Some_college, Not_in_family, Amer_Indian_Eskimo, Male, Germany,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Federal_gov, 11th, Husband, White, Male, Haiti,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_inc, 11th, Husband, White, Female, Jamaica,17<x<35,21174<x<274186,x>12,50<x<74,0
 Private, 7th_8th, Wife, Amer_Indian_Eskimo, Female, Jamaica,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, Assoc_voc, Wife, Asian_Pac_Islander, Male, India,x>71,21174<x<274186,x>12,1<x<25,1
 Local_gov, Masters, Husband, Amer_Indian_Eskimo, Female, Mexico,x>71,21174<x<274186,x>12,1<x<25,1
 Private, Assoc_acdm, Husband, Black, Male, Poland,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Private, 9th, Own_child, Amer_Indian_Eskimo, Male, Puerto_Rico,53<x<71,21174<x<274186,8<x<12,x>74,1
 Local_gov, HS_grad, Own_child, Black, Female, Columbia,53<x<71,21174<x<274186,x<1,1<x<25,1
 Self_emp_inc, HS_grad, Unmarried, Other, Female, Taiwan,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 State_gov, 1st_4th, Unmarried, White, Male, Philippines,35<x<53,21174<x<274186,8<x<12,50<x<74,1
 Federal_gov, Assoc_acdm, Not_in_family, Black, Female, Poland,17<x<35,21174<x<274186,x>12,1<x<25,1
 Local_gov, Assoc_voc, Husband, Asian_Pac_Islander, Male, Columbia,53<x<71,21174<x<274186,x>12,25<x<50,0
 Federal_gov, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Male, El_Salvador,35<x<53,21174<x<274186,x>12,50<x<74,0
 Local_gov, Masters, Other_relative, Asian_Pac_Islander, Male, China,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Local_gov, HS_grad, Unmarried, Asian_Pac_Islander, Male, Poland,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Private, Doctorate, Own_child, Black, Female, Mexico,x>71,21174<x<274186,1<x<4,1<x<25,1
 State_gov, Doctorate, Other_relative, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,1<x<4,x>74,1
 Self_emp_not_inc, Assoc_acdm, Other_relative, White, Male, Thailand,35<x<53,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, HS_grad, Husband, Amer_Indian_Eskimo, Male, Yugoslavia,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 7th_8th, Other_relative, White, Female, Italy,35<x<53,21174<x<274186,4<x<8,50<x<74,1
 Self_emp_inc, Masters, Wife, Asian_Pac_Islander, Male, Germany,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Preschool, Other_relative, White, Female, Jamaica,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 5th_6th, Wife, Black, Male, China,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Assoc_acdm, Unmarried, Black, Female, Philippines,53<x<71,21174<x<274186,x>12,50<x<74,1
 Federal_gov, Assoc_acdm, Own_child, White, Female, Portugal,17<x<35,274186<x<527198,4<x<8,1<x<25,1
 Self_emp_inc, Preschool, Wife, Other, Male, Poland,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, HS_grad, Not_in_family, Amer_Indian_Eskimo, Male, Haiti,x>71,21174<x<274186,x>12,25<x<50,1
 Private, 10th, Unmarried, Asian_Pac_Islander, Female, Cuba,53<x<71,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_inc, Masters, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,x>71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Some_college, Unmarried, Other, Male, France,35<x<53,274186<x<527198,4<x<8,50<x<74,1
 State_gov, 10th, Unmarried, White, Male, China,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Private, 11th, Wife, Other, Male, Columbia,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 12th, Other_relative, Asian_Pac_Islander, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,50<x<74,1
 Self_emp_inc, Masters, Unmarried, Other, Female, Poland,x>71,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, 11th, Unmarried, Asian_Pac_Islander, Female, Germany,53<x<71,21174<x<274186,4<x<8,x>74,1
 Local_gov, Prof_school, Husband, Other, Male, Yugoslavia,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, 1st_4th, Other_relative, White, Male, England,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 State_gov, 11th, Unmarried, White, Female, Philippines,53<x<71,21174<x<274186,4<x<8,50<x<74,1
 Private, 5th_6th, Unmarried, Asian_Pac_Islander, Female, Laos,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, Assoc_voc, Own_child, Amer_Indian_Eskimo, Male, Poland,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_not_inc, 7th_8th, Husband, Other, Female, South,17<x<35,21174<x<274186,4<x<8,50<x<74,1
 State_gov, 1st_4th, Wife, Black, Female, Taiwan,x>71,274186<x<527198,x>12,25<x<50,1
 Private, Some_college, Own_child, White, Male, Poland,35<x<53,21174<x<274186,8<x<12,50<x<74,1
 Local_gov, 12th, Not_in_family, Black, Male, El_Salvador,17<x<35,21174<x<274186,8<x<12,x>74,1
 Self_emp_inc, Bachelors, Wife, Black, Male, Iran,17<x<35,274186<x<527198,4<x<8,x>74,1
 Local_gov, 7th_8th, Wife, Asian_Pac_Islander, Female, China,x>71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, 11th, Wife, Asian_Pac_Islander, Female, Cambodia,35<x<53,21174<x<274186,x>12,50<x<74,1
 State_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Male, Poland,x>71,274186<x<527198,x>12,1<x<25,1
 Private, 12th, Husband, White, Female, India,53<x<71,21174<x<274186,x>12,25<x<50,0
 Self_emp_not_inc, 1st_4th, Not_in_family, Other, Female, Mexico,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, 1st_4th, Unmarried, White, Female, England,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, Assoc_acdm, Not_in_family, Asian_Pac_Islander, Male, Mexico,17<x<35,21174<x<274186,8<x<12,50<x<74,1
 State_gov, HS_grad, Unmarried, Other, Female, South,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 State_gov, 1st_4th, Not_in_family, Asian_Pac_Islander, Female, Honduras,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Assoc_voc, Wife, Other, Female, Columbia,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Assoc_voc, Unmarried, Other, Male, El_Salvador,17<x<35,274186<x<527198,x<1,1<x<25,1
 State_gov, 10th, Husband, Other, Male, Philippines,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Assoc_acdm, Other_relative, Amer_Indian_Eskimo, Female, China,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Federal_gov, 7th_8th, Not_in_family, Other, Female, Philippines,53<x<71,21174<x<274186,x>12,25<x<50,0
 Self_emp_inc, Doctorate, Not_in_family, White, Female, France,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, Masters, Husband, White, Male, Laos,x>71,21174<x<274186,1<x<4,1<x<25,1
 Private, 9th, Not_in_family, Amer_Indian_Eskimo, Female, Haiti,53<x<71,21174<x<274186,1<x<4,1<x<25,1
 State_gov, Prof_school, Not_in_family, Other, Female, Thailand,x>71,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, Bachelors, Not_in_family, White, Female, Philippines,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Private, 1st_4th, Unmarried, Amer_Indian_Eskimo, Female, Guatemala,53<x<71,274186<x<527198,x>12,50<x<74,1
 Local_gov, 11th, Wife, Asian_Pac_Islander, Female, Mexico,17<x<35,21174<x<274186,x<1,25<x<50,1
 Private, 5th_6th, Not_in_family, Other, Male, Cambodia,17<x<35,21174<x<274186,x>12,25<x<50,1
 State_gov, 10th, Wife, Amer_Indian_Eskimo, Male, Ecuador,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Prof_school, Wife, Other, Female, Jamaica,x>71,274186<x<527198,8<x<12,x<1,1
 Federal_gov, 7th_8th, Not_in_family, Other, Male, Yugoslavia,53<x<71,21174<x<274186,x<1,25<x<50,0
 Self_emp_not_inc, 12th, Not_in_family, White, Female, United_States,17<x<35,21174<x<274186,x<1,25<x<50,1
 Federal_gov, Doctorate, Wife, Black, Male, France,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 10th, Unmarried, Other, Female, Poland,x>71,21174<x<274186,4<x<8,50<x<74,1
 Local_gov, HS_grad, Husband, White, Male, Italy,35<x<53,527198<x<780210,4<x<8,25<x<50,0
 Private, 7th_8th, Other_relative, Black, Male, Portugal,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 State_gov, 5th_6th, Not_in_family, Black, Male, Cambodia,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_not_inc, Assoc_acdm, Not_in_family, Black, Female, South,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, Bachelors, Own_child, Other, Male, Honduras,17<x<35,274186<x<527198,1<x<4,x>74,1
 State_gov, Preschool, Own_child, Other, Male, Guatemala,17<x<35,274186<x<527198,8<x<12,x<1,1
 Federal_gov, Doctorate, Wife, Other, Female, India,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Assoc_acdm, Other_relative, Asian_Pac_Islander, Male, Honduras,17<x<35,21174<x<274186,x>12,1<x<25,1
 State_gov, Bachelors, Wife, White, Male, Jamaica,53<x<71,21174<x<274186,1<x<4,1<x<25,0
 Self_emp_not_inc, 11th, Wife, Asian_Pac_Islander, Female, Iran,53<x<71,21174<x<274186,x>12,50<x<74,1
 Federal_gov, Preschool, Wife, Amer_Indian_Eskimo, Male, Columbia,53<x<71,21174<x<274186,4<x<8,x>74,1
 Private, Some_college, Unmarried, Black, Male, Taiwan,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 Local_gov, Bachelors, Own_child, White, Female, Laos,35<x<53,21174<x<274186,8<x<12,x<1,1
 Self_emp_not_inc, Masters, Husband, Amer_Indian_Eskimo, Male, Cambodia,x>71,274186<x<527198,8<x<12,25<x<50,1
 State_gov, Assoc_acdm, Wife, Asian_Pac_Islander, Male, Cuba,17<x<35,21174<x<274186,4<x<8,50<x<74,1
 Local_gov, Assoc_acdm, Unmarried, Asian_Pac_Islander, Male, Philippines,x>71,274186<x<527198,8<x<12,25<x<50,1
 Local_gov, Preschool, Not_in_family, Amer_Indian_Eskimo, Female, China,35<x<53,274186<x<527198,4<x<8,50<x<74,1
