workcla,education,relationship,race,sex,native_country,age,fnlwgt,education_num,hours_per_week,class
 State_gov, Assoc_voc, Unmarried, Amer_Indian_Eskimo, Female, Mexico,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_inc, 5th_6th, Own_child, White, Female, Taiwan,53<x<71,274186<x<527198,8<x<12,25<x<50,1
 State_gov, 10th, Other_relative, White, Male, Guatemala,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 State_gov, Assoc_acdm, Husband, Other, Male, Laos,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, Masters, Wife, Amer_Indian_Eskimo, Female, Iran,35<x<53,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_not_inc, 10th, Husband, Amer_Indian_Eskimo, Male, Thailand,35<x<53,274186<x<527198,4<x<8,1<x<25,1
 State_gov, Some_college, Own_child, Asian_Pac_Islander, Male, Dominican_Republic,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, HS_grad, Husband, Asian_Pac_Islander, Female, Portugal,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, 1st_4th, Wife, Black, Male, Cambodia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, Doctorate, Other_relative, White, Female, Cambodia,53<x<71,274186<x<527198,8<x<12,50<x<74,1
 Local_gov, 5th_6th, Other_relative, Other, Male, Ecuador,17<x<35,21174<x<274186,8<x<12,x<1,1
 State_gov, 7th_8th, Husband, Amer_Indian_Eskimo, Male, Japan,x>71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_inc, Assoc_voc, Wife, Other, Female, Canada,17<x<35,274186<x<527198,4<x<8,25<x<50,1
 State_gov, 10th, Own_child, Black, Female, Canada,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Doctorate, Unmarried, Other, Female, Cuba,17<x<35,274186<x<527198,1<x<4,50<x<74,1
 Federal_gov, Assoc_acdm, Own_child, Other, Female, Taiwan,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, 12th, Unmarried, Black, Male, Iran,53<x<71,21174<x<274186,x>12,25<x<50,1
 Local_gov, 12th, Not_in_family, Other, Male, Portugal,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, Preschool, Own_child, Black, Male, Cuba,53<x<71,274186<x<527198,x>12,1<x<25,1
 Federal_gov, Assoc_acdm, Other_relative, Black, Female, Italy,x>71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Prof_school, Other_relative, Other, Female, Germany,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, Bachelors, Wife, Amer_Indian_Eskimo, Male, Poland,17<x<35,21174<x<274186,x<1,25<x<50,1
 State_gov, Preschool, Not_in_family, Amer_Indian_Eskimo, Female, Philippines,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 7th_8th, Wife, Other, Male, Dominican_Republic,35<x<53,21174<x<274186,x<1,50<x<74,1
 Private, Preschool, Own_child, Asian_Pac_Islander, Male, United_States,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, Bachelors, Wife, Amer_Indian_Eskimo, Female, Laos,17<x<35,21174<x<274186,x>12,25<x<50,1
 Federal_gov, Prof_school, Not_in_family, Black, Female, United_States,x>71,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_inc, 10th, Husband, Other, Female, Poland,53<x<71,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_not_inc, Assoc_acdm, Husband, Amer_Indian_Eskimo, Male, Philippines,35<x<53,21174<x<274186,x>12,1<x<25,1
 Federal_gov, 1st_4th, Other_relative, Other, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, 11th, Wife, White, Female, Puerto_Rico,35<x<53,21174<x<274186,x>12,x<1,1
 Private, Prof_school, Unmarried, Other, Female, France,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, HS_grad, Unmarried, Asian_Pac_Islander, Female, El_Salvador,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 State_gov, Doctorate, Unmarried, Asian_Pac_Islander, Female, Columbia,35<x<53,274186<x<527198,4<x<8,1<x<25,1
 Self_emp_not_inc, Preschool, Own_child, Black, Male, Guatemala,17<x<35,274186<x<527198,x>12,1<x<25,1
 State_gov, 10th, Other_relative, Asian_Pac_Islander, Male, Thailand,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 9th, Husband, Black, Female, Columbia,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Doctorate, Own_child, Other, Female, Dominican_Republic,53<x<71,21174<x<274186,x<1,25<x<50,1
 State_gov, 9th, Other_relative, Amer_Indian_Eskimo, Male, Haiti,17<x<35,274186<x<527198,4<x<8,25<x<50,1
 State_gov, Doctorate, Unmarried, Amer_Indian_Eskimo, Female, Mexico,17<x<35,527198<x<780210,x>12,25<x<50,1
 State_gov, 1st_4th, Wife, Asian_Pac_Islander, Female, Laos,35<x<53,21174<x<274186,x>12,1<x<25,1
 Local_gov, Bachelors, Unmarried, Amer_Indian_Eskimo, Male, Italy,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Masters, Wife, Other, Female, Guatemala,53<x<71,21174<x<274186,1<x<4,25<x<50,1
 State_gov, HS_grad, Not_in_family, Amer_Indian_Eskimo, Male, Laos,35<x<53,274186<x<527198,8<x<12,1<x<25,1
 Self_emp_inc, Assoc_voc, Own_child, Black, Male, Laos,35<x<53,21174<x<274186,x>12,1<x<25,1
 Federal_gov, 12th, Other_relative, Asian_Pac_Islander, Male, India,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 7th_8th, Own_child, Amer_Indian_Eskimo, Female, Cambodia,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 7th_8th, Husband, Other, Female, Cambodia,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, 12th, Husband, Other, Female, Italy,53<x<71,x<21174,x>12,1<x<25,1
 Local_gov, 12th, Other_relative, Amer_Indian_Eskimo, Male, El_Salvador,53<x<71,274186<x<527198,x>12,50<x<74,1
 Local_gov, Prof_school, Unmarried, Other, Female, Cambodia,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, Preschool, Husband, White, Female, Canada,35<x<53,21174<x<274186,1<x<4,50<x<74,1
 Private, 5th_6th, Not_in_family, Amer_Indian_Eskimo, Female, England,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, Masters, Own_child, Other, Male, Italy,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, 7th_8th, Not_in_family, Other, Male, Japan,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, 5th_6th, Husband, White, Male, France,35<x<53,21174<x<274186,x>12,25<x<50,1
 Federal_gov, 11th, Unmarried, Asian_Pac_Islander, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Private, Masters, Husband, White, Female, France,17<x<35,21174<x<274186,4<x<8,x<1,1
 Self_emp_inc, 10th, Unmarried, Black, Female, Cambodia,x>71,21174<x<274186,1<x<4,25<x<50,1
 Self_emp_inc, 9th, Not_in_family, Black, Male, Mexico,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Private, 1st_4th, Unmarried, White, Female, Canada,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 Federal_gov, 10th, Other_relative, White, Female, Thailand,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_inc, Assoc_acdm, Not_in_family, Amer_Indian_Eskimo, Female, Cambodia,35<x<53,21174<x<274186,x>12,50<x<74,1
 State_gov, 7th_8th, Wife, White, Male, England,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_not_inc, 9th, Other_relative, Amer_Indian_Eskimo, Male, Japan,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Federal_gov, Doctorate, Not_in_family, Amer_Indian_Eskimo, Female, Laos,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, Preschool, Own_child, White, Female, England,x>71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_not_inc, 10th, Wife, Amer_Indian_Eskimo, Male, Italy,35<x<53,274186<x<527198,x>12,1<x<25,1
 Local_gov, Prof_school, Not_in_family, Black, Male, Columbia,53<x<71,21174<x<274186,x>12,1<x<25,1
 Local_gov, 5th_6th, Own_child, Asian_Pac_Islander, Male, Poland,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Private, 11th, Unmarried, Black, Male, Italy,17<x<35,21174<x<274186,x<1,1<x<25,1
 State_gov, Bachelors, Husband, Black, Female, China,17<x<35,21174<x<274186,x<1,25<x<50,1
 Federal_gov, HS_grad, Own_child, Black, Male, Puerto_Rico,x>71,274186<x<527198,8<x<12,50<x<74,1
 Local_gov, Assoc_voc, Unmarried, Other, Female, Cuba,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 5th_6th, Other_relative, Black, Male, Portugal,35<x<53,21174<x<274186,8<x<12,x>74,1
 Private, Some_college, Own_child, White, Male, Columbia,35<x<53,21174<x<274186,x>12,1<x<25,1
 Private, Masters, Wife, Black, Female, Japan,x<17,274186<x<527198,8<x<12,25<x<50,1
 Self_emp_inc, 1st_4th, Husband, Black, Male, Guatemala,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, 7th_8th, Wife, Asian_Pac_Islander, Male, Laos,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, Assoc_voc, Own_child, White, Male, Ecuador,x<17,21174<x<274186,4<x<8,1<x<25,1
 State_gov, 10th, Unmarried, Black, Male, Guatemala,17<x<35,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 11th, Other_relative, Other, Male, Poland,35<x<53,21174<x<274186,x>12,1<x<25,1
 State_gov, Some_college, Wife, White, Female, Mexico,35<x<53,21174<x<274186,4<x<8,25<x<50,1
 Local_gov, Masters, Other_relative, Asian_Pac_Islander, Male, El_Salvador,17<x<35,274186<x<527198,1<x<4,1<x<25,1
 Self_emp_inc, Doctorate, Husband, White, Female, El_Salvador,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 State_gov, Bachelors, Wife, Other, Female, Ecuador,35<x<53,21174<x<274186,x>12,x>74,1
 State_gov, Preschool, Own_child, White, Female, Jamaica,x>71,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 9th, Other_relative, Amer_Indian_Eskimo, Male, Jamaica,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, Masters, Husband, White, Female, Poland,53<x<71,21174<x<274186,1<x<4,x<1,1
 Federal_gov, 12th, Own_child, Other, Female, Honduras,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 State_gov, Preschool, Husband, White, Female, Columbia,35<x<53,21174<x<274186,x>12,1<x<25,1
 Private, 5th_6th, Other_relative, Other, Female, United_States,35<x<53,21174<x<274186,8<x<12,1<x<25,1
 Federal_gov, Some_college, Other_relative, Amer_Indian_Eskimo, Male, Philippines,53<x<71,21174<x<274186,x>12,25<x<50,1
 Federal_gov, Assoc_acdm, Husband, Black, Male, Jamaica,x>71,21174<x<274186,x>12,50<x<74,1
 Local_gov, 1st_4th, Not_in_family, Asian_Pac_Islander, Male, Mexico,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Local_gov, 7th_8th, Wife, Black, Male, Honduras,x>71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Some_college, Not_in_family, Asian_Pac_Islander, Male, Japan,35<x<53,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, 12th, Other_relative, Black, Female, Japan,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, 12th, Wife, Other, Male, Jamaica,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Doctorate, Other_relative, White, Female, China,35<x<53,21174<x<274186,x>12,1<x<25,1
 Private, Some_college, Husband, Amer_Indian_Eskimo, Female, Laos,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, 11th, Other_relative, Black, Male, Cuba,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, Preschool, Other_relative, Asian_Pac_Islander, Male, India,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Self_emp_inc, Bachelors, Husband, White, Female, Jamaica,x>71,21174<x<274186,x<1,1<x<25,1
 State_gov, 7th_8th, Not_in_family, Other, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, 11th, Not_in_family, Amer_Indian_Eskimo, Female, Germany,17<x<35,21174<x<274186,x>12,25<x<50,1
 Federal_gov, Bachelors, Not_in_family, Other, Female, Taiwan,53<x<71,21174<x<274186,x>12,1<x<25,1
 Self_emp_not_inc, Bachelors, Own_child, Other, Male, Haiti,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, Preschool, Unmarried, Asian_Pac_Islander, Female, India,17<x<35,21174<x<274186,x>12,25<x<50,1
 Local_gov, Doctorate, Own_child, Asian_Pac_Islander, Male, Iran,x>71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_not_inc, 11th, Husband, Other, Male, Poland,17<x<35,274186<x<527198,8<x<12,25<x<50,1
 State_gov, Bachelors, Other_relative, Amer_Indian_Eskimo, Male, France,53<x<71,274186<x<527198,4<x<8,25<x<50,1
 Local_gov, 11th, Unmarried, Black, Female, Laos,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Federal_gov, Prof_school, Husband, Black, Female, United_States,53<x<71,21174<x<274186,4<x<8,1<x<25,1
 Local_gov, Prof_school, Other_relative, White, Female, Taiwan,17<x<35,21174<x<274186,8<x<12,25<x<50,1
 Self_emp_not_inc, Bachelors, Not_in_family, Asian_Pac_Islander, Female, United_States,x>71,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_not_inc, Assoc_acdm, Unmarried, Black, Male, United_States,35<x<53,21174<x<274186,8<x<12,25<x<50,1
 State_gov, Assoc_voc, Own_child, Black, Male, Philippines,35<x<53,21174<x<274186,x>12,1<x<25,1
 Private, 12th, Unmarried, White, Male, Thailand,17<x<35,21174<x<274186,4<x<8,1<x<25,1
 Federal_gov, Doctorate, Unmarried, Other, Female, Canada,53<x<71,21174<x<274186,x<1,50<x<74,1
 Federal_gov, Prof_school, Other_relative, Amer_Indian_Eskimo, Male, France,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 State_gov, Some_college, Own_child, Amer_Indian_Eskimo, Male, Poland,17<x<35,21174<x<274186,x>12,x>74,1
 Self_emp_not_inc, Some_college, Unmarried, Other, Female, Portugal,17<x<35,274186<x<527198,1<x<4,x>74,1
 Local_gov, 1st_4th, Husband, White, Female, Puerto_Rico,53<x<71,21174<x<274186,x>12,1<x<25,1
 Private, 5th_6th, Unmarried, Amer_Indian_Eskimo, Male, Poland,53<x<71,21174<x<274186,x>12,25<x<50,1
 State_gov, 1st_4th, Own_child, White, Male, Mexico,35<x<53,21174<x<274186,1<x<4,1<x<25,1
 Self_emp_inc, 9th, Husband, Black, Female, China,53<x<71,21174<x<274186,8<x<12,50<x<74,1
 Private, Preschool, Husband, Black, Male, Japan,17<x<35,21174<x<274186,1<x<4,50<x<74,1
 Private, 7th_8th, Not_in_family, Other, Female, Iran,17<x<35,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Bachelors, Own_child, Amer_Indian_Eskimo, Female, El_Salvador,x>71,21174<x<274186,x>12,50<x<74,1
 State_gov, Masters, Wife, Amer_Indian_Eskimo, Female, India,53<x<71,21174<x<274186,x>12,1<x<25,1
 State_gov, 1st_4th, Unmarried, White, Male, Cambodia,17<x<35,21174<x<274186,1<x<4,50<x<74,1
 Self_emp_not_inc, Preschool, Husband, Amer_Indian_Eskimo, Female, Germany,35<x<53,21174<x<274186,1<x<4,x>74,1
 Local_gov, 7th_8th, Not_in_family, White, Male, Cuba,35<x<53,274186<x<527198,1<x<4,1<x<25,1
 Private, Assoc_voc, Husband, White, Female, South,53<x<71,21174<x<274186,8<x<12,25<x<50,1
 Local_gov, Bachelors, Unmarried, White, Male, Thailand,53<x<71,21174<x<274186,8<x<12,1<x<25,1
 Private, 5th_6th, Not_in_family, White, Female, England,17<x<35,21174<x<274186,x>12,50<x<74,1
 Self_emp_not_inc, Doctorate, Other_relative, Other, Female, Cuba,17<x<35,21174<x<274186,1<x<4,25<x<50,1
 Local_gov, 9th, Other_relative, Amer_Indian_Eskimo, Female, Yugoslavia,17<x<35,21174<x<274186,x>12,1<x<25,1
 Local_gov, 7th_8th, Own_child, Black, Female, El_Salvador,x>71,274186<x<527198,4<x<8,50<x<74,1
 Self_emp_inc, 1st_4th, Other_relative, Asian_Pac_Islander, Male, Ecuador,x>71,21174<x<274186,8<x<12,25<x<50,1
 Federal_gov, Assoc_acdm, Unmarried, Amer_Indian_Eskimo, Male, Philippines,53<x<71,21174<x<274186,4<x<8,25<x<50,1
 Self_emp_inc, Prof_school, Not_in_family, Amer_Indian_Eskimo, Female, South,17<x<35,21174<x<274186,8<x<12,1<x<25,1
 Self_emp_inc, 10th, Wife, White, Female, Haiti,53<x<71,21174<x<274186,4<x<8,x>74,1
 Self_emp_not_inc, Prof_school, Unmarried, Black, Male, England,35<x<53,21174<x<274186,x>12,50<x<74,1
 Local_gov, Some_college, Husband, Amer_Indian_Eskimo, Male, Italy,17<x<35,274186<x<527198,1<x<4,1<x<25,1
 State_gov, Doctorate, Husband, Amer_Indian_Eskimo, Male, Yugoslavia,53<x<71,21174<x<274186,x>12,25<x<50,1
 Self_emp_inc, Some_college, Unmarried, Black, Female, Poland,53<x<71,21174<x<274186,x<1,1<x<25,1
 Self_emp_inc, Doctorate, Husband, Black, Female, Thailand,35<x<53,274186<x<527198,8<x<12,50<x<74,1
 Private, Assoc_voc, Unmarried, White, Female, Mexico,x>71,21174<x<274186,8<x<12,1<x<25,1
