,antecedent,pd,cls,conf_pd,conf_pnd,elift,sup_pd,sup_pnd
13,"['race= Black', 'education_num=4<x<8']",sex= Female,class=LOW,1.0,0.9166666666666666,1.090909090909091,5.0,11.0
28,['fnlwgt=274186<x<527198'],sex= Female,class=LOW,0.8405797101449275,0.7679558011049724,1.094567824001668,58.0,139.0
71,"['education= Some-college', 'relationship= Unmarried']",sex= Female,class=LOW,1.0,0.9130434782608695,1.0952380952380953,15.0,21.0
68,"['education_num=x>12', 'education= Bachelors', 'workcla= Local-gov']",sex= Female,class=LOW,0.8888888888888888,0.8,1.111111111111111,8.0,12.0
67,"['education= Bachelors', 'workcla= Local-gov']",sex= Female,class=LOW,0.8888888888888888,0.8,1.111111111111111,8.0,12.0
81,['relationship= Other-relative'],sex= Female,class=LOW,1.0,0.9,1.1111111111111112,5.0,18.0
80,['education_num=1<x<4'],sex= Female,class=LOW,1.0,0.8928571428571429,1.1199999999999999,8.0,25.0
27,['education= Some-college'],sex= Female,class=LOW,0.9473684210526315,0.8416289592760181,1.125636672325976,72.0,186.0
61,"['race= Black', 'workcla= Local-gov']",sex= Female,class=LOW,1.0,0.8666666666666667,1.1538461538461537,5.0,13.0
62,['workcla= Local-gov'],sex= Female,class=LOW,0.9285714285714286,0.7972972972972973,1.1646489104116224,26.0,59.0
72,"['age=53<x<71', 'relationship= Unmarried']",sex= Female,class=LOW,1.0,0.8571428571428571,1.1666666666666667,7.0,12.0
74,"['education= Bachelors', 'relationship= Unmarried']",sex= Female,class=LOW,1.0,0.8571428571428571,1.1666666666666667,5.0,6.0
75,"['education_num=x>12', 'education= Bachelors', 'relationship= Unmarried']",sex= Female,class=LOW,1.0,0.8571428571428571,1.1666666666666667,5.0,6.0
24,['age=53<x<71'],sex= Female,class=LOW,0.84,0.6875,1.2218181818181817,21.0,77.0
19,['hours_per_week=50<x<74'],sex= Female,class=LOW,0.7222222222222222,0.5882352941176471,1.2277777777777776,13.0,60.0
65,"['education_num=x>12', 'workcla= Local-gov']",sex= Female,class=LOW,0.8888888888888888,0.7142857142857143,1.2444444444444442,8.0,15.0
37,['education= Masters'],sex= Female,class=LOW,0.6666666666666666,0.5272727272727272,1.264367816091954,10.0,29.0
39,"['education_num=x>12', 'education= Masters']",sex= Female,class=LOW,0.6666666666666666,0.5272727272727272,1.264367816091954,10.0,29.0
63,"['education= Some-college', 'workcla= Local-gov']",sex= Female,class=LOW,1.0,0.7777777777777778,1.2857142857142856,8.0,14.0
30,"['education_num=x>12', 'fnlwgt=274186<x<527198']",sex= Female,class=LOW,0.7333333333333333,0.5531914893617021,1.3256410256410256,11.0,26.0
49,['education= Bachelors'],sex= Female,class=LOW,0.7692307692307693,0.5722543352601156,1.3442113442113444,40.0,99.0
43,"['education_num=x>12', 'education= Bachelors']",sex= Female,class=LOW,0.7692307692307693,0.5722543352601156,1.3442113442113444,40.0,99.0
25,['education_num=x>12'],sex= Female,class=LOW,0.6986301369863014,0.51171875,1.365261947087734,51.0,131.0
48,"['fnlwgt=274186<x<527198', 'education= Bachelors']",sex= Female,class=LOW,0.9,0.6571428571428571,1.3695652173913044,9.0,23.0
46,"['education_num=x>12', 'fnlwgt=274186<x<527198', 'education= Bachelors']",sex= Female,class=LOW,0.9,0.6571428571428571,1.3695652173913044,9.0,23.0
21,"['education_num=x>12', 'hours_per_week=50<x<74']",sex= Female,class=LOW,0.5,0.3333333333333333,1.5,5.0,15.0
36,['race= Asian-Pac-Islander'],sex= Female,class=LOW,1.0,0.5652173913043478,1.7692307692307694,9.0,13.0
