,antecedent,pd,cls,conf_pd,conf_pnd,elift,sup_pd,sup_pnd
628,"['pdays=x<0', 'previous=0<x<1']",marital=divorced,class=yes,0.4583333333333333,0.5942028985507246,0.7713414634146342,11.0,41.0
1142,"['duration=x<0', 'day_of_week=tue']",marital=divorced,class=no,0.4666666666666667,0.6046511627906976,0.7717948717948718,7.0,26.0
1502,['previous=1<x<3'],marital=divorced,class=yes,0.3108108108108108,0.4026548672566372,0.7719037719037718,23.0,91.0
886,"['age=x>77', 'job=self-employed']",marital=divorced,class=no,0.4166666666666667,0.5384615384615384,0.7738095238095238,5.0,14.0
973,"['pdays=x<0', 'poutcome=failure', 'age=57<x<77']",marital=divorced,class=yes,0.5454545454545454,0.7037037037037037,0.7751196172248803,6.0,19.0
407,"['previous=x<0', 'duration=1229<x<2459']",marital=divorced,class=yes,0.3225806451612903,0.4155844155844156,0.7762096774193548,10.0,32.0
1488,"['euribor3m=0.634<x<1.634', 'previous=1<x<3']",marital=divorced,class=yes,0.48148148148148145,0.620253164556962,0.7762660619803476,13.0,49.0
1368,"['duration=0<x<1229', 'education=high.school']",marital=divorced,class=yes,0.46153846153846156,0.59375,0.7773279352226721,6.0,19.0
774,"['age=57<x<77', 'day_of_week=fri']",marital=divorced,class=yes,0.4117647058823529,0.5294117647058824,0.7777777777777777,7.0,27.0
1410,"['euribor3m=0.634<x<1.634', 'month=aug']",marital=divorced,class=yes,0.4375,0.5625,0.7777777777777778,7.0,18.0
977,"['previous=x<0', 'age=57<x<77']",marital=divorced,class=no,0.4444444444444444,0.5714285714285714,0.7777777777777778,8.0,32.0
1075,"['pdays=x<0', 'day_of_week=tue']",marital=divorced,class=yes,0.52,0.6666666666666666,0.78,13.0,46.0
975,"['euribor3m=0.634<x<1.634', 'poutcome=failure', 'age=57<x<77']",marital=divorced,class=yes,0.5,0.64,0.78125,6.0,16.0
24,"['pdays=x<0', 'poutcome=failure']",marital=divorced,class=yes,0.4166666666666667,0.5333333333333333,0.78125,15.0,56.0
1246,"['euribor3m=0.634<x<1.634', 'job=unemployed']",marital=divorced,class=yes,0.45454545454545453,0.5806451612903226,0.7828282828282828,5.0,18.0
360,"['pdays=0<x<249', 'euribor3m=0.634<x<1.634', 'previous=x<0']",marital=divorced,class=yes,0.5454545454545454,0.6956521739130435,0.7840909090909091,6.0,16.0
19,"['pdays=x<0', 'euribor3m=0.634<x<1.634', 'poutcome=failure']",marital=divorced,class=yes,0.5454545454545454,0.6944444444444444,0.7854545454545454,6.0,25.0
49,"['pdays=x<0', 'previous=3<x<5']",marital=divorced,class=no,0.2857142857142857,0.36363636363636365,0.7857142857142857,8.0,32.0
363,"['pdays=x<0', 'poutcome=failure', 'previous=x<0']",marital=divorced,class=yes,0.4166666666666667,0.5277777777777778,0.7894736842105263,5.0,19.0
800,"['previous=1<x<3', 'education=basic.4y']",marital=divorced,class=yes,0.3125,0.3958333333333333,0.7894736842105263,5.0,19.0
1854,"['previous=x<0', 'job=housemaid']",marital=divorced,class=no,0.625,0.7916666666666666,0.7894736842105263,5.0,19.0
972,"['pdays=0<x<249', 'poutcome=failure', 'age=57<x<77']",marital=divorced,class=no,0.4166666666666667,0.5277777777777778,0.7894736842105263,5.0,19.0
214,"['pdays=x<0', 'day_of_week=thu']",marital=divorced,class=no,0.375,0.4745762711864407,0.7901785714285714,6.0,28.0
1887,['month=sep'],marital=divorced,class=yes,0.2564102564102564,0.3238095238095238,0.7918552036199094,10.0,34.0
43,"['poutcome=failure', 'previous=3<x<5']",marital=divorced,class=no,0.42857142857142855,0.5411764705882353,0.7919254658385093,12.0,46.0
896,['month=apr'],marital=divorced,class=yes,0.3170731707317073,0.4,0.7926829268292682,13.0,40.0
1473,"['previous=3<x<5', 'age=x>77']",marital=divorced,class=no,0.4090909090909091,0.515625,0.7933884297520661,9.0,33.0
1751,"['duration=1229<x<2459', 'day_of_week=mon']",marital=divorced,class=yes,0.2916666666666667,0.3673469387755102,0.7939814814814815,7.0,18.0
827,"['previous=3<x<5', 'education=basic.4y']",marital=divorced,class=yes,0.4166666666666667,0.5238095238095238,0.7954545454545454,5.0,22.0
513,"['duration=0<x<1229', 'age=37<x<57']",marital=divorced,class=yes,0.3157894736842105,0.39622641509433965,0.7969924812030075,6.0,21.0
1506,"['pdays=x<0', 'previous=1<x<3']",marital=divorced,class=yes,0.4782608695652174,0.6,0.7971014492753624,11.0,45.0
959,['age=57<x<77'],marital=divorced,class=yes,0.3548387096774194,0.4448818897637795,0.797602055381102,33.0,113.0
950,"['previous=3<x<5', 'age=57<x<77']",marital=divorced,class=yes,0.43333333333333335,0.5432098765432098,0.7977272727272728,13.0,44.0
1149,"['pdays=x<0', 'education=basic.9y']",marital=divorced,class=yes,0.5263157894736842,0.6595744680851063,0.797962648556876,10.0,31.0
1373,"['poutcome=failure', 'education=high.school']",marital=divorced,class=yes,0.3157894736842105,0.3953488372093023,0.7987616099071208,6.0,17.0
391,"['euribor3m=0.634<x<1.634', 'duration=1229<x<2459']",marital=divorced,class=yes,0.46875,0.5862068965517241,0.7996323529411765,15.0,51.0
770,"['poutcome=failure', 'day_of_week=fri']",marital=divorced,class=yes,0.23809523809523808,0.2972972972972973,0.8008658008658007,5.0,22.0
1717,"['duration=1229<x<2459', 'job=technician']",marital=divorced,class=yes,0.4166666666666667,0.52,0.8012820512820513,5.0,13.0
20,"['euribor3m=0.634<x<1.634', 'poutcome=failure']",marital=divorced,class=yes,0.4444444444444444,0.5533980582524272,0.8031189083820662,16.0,57.0
635,"['duration=2459<x<3688', 'previous=0<x<1']",marital=divorced,class=yes,0.3,0.373134328358209,0.8039999999999999,6.0,25.0
760,"['duration=0<x<1229', 'day_of_week=fri']",marital=divorced,class=no,0.5,0.62,0.8064516129032259,8.0,31.0
236,"['poutcome=success', 'day_of_week=thu']",marital=divorced,class=yes,0.36363636363636365,0.4492753623188406,0.809384164222874,8.0,31.0
2133,['job=blue-collar'],marital=divorced,class=yes,0.25806451612903225,0.31868131868131866,0.8097886540600667,8.0,29.0
134,"['poutcome=success', 'previous=3<x<5', 'duration=x<0']",marital=divorced,class=no,0.6,0.7407407407407407,0.81,6.0,20.0
617,"['poutcome=success', 'previous=0<x<1']",marital=divorced,class=yes,0.2702702702702703,0.3333333333333333,0.8108108108108109,10.0,28.0
1597,"['age=37<x<57', 'day_of_week=wed']",marital=divorced,class=yes,0.35294117647058826,0.43478260869565216,0.811764705882353,6.0,20.0
188,"['euribor3m=0.634<x<1.634', 'day_of_week=thu']",marital=divorced,class=yes,0.4782608695652174,0.589041095890411,0.8119312436804853,11.0,43.0
472,"['duration=1229<x<2459', 'age=37<x<57']",marital=divorced,class=yes,0.34615384615384615,0.4262295081967213,0.8121301775147929,9.0,26.0
1044,"['age=x>77', 'duration=0<x<1229']",marital=divorced,class=yes,0.3888888888888889,0.47692307692307695,0.8154121863799283,7.0,31.0
508,"['previous=3<x<5', 'age=37<x<57']",marital=divorced,class=no,0.47368421052631576,0.5806451612903226,0.8157894736842104,9.0,36.0
327,"['pdays=0<x<249', 'month=jun']",marital=divorced,class=yes,0.5,0.6129032258064516,0.8157894736842105,6.0,19.0
58,"['poutcome=success', 'euribor3m=x>3.634', 'previous=3<x<5']",marital=divorced,class=no,0.7142857142857143,0.875,0.8163265306122449,5.0,21.0
1728,['day_of_week=mon'],marital=divorced,class=yes,0.2857142857142857,0.35,0.8163265306122449,24.0,77.0
358,"['euribor3m=0.634<x<1.634', 'previous=x<0']",marital=divorced,class=yes,0.48148148148148145,0.5897435897435898,0.8164251207729468,13.0,46.0
269,['education=basic.6y'],marital=divorced,class=yes,0.3181818181818182,0.3897058823529412,0.8164665523156089,14.0,53.0
709,"['duration=x<0', 'day_of_week=fri']",marital=divorced,class=yes,0.3333333333333333,0.40816326530612246,0.8166666666666667,5.0,20.0
1551,"['euribor3m=0.634<x<1.634', 'age=37<x<57', 'previous=1<x<3']",marital=divorced,class=yes,0.5555555555555556,0.68,0.8169934640522876,5.0,17.0
2108,"['poutcome=success', 'duration=x<0', 'education=illiterate']",marital=divorced,class=no,0.5,0.6111111111111112,0.8181818181818181,5.0,11.0
1193,"['poutcome=failure', 'education=basic.9y']",marital=divorced,class=yes,0.4,0.4888888888888889,0.8181818181818182,6.0,22.0
28,"['pdays=0<x<249', 'euribor3m=x>3.634', 'poutcome=failure']",marital=divorced,class=no,0.7777777777777778,0.9487179487179487,0.8198198198198199,7.0,37.0
2005,"['age=x>77', 'month=may']",marital=divorced,class=no,0.5555555555555556,0.6774193548387096,0.8201058201058202,5.0,21.0
126,"['poutcome=failure', 'duration=x<0']",marital=divorced,class=yes,0.34615384615384615,0.421875,0.8205128205128205,9.0,27.0
839,"['day_of_week=tue', 'education=basic.4y']",marital=divorced,class=yes,0.38461538461538464,0.46875,0.8205128205128206,5.0,15.0
226,['day_of_week=thu'],marital=divorced,class=yes,0.3442622950819672,0.4195121951219512,0.8206252382767824,21.0,86.0
694,"['poutcome=success', 'euribor3m=0.634<x<1.634', 'day_of_week=fri']",marital=divorced,class=yes,0.5,0.6086956521739131,0.8214285714285714,7.0,14.0
572,"['day_of_week=fri', 'month=dec']",marital=divorced,class=yes,0.5,0.6086956521739131,0.8214285714285714,5.0,14.0
467,"['euribor3m=0.634<x<1.634', 'duration=1229<x<2459', 'age=37<x<57']",marital=divorced,class=yes,0.5,0.6086956521739131,0.8214285714285714,5.0,14.0
1177,['education=basic.9y'],marital=divorced,class=yes,0.36363636363636365,0.4420289855072464,0.8226527570789866,20.0,61.0
946,"['education=university.degree', 'month=apr']",marital=divorced,class=no,0.7142857142857143,0.8666666666666667,0.8241758241758241,5.0,13.0
952,"['pdays=0<x<249', 'previous=3<x<5', 'age=57<x<77']",marital=divorced,class=yes,0.5,0.6052631578947368,0.8260869565217391,6.0,23.0
2057,"['pdays=0<x<249', 'education=illiterate']",marital=divorced,class=yes,0.4444444444444444,0.5370370370370371,0.8275862068965516,8.0,29.0
1797,"['previous=3<x<5', 'day_of_week=mon']",marital=divorced,class=yes,0.25,0.30158730158730157,0.8289473684210527,6.0,19.0
1336,"['pdays=0<x<249', 'education=high.school']",marital=divorced,class=no,0.3684210526315789,0.4444444444444444,0.8289473684210527,7.0,20.0
989,"['poutcome=failure', 'duration=1229<x<2459', 'age=57<x<77']",marital=divorced,class=yes,0.4666666666666667,0.5625,0.8296296296296296,7.0,18.0
1195,"['previous=x<0', 'education=basic.9y']",marital=divorced,class=yes,0.375,0.45,0.8333333333333333,6.0,18.0
500,"['duration=2459<x<3688', 'age=37<x<57']",marital=divorced,class=yes,0.3333333333333333,0.4,0.8333333333333333,8.0,28.0
611,"['day_of_week=fri', 'job=admin.']",marital=divorced,class=no,0.75,0.9,0.8333333333333333,6.0,18.0
1843,"['previous=1<x<3', 'day_of_week=mon']",marital=divorced,class=yes,0.3333333333333333,0.4,0.8333333333333333,5.0,16.0
2017,"['pdays=0<x<249', 'age=57<x<77', 'month=may']",marital=divorced,class=no,0.6666666666666666,0.8,0.8333333333333333,6.0,12.0
1490,"['pdays=x<0', 'euribor3m=0.634<x<1.634', 'previous=1<x<3']",marital=divorced,class=yes,0.6666666666666666,0.8,0.8333333333333333,6.0,24.0
697,"['pdays=x<0', 'euribor3m=0.634<x<1.634', 'day_of_week=fri']",marital=divorced,class=yes,0.7142857142857143,0.8571428571428571,0.8333333333333334,5.0,18.0
529,"['previous=3<x<5', 'education=university.degree']",marital=divorced,class=no,0.5555555555555556,0.6666666666666666,0.8333333333333334,5.0,24.0
994,"['pdays=0<x<249', 'duration=1229<x<2459', 'age=57<x<77']",marital=divorced,class=no,0.45454545454545453,0.5454545454545454,0.8333333333333334,5.0,12.0
873,"['duration=1229<x<2459', 'job=self-employed']",marital=divorced,class=yes,0.35294117647058826,0.4230769230769231,0.8342245989304814,6.0,11.0
1929,['month=mar'],marital=divorced,class=yes,0.38461538461538464,0.4606741573033708,0.8348968105065666,10.0,41.0
1698,['job=technician'],marital=divorced,class=yes,0.4411764705882353,0.5280898876404494,0.8354192740926158,15.0,47.0
489,"['poutcome=success', 'euribor3m=x>3.634', 'age=37<x<57']",marital=divorced,class=no,0.7272727272727273,0.8695652173913043,0.8363636363636364,8.0,20.0
1352,['education=high.school'],marital=divorced,class=yes,0.39215686274509803,0.46853146853146854,0.8369915130231197,20.0,67.0
587,"['pdays=0<x<249', 'job=admin.']",marital=divorced,class=no,0.7272727272727273,0.8666666666666667,0.8391608391608392,8.0,26.0
367,"['poutcome=failure', 'previous=x<0']",marital=divorced,class=yes,0.35714285714285715,0.42528735632183906,0.8397683397683399,10.0,37.0
59,"['pdays=x<0', 'euribor3m=x>3.634', 'previous=3<x<5']",marital=divorced,class=no,0.7142857142857143,0.85,0.8403361344537815,5.0,17.0
1104,"['pdays=x>749', 'previous=x<0', 'day_of_week=tue']",marital=divorced,class=no,0.7142857142857143,0.85,0.8403361344537815,5.0,17.0
2012,"['pdays=0<x<249', 'month=may']",marital=divorced,class=no,0.631578947368421,0.75,0.8421052631578947,12.0,30.0
1188,"['euribor3m=0.634<x<1.634', 'education=basic.9y']",marital=divorced,class=yes,0.5263157894736842,0.625,0.8421052631578947,10.0,25.0
1130,"['pdays=0<x<249', 'day_of_week=tue']",marital=divorced,class=yes,0.4444444444444444,0.5272727272727272,0.842911877394636,8.0,29.0
1240,"['previous=3<x<5', 'job=unemployed']",marital=divorced,class=no,0.5,0.5925925925925926,0.84375,5.0,16.0
522,"['previous=x<0', 'education=university.degree']",marital=divorced,class=no,0.6,0.7105263157894737,0.8444444444444444,6.0,27.0
533,"['duration=2459<x<3688', 'education=university.degree']",marital=divorced,class=no,0.6,0.7096774193548387,0.8454545454545453,6.0,22.0
1637,"['pdays=x<0', 'education=professional.course']",marital=divorced,class=yes,0.5416666666666666,0.640625,0.8455284552845528,13.0,41.0
921,"['previous=3<x<5', 'month=apr']",marital=divorced,class=no,0.5,0.5909090909090909,0.8461538461538461,5.0,13.0
166,"['age=x>77', 'duration=x<0']",marital=divorced,class=no,0.5,0.5909090909090909,0.8461538461538461,10.0,39.0
1095,['day_of_week=tue'],marital=divorced,class=yes,0.36363636363636365,0.4293193717277487,0.8470066518847007,24.0,82.0
398,"['poutcome=failure', 'duration=1229<x<2459']",marital=divorced,class=yes,0.34285714285714286,0.4044943820224719,0.8476190476190476,12.0,36.0
12,"['poutcome=success', 'euribor3m=0.634<x<1.634']",marital=divorced,class=yes,0.4666666666666667,0.5504587155963303,0.8477777777777777,21.0,60.0
1015,"['euribor3m=0.634<x<1.634', 'age=57<x<77']",marital=divorced,class=yes,0.48148148148148145,0.5675675675675675,0.8483245149911817,13.0,42.0
2028,"['day_of_week=mon', 'month=may']",marital=divorced,class=no,0.6666666666666666,0.7857142857142857,0.8484848484848485,6.0,22.0
1634,"['duration=2459<x<3688', 'job=entrepreneur']",marital=divorced,class=no,0.5555555555555556,0.6538461538461539,0.8496732026143791,5.0,17.0
1704,"['poutcome=failure', 'job=technician']",marital=divorced,class=no,0.375,0.4411764705882353,0.85,6.0,15.0
173,"['previous=x<0', 'duration=x<0']",marital=divorced,class=no,0.5,0.5882352941176471,0.85,7.0,30.0
25,['poutcome=failure'],marital=divorced,class=yes,0.3181818181818182,0.3738019169329074,0.8512043512043511,35.0,117.0
2125,"['euribor3m=0.634<x<1.634', 'job=blue-collar']",marital=divorced,class=yes,0.38461538461538464,0.45161290322580644,0.8516483516483517,5.0,14.0
150,"['poutcome=success', 'previous=0<x<1', 'duration=x<0']",marital=divorced,class=no,0.5454545454545454,0.64,0.8522727272727272,6.0,16.0
825,"['pdays=0<x<249', 'education=basic.4y']",marital=divorced,class=yes,0.5454545454545454,0.64,0.8522727272727272,6.0,32.0
454,"['poutcome=failure', 'age=37<x<57']",marital=divorced,class=yes,0.25,0.29333333333333333,0.8522727272727273,6.0,22.0
1938,"['pdays=x<0', 'month=mar']",marital=divorced,class=yes,0.6,0.7037037037037037,0.8526315789473684,6.0,19.0
1862,"['euribor3m=0.634<x<1.634', 'job=housemaid']",marital=divorced,class=no,0.5,0.5862068965517241,0.8529411764705883,5.0,17.0
282,"['pdays=x<0', 'education=basic.6y']",marital=divorced,class=yes,0.5833333333333334,0.6818181818181818,0.8555555555555556,7.0,30.0
1279,['duration=2459<x<3688'],marital=divorced,class=yes,0.3625,0.4235294117647059,0.8559027777777778,29.0,108.0
1428,['job=retired'],marital=divorced,class=yes,0.42857142857142855,0.5,0.8571428571428571,9.0,42.0
1309,"['age=x>77', 'duration=2459<x<3688']",marital=divorced,class=no,0.42857142857142855,0.5,0.8571428571428571,9.0,31.0
1416,"['age=57<x<77', 'month=aug']",marital=divorced,class=no,0.6,0.7,0.8571428571428572,9.0,21.0
468,"['poutcome=failure', 'duration=1229<x<2459', 'age=37<x<57']",marital=divorced,class=no,0.6,0.7,0.8571428571428572,6.0,14.0
116,"['poutcome=success', 'pdays=x>749', 'duration=x<0']",marital=divorced,class=no,0.8,0.9310344827586207,0.8592592592592593,8.0,27.0
735,"['previous=1<x<3', 'day_of_week=fri']",marital=divorced,class=yes,0.25,0.2909090909090909,0.859375,5.0,16.0
506,"['euribor3m=x>3.634', 'previous=3<x<5', 'age=37<x<57']",marital=divorced,class=no,0.7777777777777778,0.9047619047619048,0.8596491228070176,7.0,19.0
1635,['education=professional.course'],marital=divorced,class=yes,0.3541666666666667,0.41139240506329117,0.8608974358974358,17.0,65.0
2101,"['day_of_week=fri', 'education=illiterate']",marital=divorced,class=no,0.5,0.5806451612903226,0.861111111111111,6.0,18.0
517,"['pdays=x<0', 'education=university.degree']",marital=divorced,class=no,0.45454545454545453,0.5277777777777778,0.8612440191387559,5.0,19.0
1613,"['euribor3m=x>3.634', 'day_of_week=wed']",marital=divorced,class=no,0.6923076923076923,0.8035714285714286,0.8615384615384615,9.0,45.0
381,"['pdays=0<x<249', 'previous=x<0']",marital=divorced,class=yes,0.4642857142857143,0.5384615384615384,0.8622448979591838,13.0,42.0
1837,"['pdays=0<x<249', 'euribor3m=0.634<x<1.634', 'day_of_week=mon']",marital=divorced,class=yes,0.6363636363636364,0.7368421052631579,0.8636363636363636,7.0,14.0
